,Archipelago,Island1,Island2,beta_sor,beta_sim,beta_sne,mean_emerse_pres,mean_emerse_past,mean_island_age,Distance_km,diff_emerse_pres,diff_emerse_past,diff_island_age,d_past.y,diif_present_air,diff_past_air
406,Cook_Islands,Takutea,Mangaia,0.489361702,0.25,0.239361702,42.435,64.605,18.45,238.08,12.05,12.83,0.1,236.3534773,1.14553425,0.173713875
407,Cook_Islands,Takutea,Mauke,0.6,0.444444444,0.155555556,32.37,59.675,11.57,105.58,8.08,22.69,13.86,103.310462,0.00890411,0.014469719
408,Cook_Islands,Takutea,Mitiaro,0.515151515,0.5,0.015151515,24.045,66.205,15.4,61.92,24.73,9.63,6.2,58.07739382,0.00890411,0.038076973
409,Cook_Islands,Takutea,Nassau,0.578947368,0.5,0.078947368,20.2,53.67,18.5,220.74,32.42,34.7,0,217.1165625,2.58449315,0.025086251
410,Cook_Islands,Takutea,Rarotonga,0.636363636,0,0.636363636,56.22,78.015,9.8,220.58,39.62,13.99,17.4,218.9473285,0.51857535,0.200533295
411,Fiji,Ba,Bua,0.306306306,0.049382716,0.25692359,4139.03,9393.685,28,145.36,3272.14,2813.43,0,107.4063165,0.18446575,0.00150495
412,Fiji,Ba,Cakaudrove,0.205776173,0.191176471,0.014599703,5087.355,9004.315,28,223.22,1375.49,3592.17,0,196.9836984,0.23315069,0.019236183
413,Fiji,Ba,Lomaiviti,0.261410788,0.11,0.151410788,3111.22,5996.955,15.44,149.58,5327.76,9606.89,25.12,126.2633452,0.14550685,0.00150495
414,Fiji,Ba,Nadroga_Navosa,0.149606299,0.044247788,0.105358512,5252.05,8153.07,28,47.69,1046.1,5294.66,0,28.86646726,0.49315069,0.066533279
415,Fiji,Ba,Namosi,0.236051502,0.032608696,0.203442806,6318.425,9157.82,28,75.57,1086.65,3285.16,0,57.63684062,1.7470411,0.10158329
416,Fiji,Ba,Rewa,0.192727273,0.171641791,0.021085482,4876.845,8001.84,28,93.71,1796.51,5597.12,0,72.84142075,0.30145206,0.016376877
417,Fiji,Ba,Rotuma,0.540669856,0.294117647,0.246552209,2931.915,5474.415,28,563.89,5686.37,10651.97,0,546.5725285,1.60536986,0.218231519
418,Fiji,Ba,Serua,0.257641921,0.034090909,0.223551012,5464.91,8275.795,28,72.62,620.38,5049.21,0,54.5822293,0.4520548,0.020868015
419,Fiji,Ba,Tailevu,0.314814815,0.013333333,0.301481481,5479.35,9161.555,28,288.08,591.5,3277.69,0,264.0075935,0.30145206,0.020066643
420,Fiji,Bua,Cakaudrove,0.253456221,0,0.253456221,3451.285,7597.6,28,89.83,1896.65,778.74,0,57.15665403,0.41761644,0.017731233
421,Fiji,Bua,Lomaiviti,0.215469613,0.12345679,0.092012823,1475.15,4590.24,15.44,107.34,2055.62,6793.46,25.12,77.58630086,0.0389589,0
422,Fiji,Bua,Nadroga_Navosa,0.278350515,0.135802469,0.142548046,3615.98,6746.355,28,179.12,2226.04,2481.23,0,153.8594229,0.67761644,0.068038229
423,Fiji,Bua,Namosi,0.283236994,0.234567901,0.048669093,4682.355,7751.105,28,153.46,4358.79,471.73,0,129.0897963,1.93150685,0.10308824
424,Fiji,Bua,Rewa,0.311627907,0.086419753,0.225208154,3240.775,6595.125,28,147.22,1475.63,2783.69,0,119.9143764,0.48591781,0.017881827
425,Fiji,Bua,Rotuma,0.55704698,0.514705882,0.042341098,1295.845,4067.7,28,509.18,2414.23,7838.54,0,485.4254841,1.42090411,0.216726569
426,Fiji,Bua,Serua,0.230769231,0.197530864,0.033238367,3828.84,6869.08,28,175.88,2651.76,2235.78,0,151.405185,0.63652055,0.022372965
427,Fiji,Bua,Tailevu,0.307692308,0.28,0.027692308,3843.28,7754.84,28,110.51,2680.64,464.26,0,80.00054917,0.48591781,0.021571593
428,Fiji,Cakaudrove,Lomaiviti,0.254237288,0.12,0.134237288,2423.475,4200.87,15.44,137.6,3952.27,6014.72,25.12,119.5636827,0.37865754,0.017731233
429,Fiji,Cakaudrove,Nadroga_Navosa,0.220883534,0.14159292,0.079290614,4564.305,6356.985,28,264.23,329.39,1702.49,0,250.6868048,0.26,0.085769462
430,Fiji,Cakaudrove,Namosi,0.298245614,0.130434783,0.167810831,5630.68,7361.735,28,213.27,2462.14,307.01,0,200.6171781,1.51389041,0.120819473
431,Fiji,Cakaudrove,Rewa,0.266666667,0.26119403,0.005472637,4189.1,6205.755,28,200.48,421.02,2004.95,0,184.8917583,0.06830137,0.03561306
432,Fiji,Cakaudrove,Rotuma,0.490196078,0.235294118,0.254901961,2244.17,3678.33,28,520.19,4310.88,7059.8,0,508.152866,1.83852055,0.198995336
433,Fiji,Cakaudrove,Serua,0.303571429,0.113636364,0.189935065,4777.165,6479.71,28,236.16,755.11,1457.04,0,223.4025668,0.21890411,0.040104198
434,Fiji,Cakaudrove,Tailevu,0.355450237,0.093333333,0.262116904,4791.605,7365.47,28,178.72,783.99,314.48,0,159.9279311,0.06830137,0.039302826
435,Fiji,Lomaiviti,Nadroga_Navosa,0.258215962,0.21,0.048215962,2588.17,3349.625,15.44,154.58,4281.66,4312.23,25.12,143.9564516,0.63865754,0.068038229
436,Fiji,Lomaiviti,Namosi,0.28125,0.25,0.03125,3654.545,4354.375,15.44,224.34,6414.41,6321.73,25.12,214.606825,1.89254795,0.10308824
437,Fiji,Lomaiviti,Rewa,0.273504274,0.15,0.123504274,2212.965,3198.395,15.44,211.5,3531.25,4009.77,25.12,198.8314051,0.44695891,0.017881827
438,Fiji,Lomaiviti,Rotuma,0.44047619,0.308823529,0.131652661,268.035,670.97,15.44,522.47,358.61,1045.08,25.12,513.3525129,1.45986301,0.216726569
439,Fiji,Lomaiviti,Serua,0.223404255,0.170454545,0.05294971,2801.03,3472.35,15.44,240.1,4707.38,4557.68,25.12,230.2622137,0.59756165,0.022372965
440,Fiji,Lomaiviti,Tailevu,0.28,0.16,0.12,2815.47,4358.11,15.44,179.88,4736.26,6329.2,25.12,164.0075779,0.44695891,0.021571593
441,Fiji,Nadroga_Navosa,Namosi,0.16097561,0.065217391,0.095758218,5795.375,6510.49,28,50.95,2132.75,2009.5,0,45.70994704,1.25389041,0.035050011
442,Fiji,Nadroga_Navosa,Rewa,0.174089069,0.097345133,0.076743936,4353.795,5354.51,28,88.04,750.41,302.46,0,79.86452717,0.19169863,0.050156402
443,Fiji,Nadroga_Navosa,Rotuma,0.569060773,0.426470588,0.142590185,2408.865,2827.085,28,609.75,4640.27,5357.31,0,605.1256349,2.09852055,0.284764798
444,Fiji,Nadroga_Navosa,Serua,0.164179104,0.045454545,0.118724559,4941.86,5628.465,28,48.74,425.72,245.45,0,43.39533572,0.04109589,0.045665264
445,Fiji,Nadroga_Navosa,Tailevu,0.212765957,0.013333333,0.199432624,4956.3,6514.225,28,99.72,454.6,2016.97,0,88.34069994,0.19169863,0.046466636
446,Fiji,Namosi,Rewa,0.221238938,0.043478261,0.177760677,5420.17,6359.26,28,27.31,2883.16,2311.96,0,20.02490052,1.44558904,0.085206413
447,Fiji,Namosi,Rotuma,0.7,0.647058824,0.052941176,3475.24,3831.835,28,616.55,6773.02,7366.81,0,612.8160083,3.35241096,0.319814809
448,Fiji,Namosi,Serua,0.111111111,0.090909091,0.02020202,6008.235,6633.215,28,22.15,1707.03,1764.05,0,17.69570907,1.2949863,0.080715275
449,Fiji,Namosi,Tailevu,0.19760479,0.106666667,0.090938124,6022.675,7518.975,28,47.4,1678.15,7.47,0,36.91107329,1.44558904,0.081516647
450,Fiji,Rewa,Rotuma,0.574257426,0.367647059,0.206610367,2033.66,2675.855,28,629.06,3889.86,5054.85,0,622.3905884,1.90682192,0.234608396
451,Fiji,Rewa,Serua,0.225225225,0.022727273,0.202497952,4566.655,5477.235,28,45.86,1176.13,547.91,0,38.4702892,0.15060274,0.004491138
452,Fiji,Rewa,Tailevu,0.291866029,0.013333333,0.278532695,4581.095,6362.995,28,36,1205.01,2319.43,0,22.57565342,0,0.003689766
453,Fiji,Rotuma,Serua,0.666666667,0.617647059,0.049019608,2621.725,2949.81,28,628.43,5065.99,5602.76,0,624.5913969,2.05742466,0.239099534
454,Fiji,Rotuma,Tailevu,0.636363636,0.617647059,0.018716578,2636.165,3835.57,28,605.56,5094.87,7374.28,0,595.6867612,1.90682192,0.238298162
455,Fiji,Serua,Tailevu,0.165644172,0.093333333,0.072310838,5169.16,6636.95,28,67.76,28.88,1771.52,0,57.16646197,0.15060274,0.000801372
456,Fiji,Bua,Ba,0.306306306,0.049382716,0.25692359,4139.03,9393.685,28,145.36,3272.14,2813.43,0,107.4063165,0.18446575,0.00150495
457,Fiji,Cakaudrove,Ba,0.205776173,0.191176471,0.014599703,5087.355,9004.315,28,223.22,1375.49,3592.17,0,196.9836984,0.23315069,0.019236183
458,Fiji,Cakaudrove,Bua,0.253456221,0,0.253456221,3451.285,7597.6,28,89.83,1896.65,778.74,0,57.15665403,0.41761644,0.017731233
459,Fiji,Lomaiviti,Ba,0.261410788,0.11,0.151410788,3111.22,5996.955,15.44,149.58,5327.76,9606.89,25.12,126.2633452,0.14550685,0.00150495
460,Fiji,Lomaiviti,Bua,0.215469613,0.12345679,0.092012823,1475.15,4590.24,15.44,107.34,2055.62,6793.46,25.12,77.58630086,0.0389589,0
461,Fiji,Lomaiviti,Cakaudrove,0.254237288,0.12,0.134237288,2423.475,4200.87,15.44,137.6,3952.27,6014.72,25.12,119.5636827,0.37865754,0.017731233
462,Fiji,Nadroga_Navosa,Ba,0.149606299,0.044247788,0.105358512,5252.05,8153.07,28,47.69,1046.1,5294.66,0,28.86646726,0.49315069,0.066533279
463,Fiji,Nadroga_Navosa,Bua,0.278350515,0.135802469,0.142548046,3615.98,6746.355,28,179.12,2226.04,2481.23,0,153.8594229,0.67761644,0.068038229
464,Fiji,Nadroga_Navosa,Cakaudrove,0.220883534,0.14159292,0.079290614,4564.305,6356.985,28,264.23,329.39,1702.49,0,250.6868048,0.26,0.085769462
465,Fiji,Nadroga_Navosa,Lomaiviti,0.258215962,0.21,0.048215962,2588.17,3349.625,15.44,154.58,4281.66,4312.23,25.12,143.9564516,0.63865754,0.068038229
466,Fiji,Namosi,Ba,0.236051502,0.032608696,0.203442806,6318.425,9157.82,28,75.57,1086.65,3285.16,0,57.63684062,1.7470411,0.10158329
467,Fiji,Namosi,Bua,0.283236994,0.234567901,0.048669093,4682.355,7751.105,28,153.46,4358.79,471.73,0,129.0897963,1.93150685,0.10308824
468,Fiji,Namosi,Cakaudrove,0.298245614,0.130434783,0.167810831,5630.68,7361.735,28,213.27,2462.14,307.01,0,200.6171781,1.51389041,0.120819473
469,Fiji,Namosi,Lomaiviti,0.28125,0.25,0.03125,3654.545,4354.375,15.44,224.34,6414.41,6321.73,25.12,214.606825,1.89254795,0.10308824
470,Fiji,Namosi,Nadroga_Navosa,0.16097561,0.065217391,0.095758218,5795.375,6510.49,28,50.95,2132.75,2009.5,0,45.70994704,1.25389041,0.035050011
471,Fiji,Rewa,Ba,0.192727273,0.171641791,0.021085482,4876.845,8001.84,28,93.71,1796.51,5597.12,0,72.84142075,0.30145206,0.016376877
472,Fiji,Rewa,Bua,0.311627907,0.086419753,0.225208154,3240.775,6595.125,28,147.22,1475.63,2783.69,0,119.9143764,0.48591781,0.017881827
473,Fiji,Rewa,Cakaudrove,0.266666667,0.26119403,0.005472637,4189.1,6205.755,28,200.48,421.02,2004.95,0,184.8917583,0.06830137,0.03561306
474,Fiji,Rewa,Lomaiviti,0.273504274,0.15,0.123504274,2212.965,3198.395,15.44,211.5,3531.25,4009.77,25.12,198.8314051,0.44695891,0.017881827
475,Fiji,Rewa,Nadroga_Navosa,0.174089069,0.097345133,0.076743936,4353.795,5354.51,28,88.04,750.41,302.46,0,79.86452717,0.19169863,0.050156402
476,Fiji,Rewa,Namosi,0.221238938,0.043478261,0.177760677,5420.17,6359.26,28,27.31,2883.16,2311.96,0,20.02490052,1.44558904,0.085206413
477,Fiji,Rotuma,Ba,0.540669856,0.294117647,0.246552209,2931.915,5474.415,28,563.89,5686.37,10651.97,0,546.5725285,1.60536986,0.218231519
478,Fiji,Rotuma,Bua,0.55704698,0.514705882,0.042341098,1295.845,4067.7,28,509.18,2414.23,7838.54,0,485.4254841,1.42090411,0.216726569
479,Fiji,Rotuma,Cakaudrove,0.490196078,0.235294118,0.254901961,2244.17,3678.33,28,520.19,4310.88,7059.8,0,508.152866,1.83852055,0.198995336
480,Fiji,Rotuma,Lomaiviti,0.44047619,0.308823529,0.131652661,268.035,670.97,15.44,522.47,358.61,1045.08,25.12,513.3525129,1.45986301,0.216726569
481,Fiji,Rotuma,Nadroga_Navosa,0.569060773,0.426470588,0.142590185,2408.865,2827.085,28,609.75,4640.27,5357.31,0,605.1256349,2.09852055,0.284764798
482,Fiji,Rotuma,Namosi,0.7,0.647058824,0.052941176,3475.24,3831.835,28,616.55,6773.02,7366.81,0,612.8160083,3.35241096,0.319814809
483,Fiji,Rotuma,Rewa,0.574257426,0.367647059,0.206610367,2033.66,2675.855,28,629.06,3889.86,5054.85,0,622.3905884,1.90682192,0.234608396
484,Fiji,Serua,Ba,0.257641921,0.034090909,0.223551012,5464.91,8275.795,28,72.62,620.38,5049.21,0,54.5822293,0.4520548,0.020868015
485,Fiji,Serua,Bua,0.230769231,0.197530864,0.033238367,3828.84,6869.08,28,175.88,2651.76,2235.78,0,151.405185,0.63652055,0.022372965
486,Fiji,Serua,Cakaudrove,0.303571429,0.113636364,0.189935065,4777.165,6479.71,28,236.16,755.11,1457.04,0,223.4025668,0.21890411,0.040104198
487,Fiji,Serua,Lomaiviti,0.223404255,0.170454545,0.05294971,2801.03,3472.35,15.44,240.1,4707.38,4557.68,25.12,230.2622137,0.59756165,0.022372965
488,Fiji,Serua,Nadroga_Navosa,0.164179104,0.045454545,0.118724559,4941.86,5628.465,28,48.74,425.72,245.45,0,43.39533572,0.04109589,0.045665264
489,Fiji,Serua,Namosi,0.111111111,0.090909091,0.02020202,6008.235,6633.215,28,22.15,1707.03,1764.05,0,17.69570907,1.2949863,0.080715275
490,Fiji,Serua,Rewa,0.225225225,0.022727273,0.202497952,4566.655,5477.235,28,629.06,1176.13,547.91,0,621.6702892,0.15060274,0.004491138
491,Fiji,Serua,Rotuma,0.666666667,0.617647059,0.049019608,2621.725,2949.81,28,628.43,5065.99,5602.76,0,624.5913969,2.05742466,0.239099534
492,Fiji,Tailevu,Ba,0.314814815,0.013333333,0.301481481,5479.35,9161.555,28,288.08,591.5,3277.69,0,264.0075935,0.30145206,0.020066643
493,Fiji,Tailevu,Bua,0.307692308,0.28,0.027692308,3843.28,7754.84,28,110.51,2680.64,464.26,0,80.00054917,0.48591781,0.021571593
494,Fiji,Tailevu,Cakaudrove,0.355450237,0.093333333,0.262116904,4791.605,7365.47,28,178.72,783.99,314.48,0,159.9279311,0.06830137,0.039302826
495,Fiji,Tailevu,Lomaiviti,0.28,0.16,0.12,2815.47,4358.11,15.44,179.88,4736.26,6329.2,25.12,164.0075779,0.44695891,0.021571593
496,Fiji,Tailevu,Nadroga_Navosa,0.212765957,0.013333333,0.199432624,4956.3,6514.225,28,99.72,454.6,2016.97,0,88.34069994,0.19169863,0.046466636
497,Fiji,Tailevu,Namosi,0.19760479,0.106666667,0.090938124,6022.675,7518.975,28,47.4,1678.15,7.47,0,36.91107329,1.44558904,0.081516647
498,Fiji,Tailevu,Rewa,0.291866029,0.013333333,0.278532695,4581.095,6362.995,28,36,1205.01,2319.43,0,22.57565342,0,0.003689766
499,Fiji,Tailevu,Rotuma,0.636363636,0.617647059,0.018716578,2636.165,3835.57,28,605.56,5094.87,7374.28,0,595.6867612,1.90682192,0.238298162
500,Fiji,Tailevu,Serua,0.165644172,0.093333333,0.072310838,5169.16,6636.95,28,67.76,28.88,1771.52,0,57.16646197,0.15060274,0.000801372
501,French_Polynesia,Hiva_Oa,Moorea,0.47826087,0.4,0.07826087,427.66,687.905,1.68,1447.67,185.94,541.21,0.34,1441.872454,0.15449315,0.035168267
502,French_Polynesia,Hiva_Oa,Nuku_Hiva,0.224489796,0.05,0.174489796,463.495,827.73,2.87,152.5,114.27,261.56,2.04,144.3847352,0.11843836,0.2013834
503,French_Polynesia,Hiva_Oa,Raiatea,0.428571429,0.4,0.028571429,395.935,774.71,2.165,1555.34,249.39,367.6,0.63,1546.323252,0.20175343,0.021050072
504,French_Polynesia,Hiva_Oa,Tahaa,0.368421053,0.333333333,0.035087719,381.185,730.265,2.34,1548.66,278.89,456.49,0.98,1540.196983,0.2640548,0.097558212
505,French_Polynesia,Hiva_Oa,Tahuata,0.095238095,0.05,0.045238095,491.61,886.53,1.945,21.41,58.04,143.96,0.19,12.848473,0.16558904,0.057963943
506,French_Polynesia,Hiva_Oa,Ua_Huka,0.142857143,0.1,0.042857143,315.965,591.395,1.625,110.43,409.33,734.23,0.45,103.3389302,0.0339726,0.077466583
507,French_Polynesia,Hiva_Oa,Ua_Pou,0.12195122,0.1,0.02195122,481.975,880.78,2.05,78.52,77.31,155.46,0.4,69.81711283,0.30747945,0.025766563
508,French_Polynesia,Hiva_Oa,Fatu_Hiva,0.689655172,0.55,0.139655172,359.21,689.49,1.875,87.69,322.84,538.04,0.05,79.46181592,0.02893151,0
509,French_Polynesia,Moorea,Nuku_Hiva,0.563636364,0.538461538,0.025174825,370.525,557.125,2.7,1417.07,71.67,279.65,2.38,1412.345011,0.03605479,0.166215133
510,French_Polynesia,Moorea,Raiatea,0.333333333,0.272727273,0.060606061,302.965,504.105,1.995,191.56,63.45,173.61,0.97,185.9335278,0.04726028,0.014118195
511,French_Polynesia,Moorea,Tahaa,0.318181818,0.166666667,0.151515152,288.215,459.66,2.17,204.14,92.95,84.72,1.32,199.0672586,0.10956165,0.132726479
512,French_Polynesia,Moorea,Tahuata,0.5,0.454545455,0.045454545,398.64,615.925,1.775,1430.99,127.9,397.25,0.53,1425.818749,0.01109589,0.09313221
513,French_Polynesia,Moorea,Ua_Huka,0.5,0.454545455,0.045454545,222.995,320.79,1.455,1465.04,223.39,193.02,0.11,1461.339206,0.12052055,0.11263485
514,French_Polynesia,Moorea,Ua_Pou,0.489361702,0.428571429,0.060790274,389.005,610.175,1.88,1387.07,108.63,385.75,0.74,1381.757389,0.1529863,0.06093483
515,French_Polynesia,Moorea,Fatu_Hiva,0.75,0.692307692,0.057692308,266.24,418.885,1.705,1437.92,136.9,3.17,0.39,1433.082092,0.12556164,0.038011254
516,French_Polynesia,Nuku_Hiva,Raiatea,0.529411765,0.454545455,0.07486631,338.8,643.93,3.185,1511.22,135.12,106.04,1.41,1503.275809,0.08331507,0.180333328
517,French_Polynesia,Nuku_Hiva,Tahaa,0.489361702,0.333333333,0.156028369,324.05,599.485,3.36,1502.81,164.62,194.93,1.06,1495.419539,0.14561644,0.298941612
518,French_Polynesia,Nuku_Hiva,Tahuata,0.215686275,0.090909091,0.124777184,434.475,755.75,2.965,158.41,56.23,117.6,1.85,150.9210296,0.04715068,0.259347343
519,French_Polynesia,Nuku_Hiva,Ua_Huka,0.137254902,0,0.137254902,258.83,460.615,2.645,62.68,295.06,472.67,2.49,56.66148679,0.08446576,0.278849983
520,French_Polynesia,Nuku_Hiva,Ua_Pou,0.2,0.047619048,0.152380952,424.84,750,3.07,53.06,36.96,106.1,1.64,45.42966939,0.18904109,0.227149963
521,French_Polynesia,Nuku_Hiva,Fatu_Hiva,0.701492537,0.655172414,0.046320124,302.075,558.71,2.895,240.23,208.57,276.48,1.99,233.0743725,0.08950685,0.204226387
522,French_Polynesia,Raiatea,Tahaa,0.15,0.055555556,0.094444444,256.49,546.465,2.655,23.17,29.5,88.89,0.35,14.8780563,0.06230137,0.118608284
523,French_Polynesia,Raiatea,Tahuata,0.454545455,0.454545455,0,366.915,702.73,2.26,1537.37,191.35,223.64,0.44,1528.979546,0.03616439,0.079014015
524,French_Polynesia,Raiatea,Ua_Huka,0.454545455,0.454545455,0,191.27,407.595,1.94,1559.77,159.94,366.63,1.08,1552.850004,0.16778083,0.098516655
525,French_Polynesia,Raiatea,Ua_Pou,0.441860465,0.428571429,0.013289037,357.28,696.98,2.365,1480.41,172.08,212.14,0.23,1471.878186,0.10572602,0.046816635
526,French_Polynesia,Raiatea,Fatu_Hiva,0.733333333,0.636363636,0.096969697,234.515,505.69,2.19,1546.45,73.45,170.44,0.58,1538.392889,0.17282192,0.023893059
527,French_Polynesia,Tahaa,Tahuata,0.4,0.333333333,0.066666667,352.165,658.285,2.435,1532.2,220.85,312.53,0.79,1524.363277,0.09846576,0.039594269
528,French_Polynesia,Tahaa,Ua_Huka,0.4,0.333333333,0.066666667,176.52,363.15,2.115,1550.04,130.44,277.74,1.43,1543.673734,0.2300822,0.020091629
529,French_Polynesia,Tahaa,Ua_Pou,0.384615385,0.333333333,0.051282051,342.53,652.535,2.54,1471.31,201.58,301.03,0.58,1463.331917,0.04342465,0.071791649
530,French_Polynesia,Tahaa,Fatu_Hiva,0.785714286,0.666666667,0.119047619,219.765,461.245,2.365,1546.6,43.95,81.55,0.93,1539.09662,0.23512329,0.094715225
531,French_Polynesia,Tahuata,Ua_Huka,0.181818182,0.181818182,0,286.945,519.415,1.72,127.7,351.29,590.27,0.64,121.2352246,0.13161644,0.01950264
532,French_Polynesia,Tahuata,Ua_Pou,0.11627907,0.095238095,0.021040975,452.955,808.8,2.145,122.32,19.27,11.5,0.21,114.2434072,0.14189041,0.03219738
533,French_Polynesia,Tahuata,Fatu_Hiva,0.7,0.590909091,0.109090909,330.19,617.51,1.97,74.99,264.8,394.08,0.14,67.38811028,0.13665753,0.055120956
534,French_Polynesia,Ua_Huka,Ua_Pou,0.11627907,0.095238095,0.021040975,277.31,513.665,1.825,78.86,332.02,578.77,0.85,72.25386441,0.27350685,0.05170002
535,French_Polynesia,Ua_Huka,Fatu_Hiva,0.7,0.590909091,0.109090909,154.545,322.375,1.65,200.91,86.49,196.19,0.5,194.7785675,0.00504109,0.074623596
536,French_Polynesia,Ua_Pou,Fatu_Hiva,0.694915254,0.571428571,0.123486683,320.555,611.76,2.075,197.39,245.53,382.58,0.35,189.6467501,0.27854794,0.022923576
537,French_Polynesia,Moorea,Hiva_Oa,0.47826087,0.4,0.07826087,427.66,687.905,1.68,1447.67,185.94,541.21,0.34,1441.872454,0.15449315,0.035168267
538,French_Polynesia,Nuku_Hiva,Hiva_Oa,0.224489796,0.05,0.174489796,463.495,827.73,2.87,152.5,114.27,261.56,2.04,144.3847352,0.11843836,0.2013834
539,French_Polynesia,Nuku_Hiva,Moorea,0.563636364,0.538461538,0.025174825,370.525,557.125,2.7,1417.07,71.67,279.65,2.38,1412.345011,0.03605479,0.166215133
540,French_Polynesia,Raiatea,Hiva_Oa,0.428571429,0.4,0.028571429,395.935,774.71,2.165,1555.34,249.39,367.6,0.63,1546.323252,0.20175343,0.021050072
541,French_Polynesia,Raiatea,Moorea,0.333333333,0.272727273,0.060606061,302.965,504.105,1.995,191.56,63.45,173.61,0.97,185.9335278,0.04726028,0.014118195
542,French_Polynesia,Raiatea,Nuku_Hiva,0.529411765,0.454545455,0.07486631,338.8,643.93,3.185,1511.22,135.12,106.04,1.41,1503.275809,0.08331507,0.180333328
543,French_Polynesia,Tahaa,Hiva_Oa,0.368421053,0.333333333,0.035087719,381.185,730.265,2.34,1548.66,278.89,456.49,0.98,1540.196983,0.2640548,0.097558212
544,French_Polynesia,Tahaa,Moorea,0.318181818,0.166666667,0.151515152,288.215,459.66,2.17,204.14,92.95,84.72,1.32,199.0672586,0.10956165,0.132726479
545,French_Polynesia,Tahaa,Nuku_Hiva,0.489361702,0.333333333,0.156028369,324.05,599.485,3.36,1502.81,164.62,194.93,1.06,1495.419539,0.14561644,0.298941612
546,French_Polynesia,Tahaa,Raiatea,0.15,0.055555556,0.094444444,256.49,546.465,2.655,23.17,29.5,88.89,0.35,14.8780563,0.06230137,0.118608284
547,French_Polynesia,Tahuata,Hiva_Oa,0.095238095,0.05,0.045238095,491.61,886.53,1.945,21.41,58.04,143.96,0.19,12.848473,0.16558904,0.057963943
548,French_Polynesia,Tahuata,Moorea,0.5,0.454545455,0.045454545,398.64,615.925,1.775,1430.99,127.9,397.25,0.53,1425.818749,0.01109589,0.09313221
549,French_Polynesia,Tahuata,Nuku_Hiva,0.215686275,0.090909091,0.124777184,434.475,755.75,2.965,158.41,56.23,117.6,1.85,150.9210296,0.04715068,0.259347343
550,French_Polynesia,Tahuata,Raiatea,0.454545455,0.454545455,0,366.915,702.73,2.26,1537.37,191.35,223.64,0.44,1528.979546,0.03616439,0.079014015
551,French_Polynesia,Tahuata,Tahaa,0.4,0.333333333,0.066666667,352.165,658.285,2.435,1532.2,220.85,312.53,0.79,1524.363277,0.09846576,0.039594269
552,French_Polynesia,Ua_Huka,Hiva_Oa,0.142857143,0.1,0.042857143,315.965,591.395,1.625,110.43,409.33,734.23,0.45,103.3389302,0.0339726,0.077466583
553,French_Polynesia,Ua_Huka,Moorea,0.5,0.454545455,0.045454545,222.995,320.79,1.455,1465.04,223.39,193.02,0.11,1461.339206,0.12052055,0.11263485
554,French_Polynesia,Ua_Huka,Nuku_Hiva,0.137254902,0,0.137254902,258.83,460.615,2.645,62.68,295.06,472.67,2.49,56.66148679,0.08446576,0.278849983
555,French_Polynesia,Ua_Huka,Raiatea,0.454545455,0.454545455,0,191.27,407.595,1.94,1559.77,159.94,366.63,1.08,1552.850004,0.16778083,0.098516655
556,French_Polynesia,Ua_Huka,Tahaa,0.4,0.333333333,0.066666667,176.52,363.15,2.115,1550.04,130.44,277.74,1.43,1543.673734,0.2300822,0.020091629
557,French_Polynesia,Ua_Huka,Tahuata,0.181818182,0.181818182,0,286.945,519.415,1.72,127.7,351.29,590.27,0.64,121.2352246,0.13161644,0.01950264
558,French_Polynesia,Ua_Pou,Hiva_Oa,0.12195122,0.1,0.02195122,481.975,880.78,2.05,78.52,77.31,155.46,0.4,69.81711283,0.30747945,0.025766563
559,French_Polynesia,Ua_Pou,Moorea,0.489361702,0.428571429,0.060790274,389.005,610.175,1.88,1387.07,108.63,385.75,0.74,1381.757389,0.1529863,0.06093483
560,French_Polynesia,Ua_Pou,Nuku_Hiva,0.2,0.047619048,0.152380952,424.84,750,3.07,53.06,36.96,106.1,1.64,45.42966939,0.18904109,0.227149963
561,French_Polynesia,Ua_Pou,Raiatea,0.441860465,0.428571429,0.013289037,357.28,696.98,2.365,1480.41,172.08,212.14,0.23,1471.878186,0.10572602,0.046816635
562,French_Polynesia,Ua_Pou,Tahaa,0.384615385,0.333333333,0.051282051,342.53,652.535,2.54,1471.31,201.58,301.03,0.58,1463.331917,0.04342465,0.071791649
563,French_Polynesia,Ua_Pou,Tahuata,0.11627907,0.095238095,0.021040975,452.955,808.8,2.145,122.32,19.27,11.5,0.21,114.2434072,0.14189041,0.03219738
564,French_Polynesia,Ua_Pou,Ua_Huka,0.11627907,0.095238095,0.021040975,277.31,513.665,1.825,78.86,332.02,578.77,0.85,72.25386441,0.27350685,0.05170002
565,French_Polynesia,Fatu_Hiva,Hiva_Oa,0.689655172,0.55,0.139655172,359.21,689.49,1.875,87.69,322.84,538.04,0.05,79.46181592,0.02893151,0.002842987
566,French_Polynesia,Fatu_Hiva,Moorea,0.75,0.692307692,0.057692308,266.24,418.885,1.705,1437.92,136.9,3.17,0.39,1433.082092,0.12556164,0.038011254
567,French_Polynesia,Fatu_Hiva,Nuku_Hiva,0.701492537,0.655172414,0.046320124,302.075,558.71,2.895,240.23,208.57,276.48,1.99,233.0743725,0.08950685,0.204226387
568,French_Polynesia,Fatu_Hiva,Raiatea,0.733333333,0.636363636,0.096969697,234.515,505.69,2.19,1546.45,73.45,170.44,0.58,1538.392889,0.17282192,0.023893059
