,Archipelago1.model,Archipelago2.model,beta_sor,beta_sim,beta_sne,mean_isolation,mean_reef_area,mean_past_isolation,mean_age,mean_past_reef_area,diff_isolation,diff_reef_area,diff_past_isolation,diff_age,diff_past_reef_area,key,Archipelago1.var,Archipelago2.var,Distance_raw,Distance,diff_sst,diff_past_sst,Group1,Group2
15,American_Samoa,Marianas_Islands,0.571990311,0.007820672,0.564169639,830.6057452,145.5516445,107.1318885,26.5,16.21428555,156.2054242,191.220165,118.6811767,7,28.71428549,American_Samoa/Marianas_Islands,American_Samoa,Marianas_Islands,"5.786,71",5.786,0.17,0.43293,Within_Oceans,Pacific
16,American_Samoa,Sao_Tome_Principe_and_Annobon,0.724173973,0.001349226,0.722824748,1605.778392,120.5808635,316.4160468,27,30.71428585,1706.550718,241.161727,299.8871398,8,0.2857151,American_Samoa/Sao_Tome_Principe_and_Annobon,American_Samoa,Sao_Tome_Principe_and_Annobon,"18.429,15",18.429,1.28,6.93961,Across_Oceans,Pacific-Atlantic
17,American_Samoa,Seychelles,0.123845484,0.011790712,0.112054772,778.5482121,451.03389,126.7069547,79,23.21428538,52.090358,419.744326,79.53104431,112,14.71428585,American_Samoa/Seychelles,American_Samoa,Seychelles,"14.449,83",14.449,0.65,1.31298,Across_Oceans,Pacific-Indian
18,American_Samoa,Virgin_Islands,0.598731906,0.495131678,0.103600229,712.8402901,321.792136,201.8549973,66.5,21.85714293,79.325486,161.260818,70.7650407,87,17.42857075,American_Samoa/Virgin_Islands,American_Samoa,Virgin_Islands,"12.172,13",12.172,0.74,3.11258,Across_Oceans,Pacific-Atlantic
19,Andaman_and_Nicobar_Islands,Azores,0.776557271,0.565161428,0.211395843,843.370155,337.375016,327.4816208,12.685,21.28571511,105.2332822,674.750032,623.3829193,19.77,42.57143021,Andaman_and_Nicobar_Islands/Azores,Azores,Andaman_and_Nicobar_Islands,"11.684,71",11.684,9.78,10.49124,Across_Oceans,Atlantic-Indian
20,Andaman_and_Nicobar_Islands,Bermuda,0.755138021,0.648452311,0.10668571,857.4251945,606.686516,162.8953952,24.9,23.00000084,77.1232033,136.127032,294.2104682,44.2,39.14285875,Andaman_and_Nicobar_Islands/Bermuda,Bermuda,Andaman_and_Nicobar_Islands,"14.527,7",14.527,5.24,5.39773,Across_Oceans,Atlantic-Indian
21,Andaman_and_Nicobar_Islands,Canary_Islands,0.999953016,4.35E-14,0.999953016,855.082995,433.394016,305.9387863,13.9,21.28571511,81.8076023,482.712032,580.2972504,22.2,42.57143021,Andaman_and_Nicobar_Islands/Canary_Islands,Canary_Islands,Andaman_and_Nicobar_Islands,"11.252,74",11.252,7.44,7.62163,Across_Oceans,Atlantic-Indian
22,Andaman_and_Nicobar_Islands,Cape_Verde,0.785294492,0.543886394,0.241408098,843.370155,489.835516,327.4816208,8.9,21.28571511,105.2332822,369.829032,623.3829193,12.2,42.57143021,Andaman_and_Nicobar_Islands/Cape_Verde,Cape_Verde,Andaman_and_Nicobar_Islands,"12.482,21",12.482,4.51,3.70691,Across_Oceans,Atlantic-Indian
23,Andaman_and_Nicobar_Islands,Cook_Islands,0.047623075,1.62E-16,0.047623075,832.9501805,363.181897,102.5156109,10.65,22.57142937,126.0732313,623.13627,173.4508995,15.7,40.00000167,Andaman_and_Nicobar_Islands/Cook_Islands,Cook_Islands,Andaman_and_Nicobar_Islands,"12.275,17",12.275,1.82,1.07341,Across_Oceans,Pacific-Indian
24,Andaman_and_Nicobar_Islands,Fiji,0.397315387,0,0.397315387,841.2406954,1548.340976,16.06686616,15.4,38,109.4922014,1747.181888,0.55341002,25.2,9.14286042,Andaman_and_Nicobar_Islands/Fiji,Fiji,Andaman_and_Nicobar_Islands,"9.979,52",9.979,1.67,1.40077,Across_Oceans,Pacific-Indian
25,Andaman_and_Nicobar_Islands,French_Polynesia,0.065665009,0.005147648,0.060517361,817.7592324,344.4739165,119.6914703,22.3,22.78571511,156.4551274,660.552231,207.8026184,39,39.57143021,Andaman_and_Nicobar_Islands/French_Polynesia,French_Polynesia,Andaman_and_Nicobar_Islands,"13.339,84",13.339,1.22,0.10921,Across_Oceans,Pacific-Indian
26,Andaman_and_Nicobar_Islands,Galapagos,0.292984238,0.08239556,0.210588678,1044.589823,399.282863,270.6320772,3.055,21.28571511,297.2060539,550.934338,509.6838321,0.51,42.57143021,Andaman_and_Nicobar_Islands/Galapagos,Galapagos,Andaman_and_Nicobar_Islands,"18.662,05",18.662,5.17,1.61987,Across_Oceans,Pacific-Indian
27,Andaman_and_Nicobar_Islands,Hawaii,0.535877521,0.186016706,0.349860816,967.2995931,525.331877,202.7066353,13.9,23.00000084,142.6255939,298.83631,373.8329483,22.2,39.14285875,Andaman_and_Nicobar_Islands/Hawaii,Hawaii,Andaman_and_Nicobar_Islands,"11.468,98",11.468,3.15,1.26867,Across_Oceans,Pacific-Indian
28,Andaman_and_Nicobar_Islands,Islas_Revillagigedo,0.431823119,2.95E-10,0.431823119,825.877673,340.441016,111.1487335,6.4,21.71428654,140.2182462,668.618032,190.7171447,7.2,41.71428734,Andaman_and_Nicobar_Islands/Islas_Revillagigedo,Islas_Revillagigedo,Andaman_and_Nicobar_Islands,"15.556,25",15.556,4.04,2.80218,Across_Oceans,Pacific-Indian
29,Andaman_and_Nicobar_Islands,Juan_Fernandez_Islands,0.997674483,7.77E-15,0.997674483,1044.589823,399.282863,270.6320772,2.1,21.28571511,297.2060539,550.934338,509.6838321,1.4,42.57143021,Andaman_and_Nicobar_Islands/Juan_Fernandez_Islands,Juan_Fernandez_Islands,Andaman_and_Nicobar_Islands,"17.484,31",17.484,11.47,6.98664,Across_Oceans,Pacific-Indian
30,Andaman_and_Nicobar_Islands,Maldives,0.311146567,0.00027897,0.310867597,949.7150756,1245.029251,19.05164148,3.4,37.85714341,107.4565589,1140.558438,6.52296066,1.2,9.42857361,Andaman_and_Nicobar_Islands/Maldives,Maldives,Andaman_and_Nicobar_Islands,"2.334,45",2.334,0.26,0.96299,Within_Oceans,Indian
31,Andaman_and_Nicobar_Islands,Maluku_Islands,0.621042441,0,0.621042441,772.1211303,769.792937,8.450784861,3.1,53,247.7313317,190.08581,14.67875258,0.6,20.85713958,Andaman_and_Nicobar_Islands/Maluku_Islands,Andaman_and_Nicobar_Islands,Maluku_Islands,"4.436,48",4.436,0.38,1.48795,Within_Regions,Western_Indo_Pacific
32,Andaman_and_Nicobar_Islands,Marianas_Islands,0.572823512,0.008593238,0.564230274,902.3476267,362.345797,31.79073066,16.4,22.21428651,12.7216612,624.80847,32.00113901,27.2,40.7142874,Andaman_and_Nicobar_Islands/Marianas_Islands,Andaman_and_Nicobar_Islands,Marianas_Islands,"5.700,12",5.7,0.03,2.13132,Within_Regions,Western_Indo_Pacific
33,Andaman_and_Nicobar_Islands,Sao_Tome_Principe_and_Annobon,0.723890826,0.001607825,0.722283001,1677.520274,337.375016,241.0748889,16.9,36.71428681,1563.066955,674.750032,450.5694556,28.2,11.71428681,Andaman_and_Nicobar_Islands/Sao_Tome_Principe_and_Annobon,Sao_Tome_Principe_and_Annobon,Andaman_and_Nicobar_Islands,"9.602,68",9.602,1.48,4.37536,Across_Oceans,Atlantic-Indian
34,Andaman_and_Nicobar_Islands,Seychelles,0.114130855,3.66E-06,0.114127198,850.2900936,667.8280425,51.36579687,68.9,29.21428633,91.393405,13.843979,71.15127144,132.2,26.71428776,Andaman_and_Nicobar_Islands/Seychelles,Seychelles,Andaman_and_Nicobar_Islands,"4.542,28",4.542,0.85,1.25127,Within_Oceans,Indian
35,Andaman_and_Nicobar_Islands,Virgin_Islands,0.598515773,0.495313275,0.103202498,784.5821716,538.5862885,126.5138394,56.4,27.85714388,222.809249,272.327487,221.4473565,107.2,29.42857266,Andaman_and_Nicobar_Islands/Virgin_Islands,Virgin_Islands,Andaman_and_Nicobar_Islands,"15.861,99",15.861,0.94,0.54833,Across_Oceans,Atlantic-Indian
36,Azores,Bermuda,0.751040674,0.201787607,0.549253067,804.8085534,269.3115,474.5868549,34.785,1.714285732,28.1100789,538.623,329.1724511,24.43,3.428571463,Azores/Bermuda,Bermuda,Azores,"3.398,05",3.398,4.54,5.09351,Within_Oceans,Atlantic
37,Azores,Canary_Islands,0.999864168,0.000353697,0.999510471,802.4663539,96.019,617.630246,23.785,0,23.4256799,192.038,43.0856689,2.43,0,Azores/Canary_Islands,Azores,Canary_Islands,"1.501,51",1.501,2.34,2.86961,Within_Regions,Eastern_Atlantic
38,Azores,Cape_Verde,0.468036808,0.435244768,0.03279204,790.7535139,152.4605,639.1730804,18.785,0,0,304.921,0,7.57,0,Azores/Cape_Verde,Azores,Cape_Verde,"2.655,69",2.655,5.27,6.78433,Within_Regions,Eastern_Atlantic
39,Azores,Cook_Islands,0.760368323,0.565161428,0.195206895,780.3335394,25.806881,414.2070705,20.535,1.285714269,20.8399491,51.613762,449.9320198,4.07,2.571428537,Azores/Cook_Islands,Cook_Islands,Azores,"15.140,91",15.14,7.96,11.56465,Across_Oceans,Pacific-Atlantic
40,Azores,Fiji,0.745301618,0.018716656,0.726584963,788.6240543,1210.96596,327.7583258,25.285,16.7142849,4.2589192,2421.93192,622.8295092,5.43,33.42856979,Azores/Fiji,Fiji,Azores,"16.460,44",16.46,8.11,11.89201,Across_Oceans,Pacific-Atlantic
41,Azores,French_Polynesia,0.762149132,0.576568052,0.18558108,765.1425913,7.0989005,431.38293,32.185,1.5,51.2218452,14.197801,415.5803009,19.23,3,Azores/French_Polynesia,French_Polynesia,Azores,"14.004,57",14.004,8.56,10.60045,Across_Oceans,Pacific-Atlantic
42,Azores,Galapagos,0.723314816,0.610916373,0.112398443,991.973182,61.907847,582.3235368,12.94,0,402.4393361,123.815694,113.6990872,19.26,0,Azores/Galapagos,Galapagos,Azores,"7.746,43",7.746,4.61,8.87137,Across_Oceans,Pacific-Atlantic
43,Azores,Hawaii,0.760864637,0.013271043,0.747593594,914.682952,187.956861,514.3980949,23.785,1.714285732,247.8588761,375.913722,249.549971,2.43,3.428571463,Azores/Hawaii,Hawaii,Azores,"11.636,97",11.636,6.63,11.75991,Across_Oceans,Pacific-Atlantic
44,Azores,Islas_Revillagigedo,0.724705528,0.704378791,0.020326737,773.2610319,3.066,422.8401931,16.285,0.428571433,34.984964,6.132,432.6657746,12.57,0.857142866,Azores/Islas_Revillagigedo,Islas_Revillagigedo,Azores,"8.229,77",8.229,5.74,7.68906,Across_Oceans,Pacific-Atlantic
45,Azores,Juan_Fernandez_Islands,0.99860213,0.791705518,0.206896612,991.973182,61.907847,582.3235368,11.985,0,402.4393361,123.815694,113.6990872,21.17,0,Azores/Juan_Fernandez_Islands,Juan_Fernandez_Islands,Azores,"9.527,14",9.527,1.69,3.5046,Across_Oceans,Pacific-Atlantic
46,Azores,Maldives,0.726475959,0.110699117,0.615776842,897.0984345,907.654235,330.7431011,13.285,16.5714283,212.6898411,1815.30847,616.8599586,18.57,33.1428566,Azores/Maldives,Azores,Maldives,"10.751,3",10.751,10.04,11.45423,Across_Oceans,Atlantic-Indian
47,Azores,Maluku_Islands,0.931204157,0.914726173,0.016477984,719.5044892,432.417921,320.1422445,12.985,31.7142849,142.4980495,864.835842,638.0616718,19.17,63.42856979,Azores/Maluku_Islands,Azores,Maluku_Islands,"15.425,37",15.425,10.16,11.97919,Across_Oceans,Pacific-Atlantic
48,Azores,Marianas_Islands,0.910859197,0.485999065,0.424860132,849.7309856,24.970781,343.4821903,26.285,0.928571403,117.9549434,49.941562,591.3817802,7.43,1.857142806,Azores/Marianas_Islands,Azores,Marianas_Islands,"14.123,47",14.123,9.75,12.62256,Across_Oceans,Pacific-Atlantic
49,Azores,Sao_Tome_Principe_and_Annobon,0.759701507,0.620960768,0.138740739,1624.903632,0,552.7663486,26.785,15.4285717,1668.300237,0,172.8134637,8.43,30.8571434,Azores/Sao_Tome_Principe_and_Annobon,Azores,Sao_Tome_Principe_and_Annobon,"5.515,15",5.515,8.3,6.11588,Within_Regions,Eastern_Atlantic
50,Azores,Seychelles,0.789532583,0.511992225,0.277540358,797.6734525,330.4530265,363.0572565,78.785,7.928571225,13.8398772,660.906053,552.2316478,112.43,15.85714245,Azores/Seychelles,Azores,Seychelles,"9.757,89",9.757,8.93,11.74251,Across_Oceans,Atlantic-Indian
51,Azores,Virgin_Islands,0.542089864,0.333705978,0.208383886,731.9655305,201.2112725,438.205299,66.285,6.571428775,117.5759668,402.422545,401.9355628,87.43,13.14285755,Azores/Virgin_Islands,Virgin_Islands,Azores,"4.216,76",4.216,8.84,9.94291,Within_Oceans,Atlantic
52,Bermuda,Canary_Islands,0.99997494,0.001842778,0.998132162,816.5213933,365.3305,453.0440204,36,1.714285732,4.684399,346.585,286.0867822,22,3.428571463,Bermuda/Canary_Islands,Bermuda,Canary_Islands,"4.629,26",4.629,2.2,2.2239,Within_Oceans,Atlantic
53,Bermuda,Cape_Verde,0.719443168,0.006875262,0.712567906,804.8085534,421.772,474.5868549,31,1.714285732,28.1100789,233.702,329.1724511,32,3.428571463,Bermuda/Cape_Verde,Bermuda,Cape_Verde,"4.503,17",4.503,0.73,1.69082,Within_Oceans,Atlantic
54,Bermuda,Cook_Islands,0.752954549,0.622199475,0.130755074,794.3885788,295.118381,249.620845,32.75,3,48.950028,487.009238,120.7595687,28.5,0.857142926,Bermuda/Cook_Islands,Cook_Islands,Bermuda,"11.698,85",11.698,3.42,6.47114,Across_Oceans,Pacific-Atlantic
55,Bermuda,Fiji,0.577628732,0.527174858,0.050453874,802.6790938,1480.27746,163.1721002,37.5,18.42857063,32.3689981,1883.30892,293.6570581,19,29.99999833,Bermuda/Fiji,Fiji,Bermuda,"13.446,33",13.446,3.57,6.7985,Across_Oceans,Pacific-Atlantic
56,Bermuda,French_Polynesia,0.757487348,0.622429983,0.135057365,779.1976308,276.4104005,266.7967044,44.4,3.214285732,79.3319241,524.425199,86.4078498,5.2,0.428571463,Bermuda/French_Polynesia,French_Polynesia,Bermuda,"10.559,63",10.559,4.02,5.50694,Across_Oceans,Pacific-Atlantic
57,Bermuda,Galapagos,0.708751907,0.419512581,0.289239327,1006.028221,331.219347,417.7373113,25.155,1.714285732,374.3292572,414.807306,215.4733639,43.69,3.428571463,Bermuda/Galapagos,Galapagos,Bermuda,"4.594,98",4.594,0.07,3.77786,Across_Oceans,Pacific-Atlantic
58,Bermuda,Hawaii,0.423587621,0.325604608,0.097983014,928.7379914,457.268361,349.8118694,36,3.428571463,219.7487972,162.709278,79.6224801,22,0,Bermuda/Hawaii,Hawaii,Bermuda,"9.070,79",9.07,2.09,6.6664,Across_Oceans,Pacific-Atlantic
59,Bermuda,Islas_Revillagigedo,0.795023874,0.414181123,0.380842751,787.3160714,272.3775,258.2539676,28.5,2.142857165,63.0950429,532.491,103.4933235,37,2.571428597,Bermuda/Islas_Revillagigedo,Islas_Revillagigedo,Bermuda,"4.915,98",4.915,1.2,2.59555,Across_Oceans,Pacific-Atlantic
60,Bermuda,Juan_Fernandez_Islands,0.998945307,0.151724865,0.847220442,1006.028221,331.219347,417.7373113,24.2,1.714285732,374.3292572,414.807306,215.4733639,45.6,3.428571463,Bermuda/Juan_Fernandez_Islands,Juan_Fernandez_Islands,Bermuda,"7.441,98",7.441,6.23,1.58891,Across_Oceans,Pacific-Atlantic
61,Bermuda,Maldives,0.635366213,0.632329477,0.003036736,911.1534739,1176.965735,166.1568756,25.5,18.28571403,184.5797622,1276.68547,287.6875075,43,29.71428514,Bermuda/Maldives,Bermuda,Maldives,"14.106,48",14.106,5.5,6.36072,Across_Oceans,Atlantic-Indian
62,Bermuda,Maluku_Islands,0.928669232,0.678828051,0.249841181,733.5595286,701.729421,155.5560189,25.2,33.42857063,170.6081284,326.212842,308.8892207,43.6,59.99999833,Bermuda/Maluku_Islands,Bermuda,Maluku_Islands,"16.395,27",16.395,5.62,6.88568,Across_Oceans,Pacific-Atlantic
63,Bermuda,Marianas_Islands,0.653789237,0.490037199,0.163752038,863.7860251,294.282281,178.8959647,38.5,2.642857135,89.8448645,488.681438,262.2093291,17,1.571428657,Bermuda/Marianas_Islands,Bermuda,Marianas_Islands,"13.960,47",13.96,5.21,7.52905,Across_Oceans,Pacific-Atlantic
64,Bermuda,Sao_Tome_Principe_and_Annobon,0.855294003,0.083846118,0.771447885,1638.958672,269.3115,388.180123,39,17.14285743,1640.190158,538.623,156.3589874,16,27.42857194,Bermuda/Sao_Tome_Principe_and_Annobon,Bermuda,Sao_Tome_Principe_and_Annobon,"8.256,87",8.256,3.76,1.02237,Within_Oceans,Atlantic
65,Bermuda,Seychelles,0.701704536,0.628921117,0.072783419,811.728492,599.7645265,198.4710309,91,9.642856957,14.2702017,122.283053,223.0591967,88,12.42857099,Bermuda/Seychelles,Bermuda,Seychelles,"13.127,2",13.127,4.39,6.649,Across_Oceans,Atlantic-Indian
66,Bermuda,Virgin_Islands,0.506369629,0.053837006,0.452532623,746.02057,470.5227725,273.6190735,78.5,8.285714507,145.6860457,136.200455,72.7631117,63,9.714286087,Bermuda/Virgin_Islands,Bermuda,Virgin_Islands,"1.587,69",1.587,4.3,4.8494,Within_Regions,Caribbean_Tropical_Atlantic
67,Canary_Islands,Cape_Verde,0.999847369,1.03E-13,0.999847369,802.4663539,248.4795,617.630246,20,0,23.4256799,112.883,43.0856689,10,0,Canary_Islands/Cape_Verde,Canary_Islands,Cape_Verde,"1.609,31",1.609,2.93,3.91472,Within_Regions,Eastern_Atlantic
68,Canary_Islands,Cook_Islands,0.999948317,1.15E-13,0.999948317,792.0463793,121.825881,392.6642361,21.75,1.285714269,44.265629,140.424238,406.8463509,6.5,2.571428537,Canary_Islands/Cook_Islands,Cook_Islands,Canary_Islands,"16.242,48",16.242,5.62,8.69504,Across_Oceans,Pacific-Atlantic
69,Canary_Islands,Fiji,0.999979735,9.05E-14,0.999979735,800.3368943,1306.98496,306.2154913,26.5,16.7142849,27.6845991,2229.89392,579.7438403,3,33.42856979,Canary_Islands/Fiji,Fiji,Canary_Islands,"17.994,55",17.994,5.77,9.0224,Across_Oceans,Pacific-Atlantic
70,Canary_Islands,French_Polynesia,0.99994693,0,0.99994693,776.8554313,103.1179005,409.8400955,33.4,1.5,74.6475251,177.840199,372.494632,16.8,3,Canary_Islands/French_Polynesia,French_Polynesia,Canary_Islands,"15.083,53",15.083,6.22,7.73084,Across_Oceans,Pacific-Atlantic
71,Canary_Islands,Galapagos,0.999925033,6.49E-05,0.999860111,1003.686022,157.926847,560.7807024,14.155,0,379.0136562,68.222306,70.6134183,21.69,0,Canary_Islands/Galapagos,Galapagos,Canary_Islands,"8.564,5",8.564,2.27,6.00176,Across_Oceans,Pacific-Atlantic
72,Canary_Islands,Hawaii,0.999981263,1.15E-13,0.999981263,926.3957919,283.975861,492.8552605,25,1.714285732,224.4331962,183.875722,206.4643021,0,3.428571463,Canary_Islands/Hawaii,Hawaii,Canary_Islands,"13.138,51",13.138,4.29,8.8903,Across_Oceans,Pacific-Atlantic
73,Canary_Islands,Islas_Revillagigedo,0.999881907,0.002572857,0.997309051,784.9738719,99.085,401.2973587,17.5,0.428571433,58.4106439,185.906,389.5801057,15,0.857142866,Canary_Islands/Islas_Revillagigedo,Islas_Revillagigedo,Canary_Islands,"9.586,72",9.586,3.4,4.81945,Across_Oceans,Pacific-Atlantic
74,Canary_Islands,Juan_Fernandez_Islands,0.99951181,0.98766045,0.011851361,1003.686022,157.926847,560.7807024,13.2,0,379.0136562,68.222306,70.6134183,23.6,0,Canary_Islands/Juan_Fernandez_Islands,Juan_Fernandez_Islands,Canary_Islands,"9.468,65",9.468,4.03,0.63499,Across_Oceans,Pacific-Atlantic
75,Canary_Islands,Maldives,0.999975305,3.82E-14,0.999975305,908.8112744,1003.673235,309.2002667,14.5,16.5714283,189.2641612,1623.27047,573.7742897,21,33.1428566,Canary_Islands/Maldives,Canary_Islands,Maldives,"9.900,18",9.9,7.7,8.58462,Across_Oceans,Atlantic-Indian
76,Canary_Islands,Maluku_Islands,0.999799048,6.55E-05,0.99973356,731.2173291,528.436921,298.59941,14.2,31.7142849,165.9237294,672.797842,594.9760029,21.6,63.42856979,Canary_Islands/Maluku_Islands,Canary_Islands,Maluku_Islands,"15.537,85",15.537,7.82,9.10958,Across_Oceans,Pacific-Atlantic
77,Canary_Islands,Marianas_Islands,0.999987098,0,0.999987098,861.4438256,120.989781,321.9393558,27.5,0.928571403,94.5292635,142.096438,548.2961113,5,1.857142806,Canary_Islands/Marianas_Islands,Canary_Islands,Marianas_Islands,"14.942,78",14.942,7.41,9.75295,Across_Oceans,Pacific-Atlantic
78,Canary_Islands,Sao_Tome_Principe_and_Annobon,0.999868783,0.551797266,0.448071517,1636.616472,96.019,531.2235141,28,15.4285717,1644.874557,192.038,129.7277948,6,30.8571434,Canary_Islands/Sao_Tome_Principe_and_Annobon,Canary_Islands,Sao_Tome_Principe_and_Annobon,"4.012,41",4.012,5.96,3.24627,Within_Regions,Eastern_Atlantic
79,Canary_Islands,Seychelles,0.999962642,9.26E-14,0.999962642,809.3862925,426.4720265,341.514422,80,7.928571225,9.5858027,468.868053,509.1459789,110,15.85714245,Canary_Islands/Seychelles,Canary_Islands,Seychelles,"8.569,78",8.569,6.59,8.8729,Across_Oceans,Atlantic-Indian
80,Canary_Islands,Virgin_Islands,0.999930573,0.024045055,0.975885518,743.6783705,297.2302725,416.6624646,67.5,6.571428775,141.0016467,210.384545,358.8498939,85,13.14285755,Canary_Islands/Virgin_Islands,Virgin_Islands,Canary_Islands,"4.955,22",4.955,6.5,7.0733,Within_Oceans,Atlantic
81,Cape_Verde,Cook_Islands,0.769253462,0.543886394,0.225367068,780.3335394,178.267381,414.2070705,16.75,1.285714269,20.8399491,253.307238,449.9320198,3.5,2.571428537,Cape_Verde/Cook_Islands,Cook_Islands,Cape_Verde,"15.353,25",15.353,2.69,4.78032,Across_Oceans,Pacific-Atlantic
82,Cape_Verde,Fiji,0.765592455,0,0.765592455,788.6240543,1363.42646,327.7583258,21.5,16.7142849,4.2589192,2117.01092,622.8295092,13,33.42856979,Cape_Verde/Fiji,Fiji,Cape_Verde,"17.550,09",17.55,2.84,5.10768,Across_Oceans,Pacific-Atlantic
83,Cape_Verde,French_Polynesia,0.765983922,0.546458518,0.219525404,765.1425913,159.5594005,431.38293,28.4,1.5,51.2218452,290.723199,415.5803009,26.8,3,Cape_Verde/French_Polynesia,French_Polynesia,Cape_Verde,"14.285,11",14.285,3.29,3.81612,Across_Oceans,Pacific-Atlantic
84,Cape_Verde,Galapagos,0.707034612,0.555290615,0.151743997,991.973182,214.368347,582.3235368,9.155,0,402.4393361,181.105306,113.6990872,11.69,0,Cape_Verde/Galapagos,Galapagos,Cape_Verde,"7.574,15",7.574,0.66,2.08704,Across_Oceans,Pacific-Atlantic
85,Cape_Verde,Hawaii,0.781339675,0,0.781339675,914.682952,340.417361,514.3980949,20,1.714285732,247.8588761,70.992722,249.549971,10,3.428571463,Cape_Verde/Hawaii,Hawaii,Cape_Verde,"13.631,49",13.631,1.36,4.97558,Across_Oceans,Pacific-Atlantic
86,Cape_Verde,Islas_Revillagigedo,0.616364863,0.560897809,0.055467054,773.2610319,155.5265,422.8401931,12.5,0.428571433,34.984964,298.789,432.6657746,5,0.857142866,Cape_Verde/Islas_Revillagigedo,Islas_Revillagigedo,Cape_Verde,"9.319,29",9.319,0.47,0.90473,Across_Oceans,Pacific-Atlantic
87,Cape_Verde,Juan_Fernandez_Islands,0.995373766,0.386057645,0.60931612,991.973182,214.368347,582.3235368,8.2,0,402.4393361,181.105306,113.6990872,13.6,0,Cape_Verde/Juan_Fernandez_Islands,Juan_Fernandez_Islands,Cape_Verde,"7.868,69",7.868,6.96,3.27973,Across_Oceans,Pacific-Atlantic
88,Cape_Verde,Maldives,0.7214847,0,0.7214847,897.0984345,1060.114735,330.7431011,9.5,16.5714283,212.6898411,1510.38747,616.8599586,11,33.1428566,Cape_Verde/Maldives,Cape_Verde,Maldives,"10.732,02",10.732,4.77,4.6699,Across_Oceans,Atlantic-Indian
89,Cape_Verde,Maluku_Islands,0.824273875,0.796446994,0.02782688,719.5044892,584.878421,320.1422445,9.2,31.7142849,142.4980495,559.914842,638.0616718,11.6,63.42856979,Cape_Verde/Maluku_Islands,Cape_Verde,Maluku_Islands,"16.875,39",16.875,4.89,5.19486,Across_Oceans,Pacific-Atlantic
90,Cape_Verde,Marianas_Islands,0.927941202,0.537712648,0.390228554,849.7309856,177.431281,343.4821903,22.5,0.928571403,117.9549434,254.979438,591.3817802,15,1.857142806,Cape_Verde/Marianas_Islands,Cape_Verde,Marianas_Islands,"16.572,65",16.572,4.48,5.83823,Across_Oceans,Pacific-Atlantic
91,Cape_Verde,Sao_Tome_Principe_and_Annobon,0.550866785,0.344660176,0.206206609,1624.903632,152.4605,552.7663486,23,15.4285717,1668.300237,304.921,172.8134637,16,30.8571434,Cape_Verde/Sao_Tome_Principe_and_Annobon,Cape_Verde,Sao_Tome_Principe_and_Annobon,"3.773,16",3.773,3.03,0.66845,Within_Regions,Eastern_Atlantic
92,Cape_Verde,Seychelles,0.820632906,0.543886394,0.276746512,797.6734525,482.9135265,363.0572565,75,7.928571225,13.8398772,355.985053,552.2316478,120,15.85714245,Cape_Verde/Seychelles,Cape_Verde,Seychelles,"9.060,71",9.06,3.66,4.95818,Across_Oceans,Atlantic-Indian
93,Cape_Verde,Virgin_Islands,0.376858893,0.019908543,0.35695035,731.9655305,353.6717725,438.205299,62.5,6.571428775,117.5759668,97.501545,401.9355628,95,13.14285755,Cape_Verde/Virgin_Islands,Virgin_Islands,Cape_Verde,"4.360,36",4.36,3.57,3.15858,Within_Oceans,Atlantic
94,Cook_Islands,Fiji,0.43667595,0,0.43667595,778.2040798,1236.772841,102.7923159,23.25,17.99999916,16.5810299,2370.318158,172.8974894,9.5,30.85714125,Cook_Islands/Fiji,Cook_Islands,Fiji,"2.363,31",2.363,0.15,0.32736,Within_Regions,Central_Pacific
95,Cook_Islands,French_Polynesia,0.0183264,0.005148808,0.013177592,754.7226168,32.9057815,206.4169201,30.15,2.785714269,30.3818961,37.415961,34.3517189,23.3,0.428571463,Cook_Islands/French_Polynesia,Cook_Islands,French_Polynesia,"1.156,47",1.156,0.6,0.9642,Within_Regions,Central_Pacific
96,Cook_Islands,Galapagos,0.258165681,0.091017419,0.167148262,981.5532074,87.714728,357.3575269,10.905,1.285714269,423.2792852,72.201932,336.2329326,15.19,2.571428537,Cook_Islands/Galapagos,Cook_Islands,Galapagos,"7.767,16",7.767,3.35,2.69328,Within_Oceans,Pacific
97,Cook_Islands,Hawaii,0.538230928,0.132241861,0.405989066,904.2629774,213.763742,289.432085,21.75,3,268.6988252,324.29996,200.3820488,6.5,0.857142926,Cook_Islands/Hawaii,Cook_Islands,Hawaii,"4.712,2",4.712,1.33,0.19526,Within_Regions,Central_Pacific
98,Cook_Islands,Islas_Revillagigedo,0.392266915,4.07E-09,0.392266911,762.8410574,28.872881,197.8741832,14.25,1.714285702,14.1450149,45.481762,17.2662452,8.5,1.714285671,Cook_Islands/Islas_Revillagigedo,Cook_Islands,Islas_Revillagigedo,"6.829,7",6.829,2.22,3.87559,Within_Oceans,Pacific
99,Cook_Islands,Juan_Fernandez_Islands,0.997442208,0,0.997442208,981.5532074,87.714728,357.3575269,9.95,1.285714269,423.2792852,72.201932,336.2329326,17.1,2.571428537,Cook_Islands/Juan_Fernandez_Islands,Cook_Islands,Juan_Fernandez_Islands,"7.916,6",7.916,9.65,8.06005,Within_Oceans,Pacific
100,Cook_Islands,Maldives,0.353490392,0.00022503,0.353265363,886.6784599,933.461116,105.7770912,11.25,17.85714257,233.5297902,1763.694708,166.9279388,14.5,30.57142806,Cook_Islands/Maldives,Cook_Islands,Maldives,"13.934,81",13.934,2.08,0.11042,Across_Oceans,Pacific-Indian
