,Archipelago1,Archipelago2,beta_sor,beta_sim,beta_sne,mean_isolation,mean_reef_area,mean_past_isolation,mean_age,mean_past_reef_area,diff_isolation,diff_reef_area,diff_past_isolation,diff_age,diff_past_reef_area,diff_sst,diff_past_sst,Distance,Group1,Group2
133,Galapagos,Sao_Tome_Principe_and_Annobon,0.141081036,0.047903954,0.093177081,1826.123301,61.907847,495.916805,17.155,15.4285717,1265.860901,123.815694,59.1143765,27.69,30.8571434,3.69,2.75549,10.887,Across_Oceans,Pacific-Atlantic
134,Galapagos,Seychelles,0.155598626,0.035800385,0.119798241,998.8931206,392.3608735,306.2077129,69.155,7.928571225,388.5994589,537.090359,438.5325606,131.69,15.85714245,4.32,2.87114,16.286,Across_Oceans,Pacific-Indian
135,Galapagos,Virgin_Islands,0.136008637,0.030615509,0.105393128,933.1851986,263.1191195,381.3557554,56.655,6.571428775,520.0153029,278.606851,288.2364756,106.69,13.14285755,4.23,1.07154,3.58,Across_Oceans,Pacific-Atlantic
136,Hawaii,Islas_Revillagigedo,0.210801501,0.00773065,0.203070851,897.19047,191.022861,298.0652076,17.5,2.142857165,282.8438401,369.781722,183.1158036,15,2.571428597,0.89,4.07085,4.742,Within_Oceans,Pacific
137,Hawaii,Juan_Fernandez_Islands,0.312738798,0.004381017,0.30835778,1115.90262,249.864708,457.5485513,13.2,1.714285732,154.58046,252.098028,135.8508838,23.6,3.428571463,8.32,8.25531,10.334,Within_Oceans,Pacific
138,Hawaii,Maldives,0.069870222,0.063887088,0.005983133,1021.027873,1095.611096,205.9681156,14.5,18.28571403,35.169035,1439.394748,367.3099876,21,29.71428514,3.41,0.30568,13.766,Across_Oceans,Pacific-Indian
139,Hawaii,Maluku_Islands,0.080241351,0.037506954,0.042734397,843.4339272,620.374782,195.367259,14.2,33.42857063,390.3569256,488.92212,388.5117008,21.6,59.99999833,3.53,0.21928,8.313,Within_Oceans,Pacific
140,Hawaii,Marianas_Islands,0.048073094,0.005638348,0.042434746,973.6604237,212.927642,218.7072048,27.5,2.642857135,129.9039327,325.97216,341.8318092,5,1.571428657,3.12,0.86265,6.034,Within_Oceans,Pacific
141,Hawaii,Sao_Tome_Principe_and_Annobon,0.207808455,0.001803696,0.206004759,1748.833071,187.956861,427.9913631,28,17.14285743,1420.441361,375.913722,76.7365073,6,27.42857194,1.67,5.64403,17.138,Across_Oceans,Pacific-Atlantic
142,Hawaii,Seychelles,0.050553252,0.037378784,0.013174468,921.6028906,518.4098875,238.282271,80,9.642856957,234.0189989,284.992331,302.6816768,110,12.42857099,2.3,0.0174,15.966,Across_Oceans,Pacific-Indian
143,Hawaii,Virgin_Islands,0.21851405,0.002113173,0.216400877,855.8949686,389.1681335,313.4303135,67.5,8.285714507,365.4348429,26.508823,152.3855918,85,9.714286087,2.21,1.817,9.656,Across_Oceans,Pacific-Atlantic
144,Islas_Revillagigedo,Juan_Fernandez_Islands,0.189379729,0.086962918,0.102416812,974.4807,64.973847,365.9906495,5.7,0.428571433,437.4243001,117.683694,318.9666874,8.6,0.857142866,7.43,4.18446,6.9,Within_Regions,Eastern_Tropical
145,Islas_Revillagigedo,Maldives,0.217484551,0.008509327,0.208975225,879.6059525,910.720235,114.4102138,7,16.99999973,247.6748051,1809.17647,184.194184,6,32.28571373,4.3,3.76517,17.401,Across_Oceans,Pacific-Indian
146,Islas_Revillagigedo,Maluku_Islands,0.251302867,0.005965118,0.245337748,702.0120072,435.483921,103.8093572,6.7,32.14285633,107.5130855,858.703842,205.3958972,6.6,62.57142692,4.42,4.29013,13.005,Within_Oceans,Pacific
147,Islas_Revillagigedo,Marianas_Islands,0.250535534,0.007085983,0.243449551,832.2385036,28.036781,127.149303,20,1.357142836,152.9399074,43.809562,158.7160056,20,0.99999994,4.01,4.9335,10.719,Within_Oceans,Pacific
148,Islas_Revillagigedo,Sao_Tome_Principe_and_Annobon,0.128836978,0.12726599,0.001570988,1607.41115,3.066,336.4334613,20.5,15.85714313,1703.285201,6.132,259.8523109,21,30.00000053,2.56,1.57318,13.092,Across_Oceans,Pacific-Atlantic
149,Islas_Revillagigedo,Seychelles,0.2222787,0.005815822,0.216462878,780.1809705,333.5190265,146.7243692,72.5,8.357142658,48.8248412,654.774053,119.5658732,125,14.99999958,3.19,4.05345,17.959,Across_Oceans,Pacific-Indian
150,Islas_Revillagigedo,Virgin_Islands,0.117236538,0.105815054,0.011421484,714.4730485,204.2772725,221.8724117,60,7.000000208,82.5910028,396.290545,30.7302118,100,12.28571468,3.1,2.25385,5.058,Across_Oceans,Pacific-Atlantic
151,Juan_Fernandez_Islands,Maldives,0.319082703,0.005260776,0.313821928,1098.318103,969.562082,273.8935575,2.7,16.5714283,189.749495,1691.492776,503.1608714,2.6,33.1428566,11.73,7.94963,15.591,Across_Oceans,Pacific-Indian
152,Juan_Fernandez_Islands,Maluku_Islands,0.350429416,0.001718997,0.348710419,920.7241572,494.325768,263.2927009,2.4,31.7142849,544.9373856,741.020148,524.3625846,2,63.42856979,11.85,8.47459,15.012,Within_Oceans,Pacific
153,Juan_Fernandez_Islands,Marianas_Islands,0.350533202,0.004201181,0.346332022,1050.950654,86.878628,286.6326467,15.7,0.928571403,284.4843927,73.874132,477.682693,28.6,1.857142806,11.44,9.11796,15.096,Within_Oceans,Pacific
154,Juan_Fernandez_Islands,Sao_Tome_Principe_and_Annobon,0.142991203,0.036642516,0.106348687,1826.123301,61.907847,495.916805,16.2,15.4285717,1265.860901,123.815694,59.1143765,29.6,30.8571434,9.99,2.61128,9.603,Across_Oceans,Pacific-Atlantic
155,Juan_Fernandez_Islands,Seychelles,0.328791015,0.009964193,0.318826822,998.8931206,392.3608735,306.2077129,68.2,7.928571225,388.5994589,537.090359,438.5325606,133.6,15.85714245,10.62,8.23791,13.609,Across_Oceans,Pacific-Indian
156,Juan_Fernandez_Islands,Virgin_Islands,0.220800813,0.134664318,0.086136494,933.1851986,263.1191195,381.3557554,55.7,6.571428775,520.0153029,278.606851,288.2364756,108.6,13.14285755,10.53,6.43831,5.893,Across_Oceans,Pacific-Atlantic
157,Maldives,Maluku_Islands,0.077502363,0.04104379,0.036458573,825.8494097,1340.072156,11.71226519,3.7,48.2857132,355.1878906,950.472628,21.20171324,0.6,30.28571319,0.12,0.52496,6.316,Across_Oceans,Pacific-Indian
158,Maldives,Marianas_Islands,0.050327712,0.01456244,0.035765272,956.0759062,932.625016,35.05221099,17,17.4999997,94.7348977,1765.366908,25.47817835,26,31.28571379,0.29,1.16833,7.959,Across_Oceans,Pacific-Indian
159,Maldives,Sao_Tome_Principe_and_Annobon,0.213016812,0.000671265,0.212345547,1731.248553,907.654235,244.3363693,17.5,32,1455.610396,1815.30847,444.0464949,27,2.2857132,1.74,5.33835,7.444,Across_Oceans,Atlantic-Indian
160,Maldives,Seychelles,0.05409466,0.047143373,0.006951287,904.0183731,1238.107262,54.6272772,69.5,24.49999953,198.8499639,1154.402417,64.62831078,131,17.28571415,1.11,0.28828,2.202,Within_Regions,Indian_Ocean
161,Maldives,Virgin_Islands,0.22745874,0.005813133,0.221645607,838.3104511,1108.865508,129.7753197,57,23.14285708,330.2658079,1412.885925,214.9243958,106,19.99999905,1.2,1.51132,14.873,Across_Oceans,Atlantic-Indian
162,Maluku_Islands,Marianas_Islands,0.051840876,0.050199999,0.001640877,778.4819609,457.388702,24.45135437,16.7,32.6428563,260.4529929,814.89428,46.67989159,26.6,61.57142698,0.41,0.64337,2.532,Within_Regions,Western_Indo_Pacific
163,Maluku_Islands,Sao_Tome_Principe_and_Annobon,0.24861852,0.000158147,0.248460374,1553.654608,432.417921,233.7355126,17.2,47.1428566,1810.798287,864.835842,465.2482081,27.6,32.57142639,1.86,5.86331,13.686,Across_Oceans,Pacific-Atlantic
164,Maluku_Islands,Seychelles,0.069366079,0.039858697,0.029507383,726.4244278,762.8709475,44.02642058,69.2,39.64285612,156.3379267,203.929789,85.83002402,131.6,47.57142734,1.23,0.23668,8.272,Across_Oceans,Pacific-Indian
165,Maluku_Islands,Virgin_Islands,0.261746637,0.00401944,0.257727197,660.7165058,633.6291935,119.1744631,56.7,38.28571367,24.9220827,462.413297,236.126109,106.6,50.28571224,1.32,2.03628,17.716,Across_Oceans,Pacific-Atlantic
166,Marianas_Islands,Sao_Tome_Principe_and_Annobon,0.246944692,8.85E-05,0.246856214,1683.881104,24.970781,257.0754584,30.5,16.3571431,1550.345294,49.941562,418.5683165,1,29.00000059,1.45,6.50668,15.205,Across_Oceans,Pacific-Atlantic
167,Marianas_Islands,Seychelles,0.04398725,0.015428503,0.028558747,856.6509242,355.4238075,67.36636638,82.5,8.857142628,104.1150662,610.964491,39.15013243,105,13.99999964,0.82,0.88005,10.115,Across_Oceans,Pacific-Indian
168,Marianas_Islands,Virgin_Islands,0.258165481,0.00136075,0.256804731,790.9430022,226.1820535,142.5144089,70,7.500000178,235.5309102,352.480983,189.4462174,80,11.28571474,0.91,2.67965,15.179,Across_Oceans,Pacific-Atlantic
169,Sao_Tome_Principe_and_Annobon,Seychelles,0.222179816,0.003505951,0.218673865,1631.823571,330.4530265,276.6505246,83,23.35714293,1654.46036,660.906053,379.4181841,104,15.00000095,0.63,5.62663,5.456,Across_Oceans,Atlantic-Indian
170,Sao_Tome_Principe_and_Annobon,Virgin_Islands,0.121709003,0.111964373,0.00974463,1566.115649,201.2112725,351.7985672,70.5,22.00000048,1785.876204,402.422545,229.1220991,79,17.71428585,0.54,3.82703,8.044,Within_Oceans,Atlantic
171,Seychelles,Virgin_Islands,0.229977443,0.000148661,0.229828782,738.8854691,531.664299,162.0894751,122.5,14.5,131.415844,258.483508,150.296085,25,2.7142849,0.09,1.7996,13.362,Across_Oceans,Atlantic-Indian
