,Archipelago,Island1,Island2,beta_sor,beta_sim,beta_sne,mean_emerse_pres,mean_emerse_past,mean_island_age,Distance_km,diff_emerse_pres,diff_emerse_past,diff_island_age,d_past.y,diif_present_air,diff_past_air
121,Azores,Santa_Maria,Terceira,0.301980198,0.207865169,0.094115029,265.555,416.515,2.195,269.22,299.17,387.07,3.81,264.4312809,0.69767123,0.016433335
122,Azores,Sao_Miguel,Terceira,0.221445221,0.177339901,0.04410532,606.315,870.75,1.145,185.58,382.35,521.4,1.71,180.0953024,0.05810959,0.049378205
123,Azores,Faial,Crow,0.261083744,0.137931034,0.123152709,192.37,315.89,11.55,242.53,171.66,196.4,22.04,237.9587257,0.11172603,0.039641189
124,Azores,Flores,Crow,0.244343891,0.040229885,0.204114006,154.515,296.715,11.575,29.72,95.95,158.05,21.99,24.31133123,0,0.1010746
125,Azores,Flores,Faial,0.264,0.206896552,0.057103448,240.345,394.915,0.555,237.39,75.71,38.35,0.05,232.4115974,0.11172603,0.061433411
126,Azores,Graciosa,Crow,0.397101449,0.391812865,0.005288584,84.97,179.165,11.47,276.96,43.14,77.05,22.2,272.2607172,0.03295891,0.21777544
127,Azores,Graciosa,Faial,0.404466501,0.298245614,0.106220887,170.8,277.365,0.45,79.88,214.8,273.45,0.16,75.6109834,0.07876712,0.257416629
128,Azores,Graciosa,Flores,0.439635535,0.280701754,0.158933781,132.945,258.19,0.475,279.59,139.09,235.1,0.21,274.483589,0.03295891,0.31885004
129,Azores,Pico,Crow,0.303964758,0.091954023,0.212010735,447.21,630.755,11.3005,276.09,681.34,826.13,22.539,271.1976284,0.05547945,0.159091282
130,Azores,Pico,Faial,0.2265625,0.146551724,0.080010776,533.04,728.955,0.2805,36.93,509.68,629.73,0.499,32.46789453,0.16720548,0.119450093
131,Azores,Pico,Flores,0.251824818,0.235074627,0.016750191,495.185,709.78,0.3055,272.46,585.39,668.08,0.549,267.1605001,0.05547945,0.058016682
132,Azores,Pico,Graciosa,0.423503326,0.239766082,0.183737244,425.64,592.23,0.2005,70.71,724.48,903.18,0.339,66.1198861,0.08843836,0.376866722
133,Azores,Santa_Maria,Crow,0.301136364,0.293103448,0.008032915,111.255,220.335,13.335,605.48,9.43,5.29,18.47,600.6301824,0.91824658,0.107558727
134,Azores,Santa_Maria,Faial,0.297560976,0.191011236,0.10654974,197.085,318.535,2.315,363.81,162.23,191.11,3.57,359.3904486,0.80652055,0.147199916
135,Azores,Santa_Maria,Flores,0.35426009,0.191011236,0.163248854,159.23,299.36,2.34,601,86.52,152.76,3.52,595.7430541,0.91824658,0.208633327
136,Azores,Santa_Maria,Graciosa,0.369627507,0.356725146,0.012902361,89.685,181.81,2.235,343.84,52.57,82.34,3.73,339.2924401,0.88528767,0.110216713
137,Azores,Santa_Maria,Pico,0.371179039,0.191011236,0.180167803,451.925,633.4,2.0655,329.86,671.91,820.84,4.069,325.1193512,0.97372603,0.266650009
138,Azores,Sao_Miguel,Crow,0.262599469,0.201149425,0.061450044,452.015,674.57,12.285,532.57,690.95,913.76,20.57,527.0242039,0.27868494,0.074613857
139,Azores,Sao_Miguel,Faial,0.213793103,0.157635468,0.056157635,537.845,772.77,1.265,296.19,519.29,717.36,1.47,291.0744701,0.16695891,0.114255046
140,Azores,Sao_Miguel,Flores,0.295116773,0.18226601,0.112850763,499.99,753.595,1.29,530.58,595,755.71,1.42,524.6270757,0.27868494,0.175688457
141,Azores,Sao_Miguel,Graciosa,0.459893048,0.409356725,0.050536323,430.445,636.045,1.185,261.96,734.09,990.81,1.63,256.7164617,0.24572603,0.143161583
142,Azores,Sao_Miguel,Pico,0.291925466,0.157635468,0.134289998,792.685,1087.635,1.0155,263.2,9.61,87.63,1.969,257.7633728,0.33416439,0.233705139
143,Azores,Sao_Miguel,Santa_Maria,0.280839895,0.230337079,0.050502816,456.73,677.215,3.05,95.97,681.52,908.47,2.1,90.57592682,0.63956164,0.03294487
144,Azores,Terceira,Crow,0.275,0.166666667,0.108333333,260.84,413.87,11.43,353.29,308.6,392.36,22.28,348.349558,0.22057535,0.123992062
145,Azores,Terceira,Faial,0.200873362,0.190265487,0.010607876,346.67,512.07,0.41,127.75,136.94,195.96,0.24,123.2398242,0.10884932,0.163633251
146,Azores,Terceira,Flores,0.279352227,0.212389381,0.066962846,308.815,492.895,0.435,353.33,212.65,234.31,0.29,347.9824297,0.22057535,0.225066662
147,Azores,Terceira,Graciosa,0.410579345,0.315789474,0.094789871,239.27,375.345,0.33,77.05,351.74,469.41,0.08,72.41181573,0.18761644,0.093783378
148,Azores,Terceira,Pico,0.241106719,0.150442478,0.090664241,601.51,826.935,0.1605,99.01,372.74,433.77,0.259,94.17872685,0.2760548,0.283083344
149,Azores,Terceira,Santa_Maria,0.301980198,0.207865169,0.094115029,265.555,416.515,2.195,269.22,299.17,387.07,3.81,264.4312809,0.69767123,0.016433335
150,Azores,Terceira,Sao_Miguel,0.221445221,0.177339901,0.04410532,606.315,870.75,1.145,185.58,382.35,521.4,1.71,180.0953024,0.05810959,0.049378205
151,Bermuda,Devonshire,Hamilton,0.637795276,0.510638298,0.127156978,23.21,90.48,47,2.72,0.36,10.16,0,-2.572895174,0,0.006359291
152,Bermuda,Devonshire,Paget,0.577981651,0.510638298,0.067343354,22.76,82.51,47,3.4,0.54,5.78,0,-1.464947832,0,0.002781296
153,Bermuda,Devonshire,Pembroke,0.838709677,0.666666667,0.172043011,22.125,93.205,47,3.72,1.81,15.61,0,-1.857640186,0,0.002781296
154,Bermuda,Devonshire,Saint_George,0.726315789,0.723404255,0.002911534,16.045,93.515,47,2.84,13.97,16.23,0,-3.655763483,0.03553425,0.005284118
155,Bermuda,Devonshire,Sandys,0.78,0.765957447,0.014042553,15.505,94.935,47,10.18,15.05,19.07,0,3.500886107,0,0.004159164
156,Bermuda,Devonshire,Smiths,0.743589744,0.677419355,0.066170389,19.585,81.135,47,2.84,6.89,8.53,0,-2.346225724,0,0.000661469
157,Bermuda,Devonshire,Southampton,0.771929825,0.723404255,0.048525569,18.315,91.77,47,8.2,9.43,12.74,0,2.185175121,0,0.004159164
158,Bermuda,Devonshire,Warwick,0.580246914,0.5,0.080246914,21.4,88.225,26.955,6.18,3.26,5.65,40.09,0.798805241,0,0.00746212
159,Bermuda,Hamilton,Paget,0.535211268,0.467741935,0.067469332,22.94,87.59,47,1.83,0.9,15.94,0,-3.315296339,0,0.003577995
160,Bermuda,Hamilton,Pembroke,0.852631579,0.533333333,0.319298246,22.305,98.285,47,1.31,2.17,5.45,0,-4.547988693,0,0.003577995
161,Bermuda,Hamilton,Saint_George,0.5625,0.416666667,0.145833333,16.225,98.595,47,8.17,14.33,6.07,0,1.39388801,0.03553425,0.011643409
162,Bermuda,Hamilton,Sandys,0.669172932,0.58490566,0.084267272,15.685,100.015,47,8.17,15.41,8.91,0,1.2105376,0,0.010518455
163,Bermuda,Hamilton,Smiths,0.63963964,0.35483871,0.28480093,19.765,86.215,47,5.2,7.25,18.69,0,-0.266574231,0,0.005697822
164,Bermuda,Hamilton,Southampton,0.646258503,0.611940299,0.034318205,18.495,96.85,47,6.09,9.79,2.58,0,-0.205173386,0,0.010518455
165,Bermuda,Hamilton,Warwick,0.578947368,0.294117647,0.284829721,21.58,93.305,26.955,3.83,3.62,4.51,40.09,-1.831543266,0,0.001102829
166,Bermuda,Paget,Pembroke,0.792207792,0.466666667,0.325541126,21.855,90.315,47,2.94,1.27,21.39,0,-2.490041351,0,0
167,Bermuda,Paget,Saint_George,0.6,0.541666667,0.058333333,15.775,90.625,47,8.29,13.43,22.01,0,1.941835352,0.03553425,0.008065414
168,Bermuda,Paget,Sandys,0.634782609,0.603773585,0.031009024,15.235,92.045,47,8.29,14.51,24.85,0,1.758484942,0,0.00694046
169,Bermuda,Paget,Smiths,0.655913978,0.483870968,0.172043011,19.315,78.245,47,5.39,6.35,2.75,0,0.351373111,0,0.002119827
170,Bermuda,Paget,Southampton,0.627906977,0.612903226,0.015003751,18.045,88.88,47,2.58,8.89,18.52,0,-3.287226044,0,0.00694046
171,Bermuda,Paget,Warwick,0.583333333,0.411764706,0.171568627,21.13,85.335,26.955,2.58,2.72,11.43,40.09,-2.653595924,0,0.004680824
172,Bermuda,Pembroke,Saint_George,0.777777778,0.533333333,0.244444444,15.14,101.32,47,7.09,12.16,0.62,0,0.029142998,0.03553425,0.008065414
173,Bermuda,Pembroke,Sandys,0.911764706,0.8,0.111764706,14.6,102.74,47,7.09,13.24,3.46,0,-0.154207412,0,0.00694046
174,Bermuda,Pembroke,Smiths,0.782608696,0.666666667,0.115942029,18.68,88.94,47,6.39,5.08,24.14,0,0.638680757,0,0.002119827
175,Bermuda,Pembroke,Southampton,0.756097561,0.333333333,0.422764228,17.41,99.575,47,6.42,7.62,2.87,0,-0.159918398,0,0.00694046
176,Bermuda,Pembroke,Warwick,0.795918367,0.666666667,0.129251701,20.495,96.03,26.955,3.96,1.45,9.96,40.09,-1.986288278,0,0.004680824
177,Bermuda,Saint_George,Sandys,0.702970297,0.6875,0.015470297,8.52,103.05,47,18.74,1.08,2.84,0,10.57766929,0.03553425,0.001124954
178,Bermuda,Saint_George,Smiths,0.594936709,0.483870968,0.111065741,12.6,89.25,47,7.44,7.08,24.76,0,0.77055746,0.03553425,0.005945587
179,Bermuda,Saint_George,Southampton,0.582608696,0.5,0.082608696,11.33,99.885,47,18.82,4.54,3.49,0,11.32195831,0.03553425,0.001124954
180,Bermuda,Saint_George,Warwick,0.585365854,0.5,0.085365854,14.415,96.34,26.955,15.93,10.71,10.58,40.09,9.065588425,0.03553425,0.012746238
181,Bermuda,Sandys,Smiths,0.785714286,0.709677419,0.076036866,12.06,90.67,47,12.99,8.16,27.6,0,6.13720705,0,0.004820633
182,Bermuda,Sandys,Southampton,0.6,0.547169811,0.052830189,10.79,101.305,47,6.31,5.62,6.33,0,-1.371392105,0,0
183,Bermuda,Sandys,Warwick,0.655172414,0.558823529,0.096348884,13.875,97.76,26.955,6.91,11.79,13.42,40.09,-0.137761985,0,0.011621284
184,Bermuda,Smiths,Southampton,0.714285714,0.548387097,0.165898618,14.87,87.505,47,11.96,2.54,21.27,0,5.771496064,0,0.004820633
185,Bermuda,Smiths,Warwick,0.692307692,0.677419355,0.014888337,17.955,83.96,26.955,8.68,3.63,14.18,40.09,3.125126184,0,0.006800651
186,Bermuda,Southampton,Warwick,0.564356436,0.352941176,0.211415259,16.685,94.595,26.955,3.03,6.17,7.09,40.09,-3.353472971,0,0.011621284
187,Bermuda,Hamilton,Devonshire,0.637795276,0.510638298,0.127156978,23.21,90.48,47,2.72,0.36,10.16,0,-2.572895174,0,0.006359291
188,Bermuda,Paget,Devonshire,0.577981651,0.510638298,0.067343354,22.76,82.51,47,3.4,0.54,5.78,0,-1.464947832,0,0.002781296
189,Bermuda,Paget,Hamilton,0.535211268,0.467741935,0.067469332,22.94,87.59,47,1.83,0.9,15.94,0,-3.315296339,0,0.003577995
190,Bermuda,Pembroke,Devonshire,0.838709677,0.666666667,0.172043011,22.125,93.205,47,3.72,1.81,15.61,0,-1.857640186,0,0.002781296
191,Bermuda,Pembroke,Hamilton,0.852631579,0.533333333,0.319298246,22.305,98.285,47,1.31,2.17,5.45,0,-4.547988693,0,0.003577995
192,Bermuda,Pembroke,Paget,0.792207792,0.466666667,0.325541126,21.855,90.315,47,2.94,1.27,21.39,0,-2.490041351,0,0
193,Bermuda,Saint_George,Devonshire,0.726315789,0.723404255,0.002911534,16.045,93.515,47,10.39,13.97,16.23,0,3.894236517,0.03553425,0.005284118
194,Bermuda,Saint_George,Hamilton,0.5625,0.416666667,0.145833333,16.225,98.595,47,12.18,14.33,6.07,0,5.40388801,0.03553425,0.011643409
195,Bermuda,Saint_George,Paget,0.6,0.541666667,0.058333333,15.775,90.625,47,12.96,13.43,22.01,0,6.611835352,0.03553425,0.008065414
196,Bermuda,Saint_George,Pembroke,0.777777778,0.533333333,0.244444444,15.14,101.32,47,12.67,12.16,0.62,0,5.609142998,0.03553425,0.008065414
197,Bermuda,Sandys,Devonshire,0.78,0.765957447,0.014042553,15.505,94.935,47,10.18,15.05,19.07,0,3.500886107,0,0.004159164
198,Bermuda,Sandys,Hamilton,0.669172932,0.58490566,0.084267272,15.685,100.015,47,8.17,15.41,8.91,0,1.2105376,0,0.010518455
199,Bermuda,Sandys,Paget,0.634782609,0.603773585,0.031009024,15.235,92.045,47,8.29,14.51,24.85,0,1.758484942,0,0.00694046
200,Bermuda,Sandys,Pembroke,0.911764706,0.8,0.111764706,14.6,102.74,47,7.09,13.24,3.46,0,-0.154207412,0,0.00694046
201,Bermuda,Sandys,Saint_George,0.702970297,0.6875,0.015470297,8.52,103.05,47,18.74,1.08,2.84,0,10.57766929,0.03553425,0.001124954
202,Bermuda,Smiths,Devonshire,0.743589744,0.677419355,0.066170389,19.585,81.135,47,2.84,6.89,8.53,0,-2.346225724,0,0.000661469
203,Bermuda,Smiths,Hamilton,0.63963964,0.35483871,0.28480093,19.765,86.215,47,5.2,7.25,18.69,0,-0.266574231,0,0.005697822
204,Bermuda,Smiths,Paget,0.655913978,0.483870968,0.172043011,19.315,78.245,47,5.39,6.35,2.75,0,0.351373111,0,0.002119827
205,Bermuda,Smiths,Pembroke,0.782608696,0.666666667,0.115942029,18.68,88.94,47,6.39,5.08,24.14,0,0.638680757,0,0.002119827
206,Bermuda,Smiths,Saint_George,0.594936709,0.483870968,0.111065741,12.6,89.25,47,7.44,7.08,24.76,0,0.77055746,0.03553425,0.005945587
207,Bermuda,Smiths,Sandys,0.785714286,0.709677419,0.076036866,12.06,90.67,47,8.68,8.16,27.6,0,1.82720705,0,0.004820633
208,Bermuda,Southampton,Devonshire,0.771929825,0.723404255,0.048525569,18.315,91.77,47,8.2,9.43,12.74,0,2.185175121,0,0.004159164
209,Bermuda,Southampton,Hamilton,0.646258503,0.611940299,0.034318205,18.495,96.85,47,6.09,9.79,2.58,0,-0.205173386,0,0.010518455
210,Bermuda,Southampton,Paget,0.627906977,0.612903226,0.015003751,18.045,88.88,47,NA,8.89,18.52,0,NA,0,0.00694046
211,Bermuda,Southampton,Pembroke,0.756097561,0.333333333,0.422764228,17.41,99.575,47,6.42,7.62,2.87,0,-0.159918398,0,0.00694046
212,Bermuda,Southampton,Saint_George,0.582608696,0.5,0.082608696,11.33,99.885,47,6.31,4.54,3.49,0,-1.188041695,0.03553425,0.001124954
213,Bermuda,Southampton,Sandys,0.6,0.547169811,0.052830189,10.79,101.305,47,6.31,5.62,6.33,0,-1.371392105,0,0
214,Bermuda,Southampton,Smiths,0.714285714,0.548387097,0.165898618,14.87,87.505,47,11.96,2.54,21.27,0,5.771496064,0,0.004820633
215,Bermuda,Warwick,Devonshire,0.580246914,0.5,0.080246914,21.4,88.225,26.955,6.18,3.26,5.65,40.09,0.798805241,0,0.00746212
216,Bermuda,Warwick,Hamilton,0.578947368,0.294117647,0.284829721,21.58,93.305,26.955,3.83,3.62,4.51,40.09,-1.831543266,0,0.001102829
217,Bermuda,Warwick,Paget,0.583333333,0.411764706,0.171568627,21.13,85.335,26.955,2.58,2.72,11.43,40.09,-2.653595924,0,0.004680824
218,Bermuda,Warwick,Pembroke,0.795918367,0.666666667,0.129251701,20.495,96.03,26.955,3.96,1.45,9.96,40.09,-1.986288278,0,0.004680824
219,Bermuda,Warwick,Saint_George,0.585365854,0.5,0.085365854,14.415,96.34,26.955,15.93,10.71,10.58,40.09,9.065588425,0.03553425,0.012746238
220,Bermuda,Warwick,Sandys,0.655172414,0.558823529,0.096348884,13.875,97.76,26.955,6.91,11.79,13.42,40.09,-0.137761985,0,0.011621284
221,Bermuda,Warwick,Smiths,0.692307692,0.677419355,0.014888337,17.955,83.96,26.955,8.68,3.63,14.18,40.09,3.125126184,0,0.006800651
222,Bermuda,Warwick,Southampton,0.564356436,0.352941176,0.211415259,16.685,94.595,26.955,3.03,6.17,7.09,40.09,-3.353472971,0,0.011621284
223,Canary_Islands,El_Hierro,Fuerteventura,0.507246377,0.483425414,0.023820962,958.135,1523.355,12.05,393.97,1410.57,2370.33,21.9,386.2140394,0.7629863,0.356583404
224,Canary_Islands,El_Hierro,Gomera,0.313368984,0.191435768,0.121933216,317.075,511.59,6.05,90.11,128.45,346.8,9.9,84.9566392,0.24375342,0.100299931
225,Canary_Islands,El_Hierro,Gran_Canaria,0.414542021,0.219143577,0.195398444,919.01,1287.455,8.05,240.06,1332.32,1898.53,13.9,234.4358954,0.86871233,0.182266617
226,Canary_Islands,El_Hierro,La_Palma,0.308695652,0.198992443,0.109703209,482.115,583.895,1.4,110.53,458.53,491.41,0.6,107.9235824,0.78186301,0.184866619
227,Canary_Islands,El_Hierro,Lanzarote,0.541383989,0.502941176,0.038442813,672.325,1098.725,8.05,456.9,838.95,1521.07,13.9,449.8107179,0.94035616,0.280416679
228,Canary_Islands,El_Hierro,Tenerife,0.522912743,0.042821159,0.480091585,1116.155,1423.065,6.55,147.96,1726.61,2169.75,10.9,143.4030975,1.338,0.569833279
229,Canary_Islands,Fuerteventura,Gomera,0.511111111,0.392265193,0.118845918,1022.36,1696.755,17,314,1282.12,2023.53,12,303.898859,0.51923288,0.456883335
230,Canary_Islands,Fuerteventura,Gran_Canaria,0.45703125,0.232044199,0.224987051,1624.295,2472.62,19,155.88,78.25,471.8,8,145.3081152,0.10572603,0.538850021
231,Canary_Islands,Fuerteventura,La_Palma,0.561581921,0.464088398,0.097493523,1187.4,1769.06,12.35,318.15,952.04,1878.92,21.3,310.5958022,0.01887671,0.541450023
232,Canary_Islands,Fuerteventura,Lanzarote,0.153846154,0.126470588,0.027375566,1377.61,2283.89,19,88.07,571.62,849.26,8,76.03293772,0.17736986,0.076166725
233,Canary_Islands,Fuerteventura,Tenerife,0.653401797,0.254143646,0.399258151,1821.44,2608.23,17.5,251.49,316.04,200.58,11,241.9853173,0.5750137,0.926416683
234,Canary_Islands,Gomera,Gran_Canaria,0.376666667,0.304832714,0.071833953,983.235,1460.855,13,166.43,1203.87,1551.73,4,158.460715,0.62495891,0.081966686
235,Canary_Islands,Gomera,La_Palma,0.328934967,0.319311663,0.009623304,546.34,757.295,6.35,93.21,330.08,144.61,9.3,88.25840203,0.53810959,0.084566688
236,Canary_Islands,Gomera,Lanzarote,0.551252847,0.420588235,0.130664612,736.55,1272.125,13,369.71,710.5,1174.27,4,360.2755375,0.69660274,0.38071661
237,Canary_Islands,Gomera,Tenerife,0.418685121,0.063197026,0.355488095,1180.38,1596.465,11.5,63.26,1598.16,1822.95,1,56.35791708,1.09424658,0.469533348
238,Canary_Islands,Gran_Canaria,La_Palma,0.394092827,0.313575526,0.080517301,1148.275,1533.16,8.35,244.85,873.79,1407.12,13.3,239.4276582,0.08684932,0.002600002
239,Canary_Islands,Gran_Canaria,Lanzarote,0.487025948,0.244117647,0.242908301,1338.485,2047.99,15,228.11,493.37,377.46,0,218.2047937,0.07164383,0.462683296
240,Canary_Islands,Gran_Canaria,Tenerife,0.461786868,0.244712991,0.217073877,1782.315,2372.33,13.5,108.31,394.29,271.22,3,100.9371733,0.46928767,0.387566662
241,Canary_Islands,La_Palma,Lanzarote,0.594438007,0.485294118,0.109143889,901.59,1344.43,8.35,420.76,380.42,1029.66,13.3,413.8724807,0.15849315,0.465283298
242,Canary_Islands,La_Palma,Tenerife,0.421756835,0.049713193,0.372043642,1345.42,1668.77,6.85,135.93,1268.08,1678.34,10.3,131.5748603,0.55613699,0.38496666
243,Canary_Islands,Lanzarote,Tenerife,0.677083333,0.270588235,0.406495098,1535.63,2183.6,13.5,302.45,887.66,648.68,3,293.6119958,0.39764384,0.850249958
244,Canary_Islands,Fuerteventura,El_Hierro,0.507246377,0.483425414,0.023820962,958.135,1523.355,12.05,393.97,1410.57,2370.33,21.9,386.2140394,0.7629863,0.356583404
245,Canary_Islands,Gomera,El_Hierro,0.313368984,0.191435768,0.121933216,317.075,511.59,6.05,90.11,128.45,346.8,9.9,84.9566392,0.24375342,0.100299931
246,Canary_Islands,Gomera,Fuerteventura,0.511111111,0.392265193,0.118845918,1022.36,1696.755,17,314,1282.12,2023.53,12,303.898859,0.51923288,0.456883335
247,Canary_Islands,Gran_Canaria,El_Hierro,0.414542021,0.219143577,0.195398444,919.01,1287.455,8.05,240.06,1332.32,1898.53,13.9,234.4358954,0.86871233,0.182266617
248,Canary_Islands,Gran_Canaria,Fuerteventura,0.45703125,0.232044199,0.224987051,1624.295,2472.62,19,155.88,78.25,471.8,8,145.3081152,0.10572603,0.538850021
249,Canary_Islands,Gran_Canaria,Gomera,0.376666667,0.304832714,0.071833953,983.235,1460.855,13,166.43,1203.87,1551.73,4,158.460715,0.62495891,0.081966686
250,Canary_Islands,La_Palma,El_Hierro,0.308695652,0.198992443,0.109703209,482.115,583.895,1.4,110.53,458.53,491.41,0.6,107.9235824,0.78186301,0.184866619
251,Canary_Islands,La_Palma,Fuerteventura,0.561581921,0.464088398,0.097493523,1187.4,1769.06,12.35,318.15,952.04,1878.92,21.3,310.5958022,0.01887671,0.541450023
252,Canary_Islands,La_Palma,Gomera,0.328934967,0.319311663,0.009623304,546.34,757.295,6.35,93.21,330.08,144.61,9.3,88.25840203,0.53810959,0.084566688
253,Canary_Islands,La_Palma,Gran_Canaria,0.394092827,0.313575526,0.080517301,1148.275,1533.16,8.35,244.85,873.79,1407.12,13.3,239.4276582,0.08684932,0.002600002
254,Canary_Islands,Lanzarote,El_Hierro,0.541383989,0.502941176,0.038442813,672.325,1098.725,8.05,456.9,838.95,1521.07,13.9,449.8107179,0.94035616,0.280416679
255,Canary_Islands,Lanzarote,Fuerteventura,0.153846154,0.126470588,0.027375566,1377.61,2283.89,19,88.07,571.62,849.26,8,76.03293772,0.17736986,0.076166725
256,Canary_Islands,Lanzarote,Gomera,0.551252847,0.420588235,0.130664612,736.55,1272.125,13,369.71,710.5,1174.27,4,360.2755375,0.69660274,0.38071661
257,Canary_Islands,Lanzarote,Gran_Canaria,0.487025948,0.244117647,0.242908301,1338.485,2047.99,15,228.11,493.37,377.46,0,218.2047937,0.07164383,0.462683296
258,Canary_Islands,Lanzarote,La_Palma,0.594438007,0.485294118,0.109143889,901.59,1344.43,8.35,420.76,380.42,1029.66,13.3,413.8724807,0.15849315,0.465283298
259,Canary_Islands,Tenerife,El_Hierro,0.522912743,0.042821159,0.480091585,1116.155,1423.065,6.55,147.96,1726.61,2169.75,10.9,143.4030975,1.338,0.569833279
260,Canary_Islands,Tenerife,Fuerteventura,0.653401797,0.254143646,0.399258151,1821.44,2608.23,17.5,251.49,316.04,200.58,11,241.9853173,0.5750137,0.926416683
261,Canary_Islands,Tenerife,Gomera,0.418685121,0.063197026,0.355488095,1180.38,1596.465,11.5,63.26,1598.16,1822.95,1,56.35791708,1.09424658,0.469533348
262,Canary_Islands,Tenerife,Gran_Canaria,0.461786868,0.244712991,0.217073877,1782.315,2372.33,13.5,108.31,394.29,271.22,3,100.9371733,0.46928767,0.387566662
263,Canary_Islands,Tenerife,La_Palma,0.421756835,0.049713193,0.372043642,1345.42,1668.77,6.85,135.93,1268.08,1678.34,10.3,131.5748603,0.55613699,0.38496666
264,Canary_Islands,Tenerife,Lanzarote,0.677083333,0.270588235,0.406495098,1535.63,2183.6,13.5,302.45,887.66,648.68,3,293.6119958,0.39764384,0.850249958
265,Cape_Verde,Boa_Vista,Brava,0.788617886,0.786885246,0.00173264,418.23,885.14,9,243.85,560.3,1462.7,12,235.7092062,0.38161644,0.352094269
266,Cape_Verde,Boa_Vista,Fogo,0.785310734,0.68852459,0.096786144,584.695,1055.015,9.525,214.94,227.37,1122.95,10.95,206.8767651,0.19832877,0.977899933
267,Cape_Verde,Boa_Vista,Maio,0.882352941,0.428571429,0.453781513,522.68,1055.015,15,101.98,351.4,1122.95,0,92.18167585,0.37241096,0.050016784
268,Cape_Verde,Boa_Vista,Saint_Nicholas,0.684210526,0.660377358,0.023833168,549.08,1037.67,15,168.46,298.6,1157.64,0,159.8814966,0.23457534,0.08920002
269,Cape_Verde,Boa_Vista,Sal,0.567567568,0.52,0.047567568,481.34,1022.96,11.75,73.27,434.08,1187.06,6.5,62.97686702,0.22504109,0.03453331
270,Cape_Verde,Boa_Vista,Santa_Luzia,0.820895522,0,0.820895522,739.925,1274.215,9.225,219.51,83.09,684.55,11.55,210.2845842,0.59679452,0.085149956
271,Cape_Verde,Boa_Vista,Santiago,0.658031088,0.459016393,0.199014695,875.925,1386.285,8.9,145.22,355.09,460.41,12.2,136.5750978,0.47972603,0.086166573
272,Cape_Verde,Boa_Vista,Santo_Antao,0.756756757,0.557377049,0.199379708,926.145,1461.455,8.71,273.01,455.53,310.07,12.58,264.0089769,0.59679452,0.38824997
273,Cape_Verde,Boa_Vista,Sao_Vicente,0.616438356,0.540983607,0.07545475,769.165,1303.45,9.36,246.48,141.57,626.08,11.28,237.3019864,0.59679452,0.05031681
274,Cape_Verde,Brava,Fogo,0.752808989,0.64516129,0.107647698,304.545,323.665,3.525,36.38,332.93,339.75,1.05,35.7235878,0.18328767,0.625805664
275,Cape_Verde,Brava,Maio,1,1,0,242.53,323.665,9,171.01,208.9,339.75,12,168.6184985,0.00920548,0.402111053
276,Cape_Verde,Brava,Saint_Nicholas,0.808695652,0.79245283,0.016242822,268.93,306.32,9,197.07,261.7,305.06,12,195.8983193,0.61619178,0.262894249
277,Cape_Verde,Brava,Sal,0.821428571,0.8,0.021428571,201.19,291.61,5.75,283.69,126.22,275.64,5.5,280.8036897,0.60665753,0.317560959
278,Cape_Verde,Brava,Santa_Luzia,0.970588235,0.833333333,0.137254902,459.775,542.865,3.225,210.95,643.39,778.15,0.45,209.1314069,0.97841096,0.266944313
279,Cape_Verde,Brava,Santiago,0.711340206,0.548387097,0.162953109,595.775,654.935,2.9,121.19,915.39,1002.29,0.2,119.9519205,0.09810959,0.265927696
280,Cape_Verde,Brava,Santo_Antao,0.784753363,0.612903226,0.171850137,645.995,730.105,2.71,250.18,1015.83,1152.63,0.58,248.5857996,0.97841096,0.036155701
281,Cape_Verde,Brava,Sao_Vicente,0.782312925,0.741935484,0.040377441,489.015,572.1,3.36,222.73,701.87,836.62,0.72,220.9588091,0.97841096,0.402411079
282,Cape_Verde,Fogo,Maio,0.967479675,0.714285714,0.253193961,408.995,493.54,9.525,133.64,124.03,0,10.95,131.3260575,0.17408219,1.027916717
283,Cape_Verde,Fogo,Saint_Nicholas,0.680473373,0.490566038,0.189907335,435.395,476.195,9.525,185.27,71.23,34.69,10.95,184.1758782,0.43290411,0.888699913
284,Cape_Verde,Fogo,Sal,0.855421687,0.76,0.095421687,367.655,461.485,6.275,253.41,206.71,64.11,4.45,250.6012486,0.42336986,0.943366623
285,Cape_Verde,Fogo,Santa_Luzia,0.967213115,0.666666667,0.300546448,626.24,712.74,3.75,207.15,310.46,438.4,0.6,205.4089658,0.79512329,0.892749977
286,Cape_Verde,Fogo,Santiago,0.653225806,0.629310345,0.023915462,762.24,824.81,3.425,81.48,582.46,662.54,1.25,80.31947939,0.28139726,0.89173336
287,Cape_Verde,Fogo,Santo_Antao,0.646209386,0.577586207,0.068623179,812.46,899.98,3.235,253.89,682.9,812.88,1.63,252.3733585,0.79512329,0.589649963
288,Cape_Verde,Fogo,Sao_Vicente,0.741293532,0.694117647,0.047175885,655.48,741.975,3.885,222.73,368.94,496.87,0.33,221.036368,0.79512329,1.028216743
289,Cape_Verde,Maio,Saint_Nicholas,0.933333333,0.714285714,0.219047619,373.38,535.89,15,195.97,52.8,154.08,0,191.7068092,0.6069863,0.139216804
290,Cape_Verde,Maio,Sal,0.929824561,0.714285714,0.215538847,305.64,521.18,11.75,173.57,82.68,183.5,6.5,167.5921796,0.59745205,0.084550094
