,Archipelago,Island1,Island2,beta_sor,beta_turn,beta_nest,mean_emerse_pres,mean_emerse_past,mean_island_age,Distance_km,diff_emerse_pres,diff_emerse_past,diff_island_age,d_past.y,diif_present_air,diff_past_air
590,Juan_Fernandez,Robinson_Crusoe_Island,Alejandro_Selkirk_Island,0.405143566,0.166139892,0.239003674,66.76,147.985,1.4,172.76,10.98,84.81,0,168.389852,0.04309589,0.173947429
591,Maldives,Alifu,Alifu_Dhaalu,0.939825755,0.151849212,0.787976543,14.68,1520.115,4,55.33,2.98,97.33,0,15.65939673,0.02512328,0
592,Maldives,Alifu,Baa,0.950507933,1.29E-16,0.950507933,22.87,1412.71,4,133.5,13.4,312.14,0,96.49033589,0.00068493,0
593,Maldives,Alifu,Dhaalu,0.859897319,0.08326903,0.776628289,12.995,1307.82,4,140.95,6.35,521.92,0,104.3859102,0.05372602,0
594,Maldives,Alifu,Faafu,1,1,0,14.275,1442.285,4,98.21,3.79,252.99,0,59.65219441,0.05372602,0
595,Maldives,Alifu,Gaaf_Alif,1,1,0,18.725,1661.765,4,365.16,5.11,185.97,0,324.0512598,0.02465753,0
596,Maldives,Alifu,Gaafu_Dhaalu,0.840566973,0.834121817,0.006445156,26.865,1216.685,4,419.09,21.39,704.19,0,385.8807158,0.03561643,0
597,Maldives,Alifu,Haa_Dhaalu,0.97195661,0.888386251,0.083570359,15.95,1555.715,4,276.81,0.44,26.13,0,236.8105887,0.02372603,0
598,Maldives,Alifu,Kaafu,0.953528159,2.02E-07,0.953527957,18.95,1453.895,4,90.27,5.56,229.77,0,52.17728781,0.02841095,0.023658896
599,Maldives,Alifu,Laamu,0.959217344,0.685449109,0.273768235,24.105,1315.88,4,251.66,15.87,505.8,0,216.3814403,0.03082191,0
600,Maldives,Alifu,Lhaviyani,0.87175019,0.081478106,0.790272084,26.915,1302.135,4,158.76,21.49,533.29,0,123.9896224,0.00780822,0.044960928
601,Maldives,Alifu,Raa,1,1,0,25,1292.57,4,170.17,17.66,552.42,0,135.3873291,0.00534246,0
602,Maldives,Alifu,Seenu,0.909056916,0.235951787,0.673105128,16.845,1554.95,4,527.78,1.35,27.66,0,487.915467,0.02627397,0
603,Maldives,Alifu,Shaviyani,0.896627332,0.58367035,0.312956982,13.93,1025.065,4,230.18,4.48,1087.43,0,199.6532478,0.02372603,0.037539148
604,Maldives,Alifu,Thaa,0.939906211,0.00020481,0.9397014,20.03,1350.19,4,190.65,7.72,437.18,0,154.3510822,0.02309589,0.031080675
605,Maldives,Alifu_Dhaalu,Baa,0.183806687,0.00038432,0.183422367,21.38,1364.045,4,176.5,16.38,214.81,0,139.9749487,0.02443835,0
606,Maldives,Alifu_Dhaalu,Dhaalu,0.42388206,0.06392583,0.35995623,11.505,1259.155,4,86.2,3.37,424.59,0,50.12052302,0.02860274,0
607,Maldives,Alifu_Dhaalu,Faafu,0.751254498,0.23504121,0.516213288,12.785,1393.62,4,88.17,0.81,155.66,0,50.09680719,0.02860274,0
608,Maldives,Alifu_Dhaalu,Gaaf_Alif,0.974621393,0.187568656,0.787052737,17.235,1613.1,4,316.85,8.09,283.3,0,276.2258726,0.00046575,0
609,Maldives,Alifu_Dhaalu,Gaafu_Dhaalu,0.925084467,0.020256706,0.904827761,25.375,1168.02,4,355.99,24.37,606.86,0,323.2653286,0.01049315,0
610,Maldives,Alifu_Dhaalu,Haa_Dhaalu,0.615748574,0.057327105,0.558421469,14.46,1507.05,4,332.01,2.54,71.2,0,292.4952015,0.04884931,0
611,Maldives,Alifu_Dhaalu,Kaafu,0.214631296,0.000206388,0.214424908,17.46,1405.23,4,125.59,8.54,132.44,0,87.98190058,0.00328767,0.023658896
612,Maldives,Alifu_Dhaalu,Laamu,0.374028173,0.097093193,0.27693498,22.615,1267.215,4,198.87,18.85,408.47,0,164.0760531,0.00569863,0
613,Maldives,Alifu_Dhaalu,Lhaviyani,0.417768631,0.114812318,0.302956313,25.425,1253.47,4,211.7,24.47,435.96,0,177.4142352,0.0329315,0.044960928
614,Maldives,Alifu_Dhaalu,Raa,0.76909379,0.043904777,0.725189013,23.51,1243.905,4,221.27,20.64,455.09,0,186.9719419,0.01978082,0
615,Maldives,Alifu_Dhaalu,Seenu,0.289850918,0.033993905,0.255857013,15.355,1506.285,4,470.46,4.33,69.67,0,431.0800798,0.00115069,0
616,Maldives,Alifu_Dhaalu,Shaviyani,0.590392813,0.005879337,0.584513476,12.44,976.4,4,286.52,1.5,990.1,0,256.4778606,0.04884931,0.037539148
617,Maldives,Alifu_Dhaalu,Thaa,0.17479877,0.097639905,0.077158865,18.54,1301.525,4,133.82,10.7,339.85,0,98.00569496,0.00202739,0.031080675
618,Maldives,Baa,Dhaalu,0.530645857,0.000113824,0.530532034,19.695,1151.75,4,254.16,19.75,209.78,0,220.7414622,0.05304109,0
619,Maldives,Baa,Faafu,0.813442912,0.210352078,0.603090834,20.975,1286.215,4,220.68,17.19,59.15,0,185.2677463,0.05304109,0
620,Maldives,Baa,Gaaf_Alif,0.980578199,0.103179386,0.877398813,25.425,1505.695,4,474.36,8.29,498.11,0,436.3968118,0.0239726,0
621,Maldives,Baa,Gaafu_Dhaalu,0.946657673,0.000831815,0.945825858,33.565,1060.615,4,525.64,7.99,392.05,0,495.5762678,0.0349315,0
622,Maldives,Baa,Haa_Dhaalu,0.699806491,1.48E-16,0.699806491,22.65,1399.645,4,164.59,13.84,286.01,0,127.7361406,0.02441096,0
623,Maldives,Baa,Kaafu,0.085139651,0.054656823,0.030482827,25.65,1297.825,4,97.03,7.84,82.37,0,62.08283974,0.02772602,0.023658896
624,Maldives,Baa,Laamu,0.491093188,0.050389538,0.44070365,30.805,1159.81,4,353.39,2.47,193.66,0,321.2569922,0.03013698,0
625,Maldives,Baa,Lhaviyani,0.518368637,0.046882717,0.47148592,33.615,1146.065,4,70.72,8.09,221.15,0,39.09517432,0.00849315,0.044960928
626,Maldives,Baa,Raa,0.826903177,3.20E-05,0.82687115,31.7,1136.5,4,55.61,4.26,240.28,0,23.97288107,0.00465753,0
627,Maldives,Baa,Seenu,0.42775262,0.000312988,0.427439632,23.545,1398.88,4,634.49,12.05,284.48,0,597.7710189,0.02558904,0
628,Maldives,Baa,Shaviyani,0.696336612,1.46E-16,0.696336612,20.63,868.995,4,120.12,17.88,775.29,0,92.73879972,0.02441096,0.037539148
629,Maldives,Baa,Thaa,0.131882186,0.035909969,0.095972216,26.73,1194.12,4,298.93,5.68,125.04,0,265.7766341,0.02241096,0.031080675
630,Maldives,Dhaalu,Faafu,0.920005156,0.868426838,0.051578318,11.1,1181.325,4,37.83,2.56,268.93,0,2.863320698,0,0
631,Maldives,Dhaalu,Gaaf_Alif,0.980195213,0.712670732,0.267524481,15.55,1400.805,4,232.62,11.46,707.89,0,195.1023861,0.02906849,0
632,Maldives,Dhaalu,Gaafu_Dhaalu,0.875285347,0.240335166,0.63495018,23.69,955.725,4,283.02,27.74,182.27,0,253.4018421,0.01810959,0
633,Maldives,Dhaalu,Haa_Dhaalu,0.780882327,0.700186142,0.080696185,12.775,1294.755,4,408.03,5.91,495.79,0,371.621715,0.07745205,0
634,Maldives,Dhaalu,Kaafu,0.553418015,0.000107454,0.553310561,15.775,1192.935,4,184.84,11.91,292.15,0,150.3384141,0.02531507,0.023658896
635,Maldives,Dhaalu,Laamu,0.59970802,0.560972962,0.038735058,20.93,1054.92,4,119.99,22.22,16.12,0,88.30256656,0.02290411,0
636,Maldives,Dhaalu,Lhaviyani,0.520925533,0.496402327,0.024523206,23.74,1041.175,4,279.68,27.84,11.37,0,248.5007487,0.06153424,0.044960928
637,Maldives,Dhaalu,Raa,0.828971458,0.637702141,0.191269317,21.825,1031.61,4,297.07,24.01,30.5,0,265.8784554,0.04838356,0
638,Maldives,Dhaalu,Seenu,0.517031182,0.442782672,0.074248509,13.67,1293.99,4,394.22,7.7,494.26,0,357.9465933,0.02745205,0
639,Maldives,Dhaalu,Shaviyani,0.680262386,0.56624265,0.114019737,10.755,764.105,4,362.71,1.87,565.51,0,335.7743741,0.07745205,0.037539148
640,Maldives,Dhaalu,Thaa,0.455390561,0.00056549,0.454825071,16.855,1089.23,4,59.46,14.07,84.74,0,26.75220847,0.03063013,0.031080675
641,Maldives,Faafu,Gaaf_Alif,0.950852964,0.674730758,0.276122206,16.83,1535.27,4,268.43,8.9,438.96,0,228.9186703,0.02906849,0
642,Maldives,Faafu,Gaafu_Dhaalu,0.973457742,0.921910771,0.05154697,24.97,1090.19,4,320.15,25.18,451.2,0,288.5381263,0.01810959,0
643,Maldives,Faafu,Haa_Dhaalu,0.7013415,0.653789388,0.047552112,14.055,1429.22,4,370.22,3.35,226.86,0,331.8179991,0.07745205,0
644,Maldives,Faafu,Kaafu,0.80524629,0.12721344,0.67803285,17.055,1327.4,4,148.5,9.35,23.22,0,112.0046983,0.02531507,0.023658896
645,Maldives,Faafu,Laamu,0.635977191,0.320616013,0.315361179,22.21,1189.385,4,153.03,19.66,252.81,0,119.3488507,0.02290411,0
646,Maldives,Faafu,Lhaviyani,0.798077985,0.644219628,0.153858357,25.02,1175.64,4,248.12,25.28,280.3,0,214.9470328,0.06153424,0.044960928
647,Maldives,Faafu,Raa,0.640277882,0.565871679,0.074406203,23.105,1166.075,4,264.44,21.45,299.43,0,231.2547396,0.04838356,0
648,Maldives,Faafu,Seenu,0.732005801,0.464882636,0.267123165,14.95,1428.455,4,430.65,5.14,225.33,0,392.3828775,0.02745205,0
649,Maldives,Faafu,Shaviyani,0.941087921,0.931178742,0.009909178,12.035,898.57,4,330.62,0.69,834.44,0,301.6906582,0.07745205,0.037539148
650,Maldives,Faafu,Thaa,0.763227031,0.157832259,0.605394772,18.135,1223.695,4,93.31,11.51,184.19,0,58.60849264,0.03063013,0.031080675
651,Maldives,Gaaf_Alif,Gaafu_Dhaalu,1,1,0,29.42,1309.67,4,52.24,16.28,890.16,0,18.07719172,0.0109589,0
652,Maldives,Gaaf_Alif,Haa_Dhaalu,0.942900275,0.510850432,0.432049843,18.505,1648.7,4,637.48,5.55,212.1,0,596.5270646,0.04838356,0
653,Maldives,Gaaf_Alif,Kaafu,0.981696973,0.099128866,0.882568108,21.505,1546.88,4,405.69,0.45,415.74,0,366.6437637,0.00375342,0.023658896
654,Maldives,Gaaf_Alif,Laamu,0.967561555,0.441438846,0.52612271,26.66,1408.865,4,124.42,10.76,691.77,0,88.18791615,0.00616438,0
655,Maldives,Gaaf_Alif,Lhaviyani,0.944185792,0.110199723,0.833986068,29.47,1395.12,4,505.29,16.38,719.26,0,469.5660983,0.03246575,0.044960928
656,Maldives,Gaaf_Alif,Raa,0.847467579,0.263589634,0.583877946,27.555,1385.555,4,527.85,12.55,738.39,0,492.113805,0.01931507,0
657,Maldives,Gaaf_Alif,Seenu,0.963902601,0.320824077,0.643078524,19.4,1647.935,4,162.31,3.76,213.63,0,121.4919429,0.00161644,0
658,Maldives,Gaaf_Alif,Shaviyani,0.952360854,0.586658242,0.365702611,16.485,1118.05,4,596.3,9.59,1273.4,0,564.8197237,0.04838356,0.037539148
659,Maldives,Gaaf_Alif,Thaa,0.975469034,0.070142162,0.905326872,22.585,1443.175,4,177.21,2.61,623.15,0,139.9575581,0.00156164,0.031080675
660,Maldives,Gaafu_Dhaalu,Haa_Dhaalu,0.984203552,0.941241631,0.042961921,26.645,1203.62,4,695.74,21.83,678.06,0,662.6865206,0.05934246,0
661,Maldives,Gaafu_Dhaalu,Kaafu,0.949865043,1.07E-15,0.949865043,29.645,1101.8,4,462.84,15.83,474.42,0,431.6932197,0.00720548,0.023658896
662,Maldives,Gaafu_Dhaalu,Laamu,0.912745753,0.374097753,0.538647999,34.8,963.785,4,179.73,5.52,198.39,0,151.3973722,0.00479452,0
663,Maldives,Gaafu_Dhaalu,Lhaviyani,0.936369545,0.575989642,0.360379903,37.61,950.04,4,560.62,0.1,170.9,0,532.7955543,0.04342465,0.044960928
664,Maldives,Gaafu_Dhaalu,Raa,1,1,0,35.695,940.475,4,586.48,3.73,151.77,0,558.643261,0.03027397,0
665,Maldives,Gaafu_Dhaalu,Seenu,0.889528819,0.137182428,0.752346391,27.54,1202.855,4,104.68,20.04,676.53,0,71.7613989,0.00934246,0
666,Maldives,Gaafu_Dhaalu,Shaviyani,0.960918978,0.852914724,0.108004254,24.625,672.97,4,649.59,25.87,383.24,0,626.0091797,0.05934246,0.037539148
667,Maldives,Gaafu_Dhaalu,Thaa,0.948554521,0.206189497,0.742365023,30.725,998.095,4,236.53,13.67,267.01,0,207.1770141,0.01252054,0.031080675
668,Maldives,Haa_Dhaalu,Kaafu,0.715897209,2.96E-16,0.715897209,18.73,1440.83,4,246.31,6,203.64,0,208.3730925,0.05213698,0.023658896
669,Maldives,Haa_Dhaalu,Laamu,0.504182474,0.238266039,0.265916434,23.885,1302.815,4,519.71,16.31,479.67,0,484.587245,0.05454794,0
670,Maldives,Haa_Dhaalu,Lhaviyani,0.552454938,0.347850806,0.204604132,26.695,1289.07,4,152.22,21.93,507.16,0,117.6054271,0.01591781,0.044960928
671,Maldives,Haa_Dhaalu,Raa,0.489702763,0.269290369,0.220412394,24.78,1279.505,4,115.6,18.1,526.29,0,80.97313388,0.02906849,0
672,Maldives,Haa_Dhaalu,Seenu,0.535340884,0.240168637,0.295172247,16.625,1541.885,4,806.24,1.79,1.53,0,766.5312717,0.05,0
673,Maldives,Haa_Dhaalu,Shaviyani,0.461622054,0.457953556,0.003668498,13.71,1012,4,57.47,4.04,1061.3,0,27.09905252,0,0.037539148
674,Maldives,Haa_Dhaalu,Thaa,0.645213576,1.86E-05,0.645195004,19.81,1337.125,4,465.47,8.16,411.05,0,429.3268869,0.04682192,0.031080675
675,Maldives,Kaafu,Laamu,0.514548869,0.049967738,0.464581131,26.885,1200.995,4,283.14,10.31,276.03,0,249.9239441,0.00241096,0.023658896
676,Maldives,Kaafu,Lhaviyani,0.533140644,0.030104141,0.503036503,29.695,1187.25,4,102.89,15.93,303.52,0,70.18212624,0.03621917,0.021302032
677,Maldives,Kaafu,Raa,0.836830048,0,0.836830048,27.78,1177.685,4,137.56,12.1,322.65,0,104.839833,0.02306849,0.023658896
678,Maldives,Kaafu,Seenu,0.453818117,0.000462655,0.453355462,19.625,1440.065,4,569.33,4.21,202.11,0,531.5279709,0.00213698,0.023658896
679,Maldives,Kaafu,Shaviyani,0.712581871,0,0.712581871,16.71,910.18,4,194.88,10.04,857.66,0,166.4157516,0.05213698,0.061198044
680,Maldives,Kaafu,Thaa,0.146562006,0.017489045,0.129072961,22.81,1235.305,4,232.56,2.16,207.41,0,198.323586,0.00531506,0.054739571
681,Maldives,Laamu,Lhaviyani,0.430219665,0.406661838,0.023557827,34.85,1049.235,4,382.8,5.62,27.49,0,352.9062787,0.03863013,0.044960928
682,Maldives,Laamu,Raa,0.640579834,0.126050953,0.514528882,32.935,1039.67,4,407.49,1.79,46.62,0,377.5839855,0.02547945,0
683,Maldives,Laamu,Seenu,0.286200394,0.252131243,0.034069151,24.78,1302.05,4,286.92,14.52,478.14,0,251.9321233,0.00454794,0
684,Maldives,Laamu,Shaviyani,0.506548812,0.248776766,0.257772046,21.865,772.165,4,469.4,20.35,581.63,0,443.7499041,0.05454794,0.037539148
685,Maldives,Laamu,Thaa,0.458379622,0.123309322,0.3350703,27.965,1097.29,4,63.33,8.15,68.62,0,31.90773851,0.00772602,0.031080675
686,Maldives,Lhaviyani,Raa,0.68777447,0.28686765,0.400906821,35.745,1025.925,4,70.74,3.83,19.13,0,41.34216757,0.01315068,0.044960928
687,Maldives,Lhaviyani,Seenu,0.359978577,0.300442807,0.05953577,27.59,1288.305,4,668.4,20.14,505.63,0,633.9203054,0.03408219,0.044960928
688,Maldives,Lhaviyani,Shaviyani,0.447243985,0.201653934,0.245590051,24.675,758.42,4,84.93,25.97,554.14,0,59.78808622,0.01591781,0.082500076
689,Maldives,Lhaviyani,Thaa,0.472883037,0.098025973,0.374857064,30.775,1083.545,4,327.76,13.77,96.11,0,296.8459206,0.03090411,0.076041603
690,Maldives,Raa,Seenu,0.689501159,0.187754932,0.501746227,25.675,1278.74,4,687.47,16.31,524.76,0,652.9780122,0.02093151,0
691,Maldives,Raa,Shaviyani,0.720503099,0.596230468,0.124272631,22.76,748.855,4,66.45,22.14,535.01,0,41.29579297,0.02906849,0.037539148
692,Maldives,Raa,Thaa,0.792789783,0.00094832,0.791841462,28.86,1073.98,4,350.53,9.94,115.24,0,319.6036274,0.01775343,0.031080675
693,Maldives,Seenu,Shaviyani,0.389655566,0.011253221,0.378402345,14.605,1011.235,4,758.92,5.83,1059.77,0,728.6839308,0.05,0.037539148
694,Maldives,Seenu,Thaa,0.40428474,0.093818676,0.310466063,20.705,1336.36,4,341.2,6.37,409.52,0,305.1917652,0.00317808,0.031080675
695,Maldives,Shaviyani,Thaa,0.641249358,2.83E-05,0.641221052,17.79,806.475,4,382.31,12.2,650.25,0,355.639546,0.04682192,0.006458473
696,Maldives,Alifu_Dhaalu,Alifu,0.939825755,0.151849212,0.787976543,14.68,1520.115,4,55.33,2.98,97.33,0,15.65939673,0.02512328,0
697,Maldives,Baa,Alifu,0.950507933,1.29E-16,0.950507933,22.87,1412.71,4,133.5,13.4,312.14,0,96.49033589,0.00068493,0
698,Maldives,Baa,Alifu_Dhaalu,0.183806687,0.00038432,0.183422367,21.38,1364.045,4,176.5,16.38,214.81,0,139.9749487,0.02443835,0
699,Maldives,Dhaalu,Alifu,0.859897319,0.08326903,0.776628289,12.995,1307.82,4,140.95,6.35,521.92,0,104.3859102,0.05372602,0
700,Maldives,Dhaalu,Alifu_Dhaalu,0.42388206,0.06392583,0.35995623,11.505,1259.155,4,86.2,3.37,424.59,0,50.12052302,0.02860274,0
701,Maldives,Dhaalu,Baa,0.530645857,0.000113824,0.530532034,19.695,1151.75,4,254.16,19.75,209.78,0,220.7414622,0.05304109,0
702,Maldives,Faafu,Alifu,1,1,0,14.275,1442.285,4,98.21,3.79,252.99,0,59.65219441,0.05372602,0
703,Maldives,Faafu,Alifu_Dhaalu,0.751254498,0.23504121,0.516213288,12.785,1393.62,4,88.17,0.81,155.66,0,50.09680719,0.02860274,0
704,Maldives,Faafu,Baa,0.813442912,0.210352078,0.603090834,20.975,1286.215,4,220.68,17.19,59.15,0,185.2677463,0.05304109,0
705,Maldives,Faafu,Dhaalu,0.920005156,0.868426838,0.051578318,11.1,1181.325,4,37.83,2.56,268.93,0,2.863320698,0,0
706,Maldives,Gaaf_Alif,Alifu,1,1,0,18.725,1661.765,4,365.16,5.11,185.97,0,324.0512598,0.02465753,0
707,Maldives,Gaaf_Alif,Alifu_Dhaalu,0.974621393,0.187568656,0.787052737,17.235,1613.1,4,316.85,8.09,283.3,0,276.2258726,0.00046575,0
708,Maldives,Gaaf_Alif,Baa,0.980578199,0.103179386,0.877398813,25.425,1505.695,4,474.36,8.29,498.11,0,436.3968118,0.0239726,0
709,Maldives,Gaaf_Alif,Dhaalu,0.980195213,0.712670732,0.267524481,15.55,1400.805,4,232.62,11.46,707.89,0,195.1023861,0.02906849,0
710,Maldives,Gaaf_Alif,Faafu,0.950852964,0.674730758,0.276122206,16.83,1535.27,4,268.43,8.9,438.96,0,228.9186703,0.02906849,0
711,Maldives,Gaafu_Dhaalu,Alifu,0.840566973,0.834121817,0.006445156,26.865,1216.685,4,419.09,21.39,704.19,0,385.8807158,0.03561643,0
712,Maldives,Gaafu_Dhaalu,Alifu_Dhaalu,0.925084467,0.020256706,0.904827761,25.375,1168.02,4,355.99,24.37,606.86,0,323.2653286,0.01049315,0
713,Maldives,Gaafu_Dhaalu,Baa,0.946657673,0.000831815,0.945825858,33.565,1060.615,4,525.64,7.99,392.05,0,495.5762678,0.0349315,0
714,Maldives,Gaafu_Dhaalu,Dhaalu,0.875285347,0.240335166,0.63495018,23.69,955.725,4,283.02,27.74,182.27,0,253.4018421,0.01810959,0
715,Maldives,Gaafu_Dhaalu,Faafu,0.973457742,0.921910771,0.05154697,24.97,1090.19,4,320.15,25.18,451.2,0,288.5381263,0.01810959,0
716,Maldives,Gaafu_Dhaalu,Gaaf_Alif,1,1,0,29.42,1309.67,4,52.24,16.28,890.16,0,18.07719172,0.0109589,0
717,Maldives,Haa_Dhaalu,Alifu,0.97195661,0.888386251,0.083570359,15.95,1555.715,4,276.81,0.44,26.13,0,236.8105887,0.02372603,0
718,Maldives,Haa_Dhaalu,Alifu_Dhaalu,0.615748574,0.057327105,0.558421469,14.46,1507.05,4,332.01,2.54,71.2,0,292.4952015,0.04884931,0
719,Maldives,Haa_Dhaalu,Baa,0.699806491,1.48E-16,0.699806491,22.65,1399.645,4,164.59,13.84,286.01,0,127.7361406,0.02441096,0
720,Maldives,Haa_Dhaalu,Dhaalu,0.780882327,0.700186142,0.080696185,12.775,1294.755,4,408.03,5.91,495.79,0,371.621715,0.07745205,0
721,Maldives,Haa_Dhaalu,Faafu,0.7013415,0.653789388,0.047552112,14.055,1429.22,4,370.22,3.35,226.86,0,331.8179991,0.07745205,0
722,Maldives,Haa_Dhaalu,Gaaf_Alif,0.942900275,0.510850432,0.432049843,18.505,1648.7,4,637.48,5.55,212.1,0,596.5270646,0.04838356,0
723,Maldives,Haa_Dhaalu,Gaafu_Dhaalu,0.984203552,0.941241631,0.042961921,26.645,1203.62,4,695.74,21.83,678.06,0,662.6865206,0.05934246,0
724,Maldives,Kaafu,Alifu,0.953528159,2.02E-07,0.953527957,18.95,1453.895,4,90.27,5.56,229.77,0,52.17728781,0.02841095,0.023658896
725,Maldives,Kaafu,Alifu_Dhaalu,0.214631296,0.000206388,0.214424908,17.46,1405.23,4,125.59,8.54,132.44,0,87.98190058,0.00328767,0.023658896
726,Maldives,Kaafu,Baa,0.085139651,0.054656823,0.030482827,25.65,1297.825,4,97.03,7.84,82.37,0,62.08283974,0.02772602,0.023658896
727,Maldives,Kaafu,Dhaalu,0.553418015,0.000107454,0.553310561,15.775,1192.935,4,184.84,11.91,292.15,0,150.3384141,0.02531507,0.023658896
728,Maldives,Kaafu,Faafu,0.80524629,0.12721344,0.67803285,17.055,1327.4,4,148.5,9.35,23.22,0,112.0046983,0.02531507,0.023658896
729,Maldives,Kaafu,Gaaf_Alif,0.981696973,0.099128866,0.882568108,21.505,1546.88,4,405.69,0.45,415.74,0,366.6437637,0.00375342,0.023658896
730,Maldives,Kaafu,Gaafu_Dhaalu,0.949865043,1.07E-15,0.949865043,29.645,1101.8,4,462.84,15.83,474.42,0,431.6932197,0.00720548,0.023658896
731,Maldives,Kaafu,Haa_Dhaalu,0.715897209,2.96E-16,0.715897209,18.73,1440.83,4,246.31,6,203.64,0,208.3730925,0.05213698,0.023658896
732,Maldives,Laamu,Alifu,0.959217344,0.685449109,0.273768235,24.105,1315.88,4,251.66,15.87,505.8,0,216.3814403,0.03082191,0
733,Maldives,Laamu,Alifu_Dhaalu,0.374028173,0.097093193,0.27693498,22.615,1267.215,4,198.87,18.85,408.47,0,164.0760531,0.00569863,0
734,Maldives,Laamu,Baa,0.491093188,0.050389538,0.44070365,30.805,1159.81,4,353.39,2.47,193.66,0,321.2569922,0.03013698,0
735,Maldives,Laamu,Dhaalu,0.59970802,0.560972962,0.038735058,20.93,1054.92,4,119.99,22.22,16.12,0,88.30256656,0.02290411,0
736,Maldives,Laamu,Faafu,0.635977191,0.320616013,0.315361179,22.21,1189.385,4,153.03,19.66,252.81,0,119.3488507,0.02290411,0
737,Maldives,Laamu,Gaaf_Alif,0.967561555,0.441438846,0.52612271,26.66,1408.865,4,124.42,10.76,691.77,0,88.18791615,0.00616438,0
738,Maldives,Laamu,Gaafu_Dhaalu,0.912745753,0.374097753,0.538647999,34.8,963.785,4,179.73,5.52,198.39,0,151.3973722,0.00479452,0
739,Maldives,Laamu,Haa_Dhaalu,0.504182474,0.238266039,0.265916434,23.885,1302.815,4,519.71,16.31,479.67,0,484.587245,0.05454794,0
740,Maldives,Laamu,Kaafu,0.514548869,0.049967738,0.464581131,26.885,1200.995,4,283.14,10.31,276.03,0,249.9239441,0.00241096,0.023658896
741,Maldives,Lhaviyani,Alifu,0.87175019,0.081478106,0.790272084,26.915,1302.135,4,158.76,21.49,533.29,0,123.9896224,0.00780822,0.044960928
742,Maldives,Lhaviyani,Alifu_Dhaalu,0.417768631,0.114812318,0.302956313,25.425,1253.47,4,211.7,24.47,435.96,0,177.4142352,0.0329315,0.044960928
743,Maldives,Lhaviyani,Baa,0.518368637,0.046882717,0.47148592,33.615,1146.065,4,70.72,8.09,221.15,0,39.09517432,0.00849315,0.044960928
744,Maldives,Lhaviyani,Dhaalu,0.520925533,0.496402327,0.024523206,23.74,1041.175,4,279.68,27.84,11.37,0,248.5007487,0.06153424,0.044960928
745,Maldives,Lhaviyani,Faafu,0.798077985,0.644219628,0.153858357,25.02,1175.64,4,248.12,25.28,280.3,0,214.9470328,0.06153424,0.044960928
746,Maldives,Lhaviyani,Gaaf_Alif,0.944185792,0.110199723,0.833986068,29.47,1395.12,4,505.29,16.38,719.26,0,469.5660983,0.03246575,0.044960928
747,Maldives,Lhaviyani,Gaafu_Dhaalu,0.936369545,0.575989642,0.360379903,37.61,950.04,4,560.62,0.1,170.9,0,532.7955543,0.04342465,0.044960928
748,Maldives,Lhaviyani,Haa_Dhaalu,0.552454938,0.347850806,0.204604132,26.695,1289.07,4,152.22,21.93,507.16,0,117.6054271,0.01591781,0.044960928
749,Maldives,Lhaviyani,Kaafu,0.533140644,0.030104141,0.503036503,29.695,1187.25,4,102.89,15.93,303.52,0,70.18212624,0.03621917,0.021302032
750,Maldives,Lhaviyani,Laamu,0.430219665,0.406661838,0.023557827,34.85,1049.235,4,382.8,5.62,27.49,0,352.9062787,0.03863013,0.044960928
751,Maldives,Raa,Alifu,1,1,0,25,1292.57,4,170.17,17.66,552.42,0,135.3873291,0.00534246,0
752,Maldives,Raa,Alifu_Dhaalu,0.76909379,0.043904777,0.725189013,23.51,1243.905,4,221.27,20.64,455.09,0,186.9719419,0.01978082,0
753,Maldives,Raa,Baa,0.826903177,3.20E-05,0.82687115,31.7,1136.5,4,55.61,4.26,240.28,0,23.97288107,0.00465753,0
754,Maldives,Raa,Dhaalu,0.828971458,0.637702141,0.191269317,21.825,1031.61,4,297.07,24.01,30.5,0,265.8784554,0.04838356,0
755,Maldives,Raa,Faafu,0.640277882,0.565871679,0.074406203,23.105,1166.075,4,264.44,21.45,299.43,0,231.2547396,0.04838356,0
756,Maldives,Raa,Gaaf_Alif,0.847467579,0.263589634,0.583877946,27.555,1385.555,4,527.85,12.55,738.39,0,492.113805,0.01931507,0
757,Maldives,Raa,Gaafu_Dhaalu,1,1,0,35.695,940.475,4,586.48,3.73,151.77,0,558.643261,0.03027397,0
758,Maldives,Raa,Haa_Dhaalu,0.489702763,0.269290369,0.220412394,24.78,1279.505,4,115.6,18.1,526.29,0,80.97313388,0.02906849,0
759,Maldives,Raa,Kaafu,0.836830048,0,0.836830048,27.78,1177.685,4,137.56,12.1,322.65,0,104.839833,0.02306849,0.023658896
760,Maldives,Raa,Laamu,0.640579834,0.126050953,0.514528882,32.935,1039.67,4,407.49,1.79,46.62,0,377.5839855,0.02547945,0
761,Maldives,Raa,Lhaviyani,0.68777447,0.28686765,0.400906821,35.745,1025.925,4,70.74,3.83,19.13,0,41.34216757,0.01315068,0.044960928
762,Maldives,Seenu,Alifu,0.909056916,0.235951787,0.673105128,16.845,1554.95,4,527.78,1.35,27.66,0,487.915467,0.02627397,0
763,Maldives,Seenu,Alifu_Dhaalu,0.289850918,0.033993905,0.255857013,15.355,1506.285,4,470.46,4.33,69.67,0,431.0800798,0.00115069,0
764,Maldives,Seenu,Baa,0.42775262,0.000312988,0.427439632,23.545,1398.88,4,634.49,12.05,284.48,0,597.7710189,0.02558904,0
