,Archipelago,Island1,Island2,beta_sor,beta_turn,beta_nest,mean_emerse_pres,mean_emerse_past,mean_island_age,Distance_km,diff_emerse_pres,diff_emerse_past,diff_island_age,d_past.y,diif_present_air,diff_past_air
442,Fiji,Tailevu,Serua,0.153409199,0.052518381,0.100890818,5169.16,6636.95,28,67.76,28.88,1771.52,0,57.16646197,0.15060274,0.000801372
443,French_Polynesia,Hiva_Oa,Moorea,0.174391899,0.043357099,0.1310348,427.66,687.905,1.68,1447.67,185.94,541.21,0.34,1441.872454,0.15449315,0.035168267
444,French_Polynesia,Hiva_Oa,Nuku_Hiva,0.008630861,0,0.008630861,463.495,827.73,2.87,152.5,114.27,261.56,2.04,144.3847352,0.11843836,0.2013834
445,French_Polynesia,Hiva_Oa,Raiatea,0.187076957,0.037168038,0.149908918,395.935,774.71,2.165,1555.34,249.39,367.6,0.63,1546.323252,0.20175343,0.021050072
446,French_Polynesia,Hiva_Oa,Tahaa,0.096793947,0.087228047,0.0095659,381.185,730.265,2.34,1548.66,278.89,456.49,0.98,1540.196983,0.2640548,0.097558212
447,French_Polynesia,Hiva_Oa,Tahuata,0.123046052,1.28E-16,0.123046052,491.61,886.53,1.945,21.41,58.04,143.96,0.19,12.848473,0.16558904,0.057963943
448,French_Polynesia,Hiva_Oa,Ua_Huka,0.009594935,0.00241614,0.007178795,315.965,591.395,1.625,110.43,409.33,734.23,0.45,103.3389302,0.0339726,0.077466583
449,French_Polynesia,Hiva_Oa,Ua_Pou,0.010640446,0.010014372,0.000626075,481.975,880.78,2.05,78.52,77.31,155.46,0.4,69.81711283,0.30747945,0.025766563
450,French_Polynesia,Hiva_Oa,Fatu_Hiva,0.010913834,0.010196198,0.000717637,359.21,689.49,1.875,87.69,322.84,538.04,0.05,79.46181592,0.02893151,0
451,French_Polynesia,Moorea,Nuku_Hiva,0.16879031,0.046236878,0.122553432,370.525,557.125,2.7,1417.07,71.67,279.65,2.38,1412.345011,0.03605479,0.166215133
452,French_Polynesia,Moorea,Raiatea,0.051829773,0.033337299,0.018492475,302.965,504.105,1.995,191.56,63.45,173.61,0.97,185.9335278,0.04726028,0.014118195
453,French_Polynesia,Moorea,Tahaa,0.145562529,0.02162674,0.123935789,288.215,459.66,2.17,204.14,92.95,84.72,1.32,199.0672586,0.10956165,0.132726479
454,French_Polynesia,Moorea,Tahuata,0.292852208,0.049903024,0.242949184,398.64,615.925,1.775,1430.99,127.9,397.25,0.53,1425.818749,0.01109589,0.09313221
455,French_Polynesia,Moorea,Ua_Huka,0.168768002,0.044664755,0.124103247,222.995,320.79,1.455,1465.04,223.39,193.02,0.11,1461.339206,0.12052055,0.11263485
456,French_Polynesia,Moorea,Ua_Pou,0.174044817,0.043642641,0.130402177,389.005,610.175,1.88,1387.07,108.63,385.75,0.74,1381.757389,0.1529863,0.06093483
457,French_Polynesia,Moorea,Fatu_Hiva,0.173377504,0.042970702,0.130406802,266.24,418.885,1.705,1437.92,136.9,3.17,0.39,1433.082092,0.12556164,0.038011254
458,French_Polynesia,Nuku_Hiva,Raiatea,0.180905051,0.039452011,0.14145304,338.8,643.93,3.185,1511.22,135.12,106.04,1.41,1503.275809,0.08331507,0.180333328
459,French_Polynesia,Nuku_Hiva,Tahaa,0.097220326,0.095547668,0.001672658,324.05,599.485,3.36,1502.81,164.62,194.93,1.06,1495.419539,0.14561644,0.298941612
460,French_Polynesia,Nuku_Hiva,Tahuata,0.131537222,0,0.131537222,434.475,755.75,2.965,158.41,56.23,117.6,1.85,150.9210296,0.04715068,0.259347343
461,French_Polynesia,Nuku_Hiva,Ua_Huka,0.001434769,1.97E-16,0.001434769,258.83,460.615,2.645,62.68,295.06,472.67,2.49,56.66148679,0.08446576,0.278849983
462,French_Polynesia,Nuku_Hiva,Ua_Pou,0.01915602,0.011247486,0.007908534,424.84,750,3.07,53.06,36.96,106.1,1.64,45.42966939,0.18904109,0.227149963
463,French_Polynesia,Nuku_Hiva,Fatu_Hiva,0.01919691,0.011381006,0.007815904,302.075,558.71,2.895,240.23,208.57,276.48,1.99,233.0743725,0.08950685,0.204226387
464,French_Polynesia,Raiatea,Tahaa,0.164610384,0.022418052,0.142192333,256.49,546.465,2.655,23.17,29.5,88.89,0.35,14.8780563,0.06230137,0.118608284
465,French_Polynesia,Raiatea,Tahuata,0.303804249,0.041709773,0.262094476,366.915,702.73,2.26,1537.37,191.35,223.64,0.44,1528.979546,0.03616439,0.079014015
466,French_Polynesia,Raiatea,Ua_Huka,0.180357355,0.037225284,0.143132071,191.27,407.595,1.94,1559.77,159.94,366.63,1.08,1552.850004,0.16778083,0.098516655
467,French_Polynesia,Raiatea,Ua_Pou,0.188006429,0.038971369,0.14903506,357.28,696.98,2.365,1480.41,172.08,212.14,0.23,1471.878186,0.10572602,0.046816635
468,French_Polynesia,Raiatea,Fatu_Hiva,0.187153989,0.038065386,0.149088604,234.515,505.69,2.19,1546.45,73.45,170.44,0.58,1538.392889,0.17282192,0.023893059
469,French_Polynesia,Tahaa,Tahuata,0.208530964,0.086744569,0.121786395,352.165,658.285,2.435,1532.2,220.85,312.53,0.79,1524.363277,0.09846576,0.039594269
470,French_Polynesia,Tahaa,Ua_Huka,0.098577567,0.095607433,0.002970134,176.52,363.15,2.115,1550.04,130.44,277.74,1.43,1543.673734,0.2300822,0.020091629
471,French_Polynesia,Tahaa,Ua_Pou,0.106239653,0.097350622,0.008889031,342.53,652.535,2.54,1471.31,201.58,301.03,0.58,1463.331917,0.04342465,0.071791649
472,French_Polynesia,Tahaa,Fatu_Hiva,0.106308907,0.097504979,0.008803928,219.765,461.245,2.365,1546.6,43.95,81.55,0.93,1539.09662,0.23512329,0.094715225
473,French_Polynesia,Tahuata,Ua_Huka,0.130127034,2.62E-08,0.130127008,286.945,519.415,1.72,127.7,351.29,590.27,0.64,121.2352246,0.13161644,0.01950264
474,French_Polynesia,Tahuata,Ua_Pou,0.129477456,0.006628339,0.122849118,452.955,808.8,2.145,122.32,19.27,11.5,0.21,114.2434072,0.14189041,0.03219738
475,French_Polynesia,Tahuata,Fatu_Hiva,0.130729626,0.007953969,0.122775657,330.19,617.51,1.97,74.99,264.8,394.08,0.14,67.38811028,0.13665753,0.055120956
476,French_Polynesia,Ua_Huka,Ua_Pou,0.019124834,0.012644023,0.006480811,277.31,513.665,1.825,78.86,332.02,578.77,0.85,72.25386441,0.27350685,0.05170002
477,French_Polynesia,Ua_Huka,Fatu_Hiva,0.017780911,0.011383389,0.006397522,154.545,322.375,1.65,200.91,86.49,196.19,0.5,194.7785675,0.00504109,0.074623596
478,French_Polynesia,Ua_Pou,Fatu_Hiva,0.002520387,0.00242799,9.24E-05,320.555,611.76,2.075,197.39,245.53,382.58,0.35,189.6467501,0.27854794,0.022923576
479,French_Polynesia,Moorea,Hiva_Oa,0.174391899,0.043357099,0.1310348,427.66,687.905,1.68,1447.67,185.94,541.21,0.34,1441.872454,0.15449315,0.035168267
480,French_Polynesia,Nuku_Hiva,Hiva_Oa,0.008630861,0,0.008630861,463.495,827.73,2.87,152.5,114.27,261.56,2.04,144.3847352,0.11843836,0.2013834
481,French_Polynesia,Nuku_Hiva,Moorea,0.16879031,0.046236878,0.122553432,370.525,557.125,2.7,1417.07,71.67,279.65,2.38,1412.345011,0.03605479,0.166215133
482,French_Polynesia,Raiatea,Hiva_Oa,0.187076957,0.037168038,0.149908918,395.935,774.71,2.165,1555.34,249.39,367.6,0.63,1546.323252,0.20175343,0.021050072
483,French_Polynesia,Raiatea,Moorea,0.051829773,0.033337299,0.018492475,302.965,504.105,1.995,191.56,63.45,173.61,0.97,185.9335278,0.04726028,0.014118195
484,French_Polynesia,Raiatea,Nuku_Hiva,0.180905051,0.039452011,0.14145304,338.8,643.93,3.185,1511.22,135.12,106.04,1.41,1503.275809,0.08331507,0.180333328
485,French_Polynesia,Tahaa,Hiva_Oa,0.096793947,0.087228047,0.0095659,381.185,730.265,2.34,1548.66,278.89,456.49,0.98,1540.196983,0.2640548,0.097558212
486,French_Polynesia,Tahaa,Moorea,0.145562529,0.02162674,0.123935789,288.215,459.66,2.17,204.14,92.95,84.72,1.32,199.0672586,0.10956165,0.132726479
487,French_Polynesia,Tahaa,Nuku_Hiva,0.097220326,0.095547668,0.001672658,324.05,599.485,3.36,1502.81,164.62,194.93,1.06,1495.419539,0.14561644,0.298941612
488,French_Polynesia,Tahaa,Raiatea,0.164610384,0.022418052,0.142192333,256.49,546.465,2.655,23.17,29.5,88.89,0.35,14.8780563,0.06230137,0.118608284
489,French_Polynesia,Tahuata,Hiva_Oa,0.123046052,1.28E-16,0.123046052,491.61,886.53,1.945,21.41,58.04,143.96,0.19,12.848473,0.16558904,0.057963943
490,French_Polynesia,Tahuata,Moorea,0.292852208,0.049903024,0.242949184,398.64,615.925,1.775,1430.99,127.9,397.25,0.53,1425.818749,0.01109589,0.09313221
491,French_Polynesia,Tahuata,Nuku_Hiva,0.131537222,0,0.131537222,434.475,755.75,2.965,158.41,56.23,117.6,1.85,150.9210296,0.04715068,0.259347343
492,French_Polynesia,Tahuata,Raiatea,0.303804249,0.041709773,0.262094476,366.915,702.73,2.26,1537.37,191.35,223.64,0.44,1528.979546,0.03616439,0.079014015
493,French_Polynesia,Tahuata,Tahaa,0.208530964,0.086744569,0.121786395,352.165,658.285,2.435,1532.2,220.85,312.53,0.79,1524.363277,0.09846576,0.039594269
494,French_Polynesia,Ua_Huka,Hiva_Oa,0.009594935,0.00241614,0.007178795,315.965,591.395,1.625,110.43,409.33,734.23,0.45,103.3389302,0.0339726,0.077466583
495,French_Polynesia,Ua_Huka,Moorea,0.168768002,0.044664755,0.124103247,222.995,320.79,1.455,1465.04,223.39,193.02,0.11,1461.339206,0.12052055,0.11263485
496,French_Polynesia,Ua_Huka,Nuku_Hiva,0.001434769,1.97E-16,0.001434769,258.83,460.615,2.645,62.68,295.06,472.67,2.49,56.66148679,0.08446576,0.278849983
497,French_Polynesia,Ua_Huka,Raiatea,0.180357355,0.037225284,0.143132071,191.27,407.595,1.94,1559.77,159.94,366.63,1.08,1552.850004,0.16778083,0.098516655
498,French_Polynesia,Ua_Huka,Tahaa,0.098577567,0.095607433,0.002970134,176.52,363.15,2.115,1550.04,130.44,277.74,1.43,1543.673734,0.2300822,0.020091629
499,French_Polynesia,Ua_Huka,Tahuata,0.130127034,2.62E-08,0.130127008,286.945,519.415,1.72,127.7,351.29,590.27,0.64,121.2352246,0.13161644,0.01950264
500,French_Polynesia,Ua_Pou,Hiva_Oa,0.010640446,0.010014372,0.000626075,481.975,880.78,2.05,78.52,77.31,155.46,0.4,69.81711283,0.30747945,0.025766563
501,French_Polynesia,Ua_Pou,Moorea,0.174044817,0.043642641,0.130402177,389.005,610.175,1.88,1387.07,108.63,385.75,0.74,1381.757389,0.1529863,0.06093483
502,French_Polynesia,Ua_Pou,Nuku_Hiva,0.01915602,0.011247486,0.007908534,424.84,750,3.07,53.06,36.96,106.1,1.64,45.42966939,0.18904109,0.227149963
503,French_Polynesia,Ua_Pou,Raiatea,0.188006429,0.038971369,0.14903506,357.28,696.98,2.365,1480.41,172.08,212.14,0.23,1471.878186,0.10572602,0.046816635
504,French_Polynesia,Ua_Pou,Tahaa,0.106239653,0.097350622,0.008889031,342.53,652.535,2.54,1471.31,201.58,301.03,0.58,1463.331917,0.04342465,0.071791649
505,French_Polynesia,Ua_Pou,Tahuata,0.129477456,0.006628339,0.122849118,452.955,808.8,2.145,122.32,19.27,11.5,0.21,114.2434072,0.14189041,0.03219738
506,French_Polynesia,Ua_Pou,Ua_Huka,0.019124834,0.012644023,0.006480811,277.31,513.665,1.825,78.86,332.02,578.77,0.85,72.25386441,0.27350685,0.05170002
507,French_Polynesia,Fatu_Hiva,Hiva_Oa,0.010913834,0.010196198,0.000717637,359.21,689.49,1.875,87.69,322.84,538.04,0.05,79.46181592,0.02893151,0.002842987
508,French_Polynesia,Fatu_Hiva,Moorea,0.173377504,0.042970702,0.130406802,266.24,418.885,1.705,1437.92,136.9,3.17,0.39,1433.082092,0.12556164,0.038011254
509,French_Polynesia,Fatu_Hiva,Nuku_Hiva,0.01919691,0.011381006,0.007815904,302.075,558.71,2.895,240.23,208.57,276.48,1.99,233.0743725,0.08950685,0.204226387
510,French_Polynesia,Fatu_Hiva,Raiatea,0.187153989,0.038065386,0.149088604,234.515,505.69,2.19,1546.45,73.45,170.44,0.58,1538.392889,0.17282192,0.023893059
511,French_Polynesia,Fatu_Hiva,Tahaa,0.106308907,0.097504979,0.008803928,219.765,461.245,2.365,1546.6,43.95,81.55,0.93,1539.09662,0.23512329,0.094715225
512,French_Polynesia,Fatu_Hiva,Tahuata,0.130729626,0.007953969,0.122775657,330.19,617.51,1.97,74.99,264.8,394.08,0.14,67.38811028,0.13665753,0.055120956
513,French_Polynesia,Fatu_Hiva,Ua_Huka,0.017780911,0.011383389,0.006397522,154.545,322.375,1.65,200.91,86.49,196.19,0.5,194.7785675,0.00504109,0.074623596
514,French_Polynesia,Fatu_Hiva,Ua_Pou,0.002520387,0.00242799,9.24E-05,320.555,611.76,2.075,197.39,245.53,382.58,0.35,189.6467501,0.27854794,0.022923576
515,Hawaii,Hawaii_Island,Kaho_olawe_Isand,0.66000598,0,0.66000598,6922.76,8152.165,13.01,148.02,10792.32,11709.97,23.98,138.8697744,7.56909589,1.273183251
516,Hawaii,Hawaii_Island,Kauai_Island,0.140078329,0.041833214,0.098245115,6952.895,8250.75,15.05,495.01,10732.05,11512.8,19.9,485.1541118,6.89315069,0.437683296
517,Hawaii,Hawaii_Island,Kure_Atoll_incl_Sand_and_Green_Islands,0.728356003,4.39E-16,0.728356003,6161.63,7269.92,25,2507.42,12314.58,13474.46,0,2491.420719,4.86290411,0.968804296
518,Hawaii,Hawaii_Island,Lanai_Island,0.123484179,0.010131326,0.113352854,7034.97,8824.76,13.14,191.1,10567.9,10364.78,23.72,176.5055238,7.25876712,1.084066582
519,Hawaii,Hawaii_Island,Maui_Island,0.07347408,0.039817007,0.033657073,10086.95,12324.075,13.16,152.28,4463.94,3366.15,23.68,139.9309769,5.93778082,1.02171669
520,Hawaii,Hawaii_Island,Molokai_Island,0.244171051,0.005345392,0.238825659,8033.895,10601.675,22.45,227.04,8570.05,6810.95,5.1,209.5706716,7.25876712,1.206699944
521,Hawaii,Hawaii_Island,Niihau_Island,0.613972979,0,0.613972979,6310.77,7402.65,25,541.51,12016.3,13209,0,531.2323006,7.33164384,1.236516571
522,Hawaii,Hawaii_Island,Oahu_Island_incl_Mokolii_Islet,0.241542781,0.009475819,0.232066961,7400.075,9687.77,13.8,324.38,9837.69,8638.76,22.4,306.9925079,7.11441096,1.169350052
523,Hawaii,Kaho_olawe_Isand,Kauai_Island,0.597935844,0,0.597935844,1556.735,2395.765,3.06,347.5,60.27,197.17,4.08,336.8000837,0.6759452,0.835499955
524,Hawaii,Kaho_olawe_Isand,Kure_Atoll_incl_Sand_and_Green_Islands,0.232011928,0.115603781,0.116408147,765.47,1414.935,13.01,2361.58,1522.26,1764.49,23.98,2344.736691,2.70619178,0.304378955
525,Hawaii,Kaho_olawe_Isand,Lanai_Island,0.59009166,1.68E-16,0.59009166,1638.81,2969.775,1.15,44.42,224.42,1345.19,0.26,28.9814957,0.31032877,0.189116669
526,Hawaii,Kaho_olawe_Isand,Maui_Island,0.639753941,0,0.639753941,4690.79,6469.09,1.17,40.38,6328.38,8343.82,0.3,27.1869487,1.63131507,0.251466561
527,Hawaii,Kaho_olawe_Isand,Molokai_Island,0.498970414,1.68E-16,0.498970414,2637.735,4746.69,10.46,78.01,2222.27,4899.02,18.88,59.69664343,0.31032877,0.066483307
528,Hawaii,Kaho_olawe_Isand,Niihau_Island,0.077395763,0,0.077395763,914.61,1547.665,13.01,395.55,1223.98,1499.03,23.98,384.4282724,0.23745205,0.03666668
529,Hawaii,Kaho_olawe_Isand,Oahu_Island_incl_Mokolii_Islet,0.503589408,0,0.503589408,2003.915,3832.785,1.81,169.98,954.63,3071.21,1.58,151.7484798,0.45468493,0.103833199
530,Hawaii,Kauai_Island,Kure_Atoll_incl_Sand_and_Green_Islands,0.676331017,0,0.676331017,795.605,1513.52,15.05,2016.11,1582.53,1961.66,19.9,1998.561028,2.03024658,0.531121
531,Hawaii,Kauai_Island,Lanai_Island,0.050695079,0.039047491,0.011647589,1668.945,3068.36,3.19,300.61,164.15,1148.02,3.82,284.4658331,0.36561643,0.646383286
532,Hawaii,Kauai_Island,Maui_Island,0.068061468,0.000360799,0.067700669,4720.925,6567.675,3.21,360.33,6268.11,8146.65,3.78,346.4312861,0.95536987,0.584033394
533,Hawaii,Kauai_Island,Molokai_Island,0.14104718,1.13E-16,0.14104718,2667.87,4845.275,12.5,275.41,2162,4701.85,14.8,256.3909808,0.36561643,0.769016648
534,Hawaii,Kauai_Island,Niihau_Island,0.545798375,1.44E-16,0.545798375,944.745,1646.25,15.05,71.4,1284.25,1696.2,19.9,59.57260984,0.43849315,0.798833275
535,Hawaii,Kauai_Island,Oahu_Island_incl_Mokolii_Islet,0.13499549,0,0.13499549,2034.05,3931.37,3.85,177.4,894.36,2874.04,2.5,158.4628172,0.22126027,0.731666756
536,Hawaii,Kure_Atoll_incl_Sand_and_Green_Islands,Lanai_Island,0.670157454,0.00138449,0.668772964,877.68,2087.53,13.14,2207.93,1746.68,3109.68,23.72,2185.64244,2.39586301,0.115262286
537,Hawaii,Kure_Atoll_incl_Sand_and_Green_Islands,Maui_Island,0.711467639,4.39E-16,0.711467639,3929.66,5586.845,13.16,2373.55,7850.64,10108.31,23.68,2353.507893,1.07487671,0.052912394
538,Hawaii,Kure_Atoll_incl_Sand_and_Green_Islands,Molokai_Island,0.59173185,2.19E-16,0.59173185,1876.605,3864.445,22.45,2293.77,3744.53,6663.51,5.1,2268.607588,2.39586301,0.237895648
539,Hawaii,Kure_Atoll_incl_Sand_and_Green_Islands,Niihau_Island,0.209396631,0.00313243,0.206264201,153.48,665.42,25,1962.96,298.28,265.46,0,1944.989217,2.46873973,0.267712275
540,Hawaii,Kure_Atoll_incl_Sand_and_Green_Islands,Oahu_Island_incl_Mokolii_Islet,0.595726315,0,0.595726315,1242.785,2950.54,13.8,2189.78,2476.89,4835.7,22.4,2164.699424,2.25150685,0.200545756
541,Hawaii,Lanai_Island,Maui_Island,0.079780491,1.74E-16,0.079780491,4803,7141.685,1.3,65.61,6103.96,6998.63,0.04,46.97269816,1.3209863,0.062349892
542,Hawaii,Lanai_Island,Molokai_Island,0.145406211,0.018670337,0.126735874,2749.945,5419.285,10.59,36.85,1997.85,3553.83,18.62,13.09239288,0,0.122633362
543,Hawaii,Lanai_Island,Niihau_Island,0.537231582,1.44E-16,0.537231582,1026.82,2220.26,13.14,356.68,1448.4,2844.22,23.72,340.1140219,0.07287672,0.152449989
544,Hawaii,Lanai_Island,Oahu_Island_incl_Mokolii_Islet,0.142000071,0.021580062,0.120420008,2116.125,4505.38,1.94,118.4,730.21,1726.02,1.32,94.72422924,0.14435616,0.08528347
545,Hawaii,Maui_Island,Molokai_Island,0.20679687,0,0.20679687,5801.925,8918.6,10.61,89.79,4106.11,3444.8,18.58,68.27784588,1.3209863,0.184983254
546,Hawaii,Maui_Island,Niihau_Island,0.591653452,0,0.591653452,4078.8,5719.575,13.16,414.1,7552.36,9842.85,23.68,399.7794749,1.39386302,0.214799881
547,Hawaii,Maui_Island,Oahu_Island_incl_Mokolii_Islet,0.200883995,0,0.200883995,5168.105,8004.695,1.96,192.55,5373.75,5272.61,1.28,171.1196822,1.17663014,0.147633362
548,Hawaii,Molokai_Island,Niihau_Island,0.438509081,1.44E-16,0.438509081,2025.745,3997.175,22.45,413.46,3446.25,6398.05,5.1,394.0191696,0.07287672,0.029816627
549,Hawaii,Molokai_Island,Oahu_Island_incl_Mokolii_Islet,0.021734859,0.015662327,0.006072532,3115.05,6282.295,11.25,109.18,1267.64,1827.81,17.3,82.62937696,0.14435616,0.037349892
550,Hawaii,Niihau_Island,Oahu_Island_incl_Mokolii_Islet,0.443478525,0,0.443478525,302.62,798.15,13.8,229.79,NA,NA,22.4,NA,0.21723288,0.067166519
551,Hawaii,Kaho_olawe_Isand,Hawaii_Island,0.66000598,0,0.66000598,6922.76,8152.165,13.01,148.02,10792.32,11709.97,23.98,138.8697744,7.56909589,1.273183251
552,Hawaii,Kauai_Island,Hawaii_Island,0.140078329,0.041833214,0.098245115,6952.895,8250.75,15.05,495.01,10732.05,11512.8,19.9,485.1541118,6.89315069,0.437683296
553,Hawaii,Kauai_Island,Kaho_olawe_Isand,0.597935844,0,0.597935844,1556.735,2395.765,3.06,347.5,60.27,197.17,4.08,336.8000837,0.6759452,0.835499955
554,Hawaii,Kure_Atoll_incl_Sand_and_Green_Islands,Hawaii_Island,0.728356003,4.39E-16,0.728356003,6161.63,7269.92,25,2507.42,12314.58,13474.46,0,2491.420719,4.86290411,0.968804296
555,Hawaii,Kure_Atoll_incl_Sand_and_Green_Islands,Kaho_olawe_Isand,0.232011928,0.115603781,0.116408147,765.47,1414.935,13.01,2361.58,1522.26,1764.49,23.98,2344.736691,2.70619178,0.304378955
556,Hawaii,Kure_Atoll_incl_Sand_and_Green_Islands,Kauai_Island,0.676331017,0,0.676331017,795.605,1513.52,15.05,2016.11,1582.53,1961.66,19.9,1998.561028,2.03024658,0.531121
557,Hawaii,Lanai_Island,Hawaii_Island,0.123484179,0.010131326,0.113352854,7034.97,8824.76,13.14,191.1,10567.9,10364.78,23.72,176.5055238,7.25876712,1.084066582
558,Hawaii,Lanai_Island,Kaho_olawe_Isand,0.59009166,1.68E-16,0.59009166,1638.81,2969.775,1.15,44.42,224.42,1345.19,0.26,28.9814957,0.31032877,0.189116669
559,Hawaii,Lanai_Island,Kauai_Island,0.050695079,0.039047491,0.011647589,1668.945,3068.36,3.19,300.61,164.15,1148.02,3.82,284.4658331,0.36561643,0.646383286
560,Hawaii,Lanai_Island,Kure_Atoll_incl_Sand_and_Green_Islands,0.670157454,0.00138449,0.668772964,877.68,2087.53,13.14,2207.93,1746.68,3109.68,23.72,2185.64244,2.39586301,0.115262286
561,Hawaii,Maui_Island,Hawaii_Island,0.07347408,0.039817007,0.033657073,10086.95,12324.075,13.16,152.28,4463.94,3366.15,23.68,139.9309769,5.93778082,1.02171669
562,Hawaii,Maui_Island,Kaho_olawe_Isand,0.639753941,0,0.639753941,4690.79,6469.09,1.17,40.38,6328.38,8343.82,0.3,27.1869487,1.63131507,0.251466561
563,Hawaii,Maui_Island,Kauai_Island,0.068061468,0.000360799,0.067700669,4720.925,6567.675,3.21,360.33,6268.11,8146.65,3.78,346.4312861,0.95536987,0.584033394
564,Hawaii,Maui_Island,Kure_Atoll_incl_Sand_and_Green_Islands,0.711467639,4.39E-16,0.711467639,3929.66,5586.845,13.16,2373.55,7850.64,10108.31,23.68,2353.507893,1.07487671,0.052912394
565,Hawaii,Maui_Island,Lanai_Island,0.079780491,1.74E-16,0.079780491,4803,7141.685,1.3,65.61,6103.96,6998.63,0.04,46.97269816,1.3209863,0.062349892
566,Hawaii,Molokai_Island,Hawaii_Island,0.244171051,0.005345392,0.238825659,8033.895,10601.675,22.45,227.04,8570.05,6810.95,5.1,209.5706716,7.25876712,1.206699944
567,Hawaii,Molokai_Island,Kaho_olawe_Isand,0.498970414,1.68E-16,0.498970414,2637.735,4746.69,10.46,78.01,2222.27,4899.02,18.88,59.69664343,0.31032877,0.066483307
568,Hawaii,Molokai_Island,Kauai_Island,0.14104718,1.13E-16,0.14104718,2667.87,4845.275,12.5,275.41,2162,4701.85,14.8,256.3909808,0.36561643,0.769016648
569,Hawaii,Molokai_Island,Kure_Atoll_incl_Sand_and_Green_Islands,0.59173185,2.19E-16,0.59173185,1876.605,3864.445,22.45,2293.77,3744.53,6663.51,5.1,2268.607588,2.39586301,0.237895648
570,Hawaii,Molokai_Island,Lanai_Island,0.145406211,0.018670337,0.126735874,2749.945,5419.285,10.59,36.85,1997.85,3553.83,18.62,13.09239288,0,0.122633362
571,Hawaii,Molokai_Island,Maui_Island,0.20679687,0,0.20679687,5801.925,8918.6,10.61,89.79,4106.11,3444.8,18.58,68.27784588,1.3209863,0.184983254
572,Hawaii,Niihau_Island,Hawaii_Island,0.613972979,0,0.613972979,6310.77,7402.65,25,541.51,12016.3,13209,0,531.2323006,7.33164384,1.236516571
573,Hawaii,Niihau_Island,Kaho_olawe_Isand,0.077395763,0,0.077395763,914.61,1547.665,13.01,395.55,1223.98,1499.03,23.98,384.4282724,0.23745205,0.03666668
574,Hawaii,Niihau_Island,Kauai_Island,0.545798375,1.44E-16,0.545798375,944.745,1646.25,15.05,71.4,1284.25,1696.2,19.9,59.57260984,0.43849315,0.798833275
575,Hawaii,Niihau_Island,Kure_Atoll_incl_Sand_and_Green_Islands,0.209396631,0.00313243,0.206264201,153.48,665.42,25,1962.96,298.28,265.46,0,1944.989217,2.46873973,0.267712275
576,Hawaii,Niihau_Island,Lanai_Island,0.537231582,1.44E-16,0.537231582,1026.82,2220.26,13.14,356.68,1448.4,2844.22,23.72,340.1140219,0.07287672,0.152449989
577,Hawaii,Niihau_Island,Maui_Island,0.591653452,0,0.591653452,4078.8,5719.575,13.16,414.1,7552.36,9842.85,23.68,399.7794749,1.39386302,0.214799881
578,Hawaii,Niihau_Island,Molokai_Island,0.438509081,1.44E-16,0.438509081,2025.745,3997.175,22.45,413.46,3446.25,6398.05,5.1,394.0191696,0.07287672,0.029816627
579,Hawaii,Oahu_Island_incl_Mokolii_Islet,Hawaii_Island,0.241542781,0.009475819,0.232066961,7400.075,9687.77,13.8,324.38,9837.69,8638.76,22.4,306.9925079,7.11441096,1.169350052
580,Hawaii,Oahu_Island_incl_Mokolii_Islet,Kaho_olawe_Isand,0.503589408,0,0.503589408,2003.915,3832.785,1.81,169.98,954.63,3071.21,1.58,151.7484798,0.45468493,0.103833199
581,Hawaii,Oahu_Island_incl_Mokolii_Islet,Kauai_Island,0.13499549,0,0.13499549,2034.05,3931.37,3.85,177.4,894.36,2874.04,2.5,158.4628172,0.22126027,0.731666756
582,Hawaii,Oahu_Island_incl_Mokolii_Islet,Kure_Atoll_incl_Sand_and_Green_Islands,0.595726315,0,0.595726315,1242.785,2950.54,13.8,2189.78,2476.89,4835.7,22.4,2164.699424,2.25150685,0.200545756
583,Hawaii,Oahu_Island_incl_Mokolii_Islet,Lanai_Island,0.142000071,0.021580062,0.120420008,2116.125,4505.38,1.94,118.4,730.21,1726.02,1.32,94.72422924,0.14435616,0.08528347
584,Hawaii,Oahu_Island_incl_Mokolii_Islet,Maui_Island,0.200883995,0,0.200883995,5168.105,8004.695,1.96,192.55,5373.75,5272.61,1.28,171.1196822,1.17663014,0.147633362
585,Hawaii,Oahu_Island_incl_Mokolii_Islet,Molokai_Island,0.021734859,0.015662327,0.006072532,3115.05,6282.295,11.25,109.18,1267.64,1827.81,17.3,82.62937696,0.14435616,0.037349892
586,Hawaii,Oahu_Island_incl_Mokolii_Islet,Niihau_Island,0.443478525,0,0.443478525,1391.925,3083.27,13.8,229.79,2178.61,4570.24,22.4,210.431006,0.21723288,0.067166519
587,Islas_Revillagigedo,Isla_Clarion,Socorro,0.268888649,0.004318416,0.264570232,101.025,131.13,10,398.31,149.65,180.22,0,396.6741965,0.66443836,0.211007309
588,Islas_Revillagigedo,Socorro,Isla_Clarion,0.268888649,0.004318416,0.264570232,101.025,131.13,10,398.31,149.65,180.22,0,396.6741965,0.66443836,0.211007309
589,Juan_Fernandez,Alejandro_Selkirk_Island,Robinson_Crusoe_Island,0.405143566,0.166139892,0.239003674,66.76,147.985,1.4,172.76,10.98,84.81,0,168.389852,0.04309589,0.173947429
