,Archipelago1,Archipelago2,beta_sor,beta_sim,beta_sne,diff_isolation,diff_reef_area,diff_past_isolation,diff_age,diff_past_reef_area,diff_sst,diff_past_sst,mean_sst,mean_past_sst,Group1,Group2,Archipelago1.var,Archipelago2.var,Distance_raw,Distance
35,Andaman_and_Nicobar_Islands,Virgin_Islands,0.976076555,0.974293059,0.001783496,222.809249,272.327487,221.4473565,107.2,29.42857266,0.94,0.54833,28.67,25.503765,Across_Oceans,Atlantic-Indian,Virgin_Islands,Andaman_and_Nicobar_Islands,"15.861,99",15.861
36,Azores,Bermuda,0.886792453,0.77173913,0.115053322,28.1100789,538.623,329.1724511,24.43,3.428571463,4.54,5.09351,21.63,17.833445,Within_Oceans,Atlantic,Bermuda,Azores,"3.398,05",3.398
37,Azores,Canary_Islands,0.453846154,0.22826087,0.225585284,23.4256799,192.038,43.0856689,2.43,0,2.34,2.86961,20.53,16.721495,Within_Regions,Eastern_Atlantic,Azores,Canary_Islands,"1.501,51",1.501
38,Azores,Cape_Verde,0.679558011,0.369565217,0.309992794,0,304.921,0,7.57,0,5.27,6.78433,21.995,18.678855,Within_Regions,Eastern_Atlantic,Azores,Cape_Verde,"2.655,69",2.655
39,Azores,Cook_Islands,0.970845481,0.891304348,0.079541133,20.8399491,51.613762,449.9320198,4.07,2.571428537,7.96,11.56465,23.34,21.069015,Across_Oceans,Pacific-Atlantic,Cook_Islands,Azores,"15.140,91",15.14
40,Azores,Fiji,0.983596215,0.858695652,0.124900562,4.2589192,2421.93192,622.8295092,5.43,33.42856979,8.11,11.89201,23.415,21.232695,Across_Oceans,Pacific-Atlantic,Fiji,Azores,"16.460,44",16.46
41,Azores,French_Polynesia,0.976764969,0.858695652,0.118069317,51.2218452,14.197801,415.5803009,19.23,3,8.56,10.60045,23.64,20.586915,Across_Oceans,Pacific-Atlantic,French_Polynesia,Azores,"14.004,57",14.004
42,Azores,Galapagos,0.964010283,0.923913043,0.040097239,402.4393361,123.815694,113.6990872,19.26,0,4.61,8.87137,21.665,19.722375,Across_Oceans,Pacific-Atlantic,Galapagos,Azores,"7.746,43",7.746
43,Azores,Hawaii,0.952904239,0.836956522,0.115947717,247.8588761,375.913722,249.549971,2.43,3.428571463,6.63,11.75991,22.675,21.166645,Across_Oceans,Pacific-Atlantic,Hawaii,Azores,"11.636,97",11.636
44,Azores,Islas_Revillagigedo,0.940074906,0.913043478,0.027031428,34.984964,6.132,432.6657746,12.57,0.857142866,5.74,7.68906,22.23,19.13122,Across_Oceans,Pacific-Atlantic,Islas_Revillagigedo,Azores,"8.229,77",8.229
45,Azores,Juan_Fernandez_Islands,0.98630137,0.981481481,0.004819888,402.4393361,123.815694,113.6990872,21.17,0,1.69,3.5046,18.515,17.03899,Across_Oceans,Pacific-Atlantic,Juan_Fernandez_Islands,Azores,"9.527,14",9.527
46,Azores,Maldives,0.980237154,0.891304348,0.088932806,212.6898411,1815.30847,616.8599586,18.57,33.1428566,10.04,11.45423,24.38,21.013805,Across_Oceans,Atlantic-Indian,Azores,Maldives,"10.751,3",10.751
47,Azores,Maluku_Islands,0.989821883,0.934782609,0.055039274,142.4980495,864.835842,638.0616718,19.17,63.42856979,10.16,11.97919,24.44,21.276285,Across_Oceans,Pacific-Atlantic,Azores,Maluku_Islands,"15.425,37",15.425
48,Azores,Marianas_Islands,0.975378788,0.858695652,0.116683136,117.9549434,49.941562,591.3817802,7.43,1.857142806,9.75,12.62256,24.235,21.59797,Across_Oceans,Pacific-Atlantic,Azores,Marianas_Islands,"14.123,47",14.123
49,Azores,Sao_Tome_Principe_and_Annobon,0.782312925,0.652173913,0.130139012,1668.300237,0,172.8134637,8.43,30.8571434,8.3,6.11588,23.51,18.34463,Within_Regions,Eastern_Atlantic,Azores,Sao_Tome_Principe_and_Annobon,"5.515,15",5.515
50,Azores,Seychelles,0.983621474,0.902173913,0.081447561,13.8398772,660.906053,552.2316478,112.43,15.85714245,8.93,11.74251,23.825,21.157945,Across_Oceans,Atlantic-Indian,Azores,Seychelles,"9.757,89",9.757
51,Azores,Virgin_Islands,0.925155925,0.804347826,0.120808099,117.5759668,402.422545,401.9355628,87.43,13.14285755,8.84,9.94291,23.78,20.258145,Within_Oceans,Atlantic,Virgin_Islands,Azores,"4.216,76",4.216
52,Bermuda,Canary_Islands,0.829977629,0.773809524,0.056168105,4.684399,346.585,286.0867822,22,3.428571463,2.2,2.2239,22.8,19.26825,Within_Oceans,Atlantic,Bermuda,Canary_Islands,"4.629,26",4.629
53,Bermuda,Cape_Verde,0.763205829,0.759259259,0.00394657,28.1100789,233.702,329.1724511,32,3.428571463,0.73,1.69082,24.265,21.22561,Within_Oceans,Atlantic,Bermuda,Cape_Verde,"4.503,17",4.503
54,Bermuda,Cook_Islands,0.96792669,0.949820789,0.018105901,48.950028,487.009238,120.7595687,28.5,0.857142926,3.42,6.47114,25.61,23.61577,Across_Oceans,Pacific-Atlantic,Cook_Islands,Bermuda,"11.698,85",11.698
55,Bermuda,Fiji,0.978555305,0.931899642,0.046655663,32.3689981,1883.30892,293.6570581,19,29.99999833,3.57,6.7985,25.685,23.77945,Across_Oceans,Pacific-Atlantic,Fiji,Bermuda,"13.446,33",13.446
56,Bermuda,French_Polynesia,0.969372129,0.928315412,0.041056716,79.3319241,524.425199,86.4078498,5.2,0.428571463,4.02,5.50694,25.91,23.13367,Across_Oceans,Pacific-Atlantic,French_Polynesia,Bermuda,"10.559,63",10.559
57,Bermuda,Galapagos,0.958333333,0.956989247,0.001344086,374.3292572,414.807306,215.4733639,43.69,3.428571463,0.07,3.77786,23.935,22.26913,Across_Oceans,Pacific-Atlantic,Galapagos,Bermuda,"4.594,98",4.594
58,Bermuda,Hawaii,0.953883495,0.931899642,0.021983854,219.7487972,162.709278,79.6224801,22,0,2.09,6.6664,24.945,23.7134,Across_Oceans,Pacific-Atlantic,Hawaii,Bermuda,"9.070,79",9.07
59,Bermuda,Islas_Revillagigedo,0.942731278,0.925714286,0.017016992,63.0950429,532.491,103.4933235,37,2.571428597,1.2,2.59555,24.5,21.677975,Across_Oceans,Pacific-Atlantic,Islas_Revillagigedo,Bermuda,"4.915,98",4.915
60,Bermuda,Juan_Fernandez_Islands,0.993993994,0.981481481,0.012512513,374.3292572,414.807306,215.4733639,45.6,3.428571463,6.23,1.58891,20.785,19.585745,Across_Oceans,Pacific-Atlantic,Juan_Fernandez_Islands,Bermuda,"7.441,98",7.441
61,Bermuda,Maldives,0.976647206,0.949820789,0.026826417,184.5797622,1276.68547,287.6875075,43,29.71428514,5.5,6.36072,26.65,23.56056,Across_Oceans,Atlantic-Indian,Bermuda,Maldives,"14.106,48",14.106
62,Bermuda,Maluku_Islands,0.983894583,0.960573477,0.023321106,170.6081284,326.212842,308.8892207,43.6,59.99999833,5.62,6.88568,26.71,23.82304,Across_Oceans,Pacific-Atlantic,Bermuda,Maluku_Islands,"16.395,27",16.395
63,Bermuda,Marianas_Islands,0.969428801,0.931899642,0.03752916,89.8448645,488.681438,262.2093291,17,1.571428657,5.21,7.52905,26.505,24.144725,Across_Oceans,Pacific-Atlantic,Bermuda,Marianas_Islands,"13.960,47",13.96
64,Bermuda,Sao_Tome_Principe_and_Annobon,0.754677755,0.707920792,0.046756963,1640.190158,538.623,156.3589874,16,27.42857194,3.76,1.02237,25.78,20.891385,Within_Oceans,Atlantic,Bermuda,Sao_Tome_Principe_and_Annobon,"8.256,87",8.256
65,Bermuda,Seychelles,0.981337481,0.956989247,0.024348233,14.2702017,122.283053,223.0591967,88,12.42857099,4.39,6.649,26.095,23.7047,Across_Oceans,Atlantic-Indian,Bermuda,Seychelles,"13.127,2",13.127
66,Bermuda,Virgin_Islands,0.356287425,0.229390681,0.126896744,145.6860457,136.200455,72.7631117,63,9.714286087,4.3,4.8494,26.05,22.8049,Within_Regions,Caribbean_Tropical_Atlantic,Bermuda,Virgin_Islands,"1.587,69",1.587
67,Canary_Islands,Cape_Verde,0.438356164,0.267857143,0.170499022,23.4256799,112.883,43.0856689,10,0,2.93,3.91472,23.165,20.11366,Within_Regions,Eastern_Atlantic,Canary_Islands,Cape_Verde,"1.609,31",1.609
68,Canary_Islands,Cook_Islands,0.968503937,0.928571429,0.039932508,44.265629,140.424238,406.8463509,6.5,2.571428537,5.62,8.69504,24.51,22.50382,Across_Oceans,Pacific-Atlantic,Cook_Islands,Canary_Islands,"16.242,48",16.242
69,Canary_Islands,Fiji,0.981938591,0.910714286,0.071224305,27.6845991,2229.89392,579.7438403,3,33.42856979,5.77,9.0224,24.585,22.6675,Across_Oceans,Pacific-Atlantic,Fiji,Canary_Islands,"17.994,55",17.994
70,Canary_Islands,French_Polynesia,0.973221757,0.904761905,0.068459853,74.6475251,177.840199,372.494632,16.8,3,6.22,7.73084,24.81,22.02172,Across_Oceans,Pacific-Atlantic,French_Polynesia,Canary_Islands,"15.083,53",15.083
71,Canary_Islands,Galapagos,0.956989247,0.94047619,0.016513057,379.0136562,68.222306,70.6134183,21.69,0,2.27,6.00176,22.835,21.15718,Across_Oceans,Pacific-Atlantic,Galapagos,Canary_Islands,"8.564,5",8.564
72,Canary_Islands,Hawaii,0.952314165,0.898809524,0.053504642,224.4331962,183.875722,206.4643021,0,3.428571463,4.29,8.8903,23.845,22.60145,Across_Oceans,Pacific-Atlantic,Hawaii,Canary_Islands,"13.138,51",13.138
73,Canary_Islands,Islas_Revillagigedo,0.935860058,0.93452381,0.001336249,58.4106439,185.906,389.5801057,15,0.857142866,3.4,4.81945,23.4,20.566025,Across_Oceans,Pacific-Atlantic,Islas_Revillagigedo,Canary_Islands,"9.586,72",9.586
74,Canary_Islands,Juan_Fernandez_Islands,0.990990991,0.981481481,0.00950951,379.0136562,68.222306,70.6134183,23.6,0,4.03,0.63499,19.685,18.473795,Across_Oceans,Pacific-Atlantic,Juan_Fernandez_Islands,Canary_Islands,"9.468,65",9.468
75,Canary_Islands,Maldives,0.979779412,0.93452381,0.045255602,189.2641612,1623.27047,573.7742897,21,33.1428566,7.7,8.58462,25.55,22.44861,Across_Oceans,Atlantic-Indian,Canary_Islands,Maldives,"9.900,18",9.9
76,Canary_Islands,Maluku_Islands,0.987250996,0.952380952,0.034870044,165.9237294,672.797842,594.9760029,21.6,63.42856979,7.82,9.10958,25.61,22.71109,Across_Oceans,Pacific-Atlantic,Canary_Islands,Maluku_Islands,"15.537,85",15.537
77,Canary_Islands,Marianas_Islands,0.971731449,0.904761905,0.066969544,94.5292635,142.096438,548.2961113,5,1.857142806,7.41,9.75295,25.405,23.032775,Across_Oceans,Pacific-Atlantic,Canary_Islands,Marianas_Islands,"14.942,78",14.942
78,Canary_Islands,Sao_Tome_Principe_and_Annobon,0.583783784,0.541666667,0.042117117,1644.874557,192.038,129.7277948,6,30.8571434,5.96,3.24627,24.68,19.779435,Within_Regions,Eastern_Atlantic,Canary_Islands,Sao_Tome_Principe_and_Annobon,"4.012,41",4.012
79,Canary_Islands,Seychelles,0.981276596,0.93452381,0.046752786,9.5858027,468.868053,509.1459789,110,15.85714245,6.59,8.8729,24.995,22.59275,Across_Oceans,Atlantic-Indian,Canary_Islands,Seychelles,"8.569,78",8.569
80,Canary_Islands,Virgin_Islands,0.877917415,0.797619048,0.080298367,141.0016467,210.384545,358.8498939,85,13.14285755,6.5,7.0733,24.95,21.69295,Within_Oceans,Atlantic,Virgin_Islands,Canary_Islands,"4.955,22",4.955
81,Cape_Verde,Cook_Islands,0.953703704,0.925925926,0.027777778,20.8399491,253.307238,449.9320198,3.5,2.571428537,2.69,4.78032,25.975,24.46118,Across_Oceans,Pacific-Atlantic,Cook_Islands,Cape_Verde,"15.353,25",15.353
82,Cape_Verde,Fiji,0.969370391,0.9,0.069370391,4.2589192,2117.01092,622.8295092,13,33.42856979,2.84,5.10768,26.05,24.62486,Across_Oceans,Pacific-Atlantic,Fiji,Cape_Verde,"17.550,09",17.55
83,Cape_Verde,French_Polynesia,0.955281419,0.892592593,0.062688826,51.2218452,290.723199,415.5803009,26.8,3,3.29,3.81612,26.275,23.97908,Across_Oceans,Pacific-Atlantic,French_Polynesia,Cape_Verde,"14.285,11",14.285
84,Cape_Verde,Galapagos,0.936507937,0.933333333,0.003174603,402.4393361,181.105306,113.6990872,11.69,0,0.66,2.08704,24.3,23.11454,Across_Oceans,Pacific-Atlantic,Galapagos,Cape_Verde,"7.574,15",7.574
85,Cape_Verde,Hawaii,0.928834356,0.892592593,0.036241763,247.8588761,70.992722,249.549971,10,3.428571463,1.36,4.97558,25.31,24.55881,Across_Oceans,Pacific-Atlantic,Hawaii,Cape_Verde,"13.631,49",13.631
86,Cape_Verde,Islas_Revillagigedo,0.919101124,0.897142857,0.021958266,34.984964,298.789,432.6657746,5,0.857142866,0.47,0.90473,24.865,22.523385,Across_Oceans,Pacific-Atlantic,Islas_Revillagigedo,Cape_Verde,"9.319,29",9.319
87,Cape_Verde,Juan_Fernandez_Islands,0.99382716,0.981481481,0.012345679,402.4393361,181.105306,113.6990872,13.6,0,6.96,3.27973,21.15,20.431155,Across_Oceans,Pacific-Atlantic,Juan_Fernandez_Islands,Cape_Verde,"7.868,69",7.868
88,Cape_Verde,Maldives,0.961344538,0.914814815,0.046529723,212.6898411,1510.38747,616.8599586,11,33.1428566,4.77,4.6699,27.015,24.40597,Across_Oceans,Atlantic-Indian,Cape_Verde,Maldives,"10.732,02",10.732
89,Cape_Verde,Maluku_Islands,0.973470892,0.933333333,0.040137558,142.4980495,559.914842,638.0616718,11.6,63.42856979,4.89,5.19486,27.075,24.66845,Across_Oceans,Pacific-Atlantic,Cape_Verde,Maluku_Islands,"16.875,39",16.875
90,Cape_Verde,Marianas_Islands,0.957860616,0.903703704,0.054156912,117.9549434,254.979438,591.3817802,15,1.857142806,4.48,5.83823,26.87,24.990135,Across_Oceans,Pacific-Atlantic,Cape_Verde,Marianas_Islands,"16.572,65",16.572
91,Cape_Verde,Sao_Tome_Principe_and_Annobon,0.419491525,0.321782178,0.097709347,1668.300237,304.921,172.8134637,16,30.8571434,3.03,0.66845,26.145,21.736795,Within_Regions,Eastern_Atlantic,Cape_Verde,Sao_Tome_Principe_and_Annobon,"3.773,16",3.773
92,Cape_Verde,Seychelles,0.965544244,0.918518519,0.047025726,13.8398772,355.985053,552.2316478,120,15.85714245,3.66,4.95818,26.46,24.55011,Across_Oceans,Atlantic-Indian,Cape_Verde,Seychelles,"9.060,71",9.06
93,Cape_Verde,Virgin_Islands,0.7784522,0.72962963,0.048822571,117.5759668,97.501545,401.9355628,95,13.14285755,3.57,3.15858,26.415,23.65031,Within_Oceans,Atlantic,Virgin_Islands,Cape_Verde,"4.360,36",4.36
94,Cook_Islands,Fiji,0.494968855,0.112794613,0.382174242,16.5810299,2370.318158,172.8974894,9.5,30.85714125,0.15,0.32736,27.395,27.01502,Within_Regions,Central_Pacific,Cook_Islands,Fiji,"2.363,31",2.363
95,Cook_Islands,French_Polynesia,0.367057372,0.136363636,0.230693736,30.3818961,37.415961,34.3517189,23.3,0.428571463,0.6,0.9642,27.62,26.36924,Within_Regions,Central_Pacific,Cook_Islands,French_Polynesia,"1.156,47",1.156
96,Cook_Islands,Galapagos,0.840628507,0.760942761,0.079685746,423.2792852,72.201932,336.2329326,15.19,2.571428537,3.35,2.69328,25.645,25.5047,Within_Oceans,Pacific,Cook_Islands,Galapagos,"7.767,16",7.767
97,Cook_Islands,Hawaii,0.575065847,0.555963303,0.019102544,268.6988252,324.29996,200.3820488,6.5,0.857142926,1.33,0.19526,26.655,26.94897,Within_Regions,Central_Pacific,Cook_Islands,Hawaii,"4.712,2",4.712
98,Cook_Islands,Islas_Revillagigedo,0.869960988,0.714285714,0.155675274,14.1450149,45.481762,17.2662452,8.5,1.714285671,2.22,3.87559,26.21,24.913545,Within_Oceans,Pacific,Cook_Islands,Islas_Revillagigedo,"6.829,7",6.829
99,Cook_Islands,Juan_Fernandez_Islands,0.99382716,0.962962963,0.030864198,423.2792852,72.201932,336.2329326,17.1,2.571428537,9.65,8.06005,22.495,22.821315,Within_Oceans,Pacific,Cook_Islands,Juan_Fernandez_Islands,"7.916,6",7.916
100,Cook_Islands,Maldives,0.528401585,0.398989899,0.129411686,233.5297902,1763.694708,166.9279388,14.5,30.57142806,2.08,0.11042,28.36,26.79613,Across_Oceans,Pacific-Indian,Cook_Islands,Maldives,"13.934,81",13.934
101,Cook_Islands,Maluku_Islands,0.640690065,0.491582492,0.149107574,121.6581004,813.22208,188.129652,15.1,60.85714125,2.2,0.41454,28.42,27.05861,Within_Oceans,Pacific,Cook_Islands,Maluku_Islands,"7.891,67",7.891
102,Cook_Islands,Marianas_Islands,0.386392811,0.195286195,0.191106616,138.7948925,1.6722,141.4497604,11.5,0.714285731,1.79,1.05791,28.215,27.380295,Within_Oceans,Pacific,Cook_Islands,Marianas_Islands,"7.170,95",7.17
103,Cook_Islands,Sao_Tome_Principe_and_Annobon,0.962311558,0.925742574,0.036568984,1689.140186,51.613762,277.1185561,12.5,28.28571486,0.34,5.44877,27.49,24.126955,Across_Oceans,Pacific-Atlantic,Cook_Islands,Sao_Tome_Principe_and_Annobon,"17.249,2",17.249
