,Archipelago,Island1,Island2,beta_sor,beta_nest,beta_turn,mean_emerse_pres,mean_emerse_past,mean_island_age,Distance_km,diff_emerse_pres,diff_emerse_past,diff_island_age,d_past.y,diif_present_air,diff_past_air
208,Bermuda,Southampton,Devonshire,0.077489408,0.029986249,0.047503159,18.315,91.77,47,8.2,9.43,12.74,0,2.185175121,0,0.004159164
209,Bermuda,Southampton,Hamilton,0.05705647,0.021518734,0.035537737,18.495,96.85,47,6.09,9.79,2.58,0,-0.205173386,0,0.010518455
210,Bermuda,Southampton,Paget,0.020925436,0.000189313,0.020736123,18.045,88.88,47,NA,8.89,18.52,0,NA,0,0.00694046
211,Bermuda,Southampton,Pembroke,0.040510266,0.015762262,0.024748004,17.41,99.575,47,6.42,7.62,2.87,0,-0.159918398,0,0.00694046
212,Bermuda,Southampton,Saint_George,0.100379672,0.04882838,0.051551292,11.33,99.885,47,6.31,4.54,3.49,0,-1.188041695,0.03553425,0.001124954
213,Bermuda,Southampton,Sandys,0.05610868,0.006191258,0.049917423,10.79,101.305,47,6.31,5.62,6.33,0,-1.371392105,0,0
214,Bermuda,Southampton,Smiths,0.062590505,0.007256332,0.055334173,14.87,87.505,47,11.96,2.54,21.27,0,5.771496064,0,0.004820633
215,Bermuda,Warwick,Devonshire,0.0702418,0.020331992,0.049909808,21.4,88.225,26.955,6.18,3.26,5.65,40.09,0.798805241,0,0.00746212
216,Bermuda,Warwick,Hamilton,0.061559587,0.011615313,0.049944274,21.58,93.305,26.955,3.83,3.62,4.51,40.09,-1.831543266,0,0.001102829
217,Bermuda,Warwick,Paget,0.019179212,0.009802374,0.009376838,21.13,85.335,26.955,2.58,2.72,11.43,40.09,-2.653595924,0,0.004680824
218,Bermuda,Warwick,Pembroke,0.024961477,0.00595934,0.019002137,20.495,96.03,26.955,3.96,1.45,9.96,40.09,-1.986288278,0,0.004680824
219,Bermuda,Warwick,Saint_George,0.091190924,0.039264871,0.051926053,14.415,96.34,26.955,15.93,10.71,10.58,40.09,9.065588425,0.03553425,0.012746238
220,Bermuda,Warwick,Sandys,0.042467617,0.003432712,0.039034905,13.875,97.76,26.955,6.91,11.79,13.42,40.09,-0.137761985,0,0.011621284
221,Bermuda,Warwick,Smiths,0.046547767,0.00230076,0.044247007,17.955,83.96,26.955,8.68,3.63,14.18,40.09,3.125126184,0,0.006800651
222,Bermuda,Warwick,Southampton,0.027198939,0.009914085,0.017284854,16.685,94.595,26.955,3.03,6.17,7.09,40.09,-3.353472971,0,0.011621284
223,Canary_Islands,El_Hierro,Fuerteventura,0.113019656,0.113019656,2.31E-16,958.135,1523.355,12.05,393.97,1410.57,2370.33,21.9,386.2140394,0.7629863,0.356583404
224,Canary_Islands,El_Hierro,Gomera,0.013990863,0.00870015,0.005290712,317.075,511.59,6.05,90.11,128.45,346.8,9.9,84.9566392,0.24375342,0.100299931
225,Canary_Islands,El_Hierro,Gran_Canaria,0.070812405,0.069512516,0.001299889,919.01,1287.455,8.05,240.06,1332.32,1898.53,13.9,234.4358954,0.86871233,0.182266617
226,Canary_Islands,El_Hierro,La_Palma,0.104509878,0.09820298,0.006306899,482.115,583.895,1.4,110.53,458.53,491.41,0.6,107.9235824,0.78186301,0.184866619
227,Canary_Islands,El_Hierro,Lanzarote,0.143288512,0.143288512,0,672.325,1098.725,8.05,456.9,838.95,1521.07,13.9,449.8107179,0.94035616,0.280416679
228,Canary_Islands,El_Hierro,Tenerife,0.097610988,0.096619172,0.000991817,1116.155,1423.065,6.55,147.96,1726.61,2169.75,10.9,143.4030975,1.338,0.569833279
229,Canary_Islands,Fuerteventura,Gomera,0.104376408,0.104376408,0,1022.36,1696.755,17,314,1282.12,2023.53,12,303.898859,0.51923288,0.456883335
230,Canary_Islands,Fuerteventura,Gran_Canaria,0.043760909,0.043760909,4.02E-16,1624.295,2472.62,19,155.88,78.25,471.8,8,145.3081152,0.10572603,0.538850021
231,Canary_Islands,Fuerteventura,La_Palma,0.074537411,0.01347727,0.06106014,1187.4,1769.06,12.35,318.15,952.04,1878.92,21.3,310.5958022,0.01887671,0.541450023
232,Canary_Islands,Fuerteventura,Lanzarote,0.060171385,0.029833709,0.030337676,1377.61,2283.89,19,88.07,571.62,849.26,8,76.03293772,0.17736986,0.076166725
233,Canary_Islands,Fuerteventura,Tenerife,0.045362043,0.016000737,0.029361306,1821.44,2608.23,17.5,251.49,316.04,200.58,11,241.9853173,0.5750137,0.926416683
234,Canary_Islands,Gomera,Gran_Canaria,0.060893638,0.060893638,1.14E-16,983.235,1460.855,13,166.43,1203.87,1551.73,4,158.460715,0.62495891,0.081966686
235,Canary_Islands,Gomera,La_Palma,0.091142056,0.090060238,0.001081818,546.34,757.295,6.35,93.21,330.08,144.61,9.3,88.25840203,0.53810959,0.084566688
236,Canary_Islands,Gomera,Lanzarote,0.134710915,0.134710915,0,736.55,1272.125,13,369.71,710.5,1174.27,4,360.2755375,0.69660274,0.38071661
237,Canary_Islands,Gomera,Tenerife,0.088043147,0.088043147,0,1180.38,1596.465,11.5,63.26,1598.16,1822.95,1,56.35791708,1.09424658,0.469533348
238,Canary_Islands,Gran_Canaria,La_Palma,0.056687143,0.028599175,0.028087968,1148.275,1533.16,8.35,244.85,873.79,1407.12,13.3,239.4276582,0.08684932,0.002600002
239,Canary_Islands,Gran_Canaria,Lanzarote,0.079014164,0.07405901,0.004955154,1338.485,2047.99,15,228.11,493.37,377.46,0,218.2047937,0.07164383,0.462683296
240,Canary_Islands,Gran_Canaria,Tenerife,0.02729585,0.02729585,6.04E-16,1782.315,2372.33,13.5,108.31,394.29,271.22,3,100.9371733,0.46928767,0.387566662
241,Canary_Islands,La_Palma,Lanzarote,0.045100904,0.045100904,1.90E-16,901.59,1344.43,8.35,420.76,380.42,1029.66,13.3,413.8724807,0.15849315,0.465283298
242,Canary_Islands,La_Palma,Tenerife,0.08169809,0.001961583,0.079736507,1345.42,1668.77,6.85,135.93,1268.08,1678.34,10.3,131.5748603,0.55613699,0.38496666
243,Canary_Islands,Lanzarote,Tenerife,0.051970089,0.046992844,0.004977245,1535.63,2183.6,13.5,302.45,887.66,648.68,3,293.6119958,0.39764384,0.850249958
244,Canary_Islands,Fuerteventura,El_Hierro,0.113019656,0.113019656,2.31E-16,958.135,1523.355,12.05,393.97,1410.57,2370.33,21.9,386.2140394,0.7629863,0.356583404
245,Canary_Islands,Gomera,El_Hierro,0.013990863,0.00870015,0.005290712,317.075,511.59,6.05,90.11,128.45,346.8,9.9,84.9566392,0.24375342,0.100299931
246,Canary_Islands,Gomera,Fuerteventura,0.104376408,0.104376408,0,1022.36,1696.755,17,314,1282.12,2023.53,12,303.898859,0.51923288,0.456883335
247,Canary_Islands,Gran_Canaria,El_Hierro,0.070812405,0.069512516,0.001299889,919.01,1287.455,8.05,240.06,1332.32,1898.53,13.9,234.4358954,0.86871233,0.182266617
248,Canary_Islands,Gran_Canaria,Fuerteventura,0.043760909,0.043760909,4.02E-16,1624.295,2472.62,19,155.88,78.25,471.8,8,145.3081152,0.10572603,0.538850021
249,Canary_Islands,Gran_Canaria,Gomera,0.060893638,0.060893638,1.14E-16,983.235,1460.855,13,166.43,1203.87,1551.73,4,158.460715,0.62495891,0.081966686
250,Canary_Islands,La_Palma,El_Hierro,0.104509878,0.09820298,0.006306899,482.115,583.895,1.4,110.53,458.53,491.41,0.6,107.9235824,0.78186301,0.184866619
251,Canary_Islands,La_Palma,Fuerteventura,0.074537411,0.01347727,0.06106014,1187.4,1769.06,12.35,318.15,952.04,1878.92,21.3,310.5958022,0.01887671,0.541450023
252,Canary_Islands,La_Palma,Gomera,0.091142056,0.090060238,0.001081818,546.34,757.295,6.35,93.21,330.08,144.61,9.3,88.25840203,0.53810959,0.084566688
253,Canary_Islands,La_Palma,Gran_Canaria,0.056687143,0.028599175,0.028087968,1148.275,1533.16,8.35,244.85,873.79,1407.12,13.3,239.4276582,0.08684932,0.002600002
254,Canary_Islands,Lanzarote,El_Hierro,0.143288512,0.143288512,0,672.325,1098.725,8.05,456.9,838.95,1521.07,13.9,449.8107179,0.94035616,0.280416679
255,Canary_Islands,Lanzarote,Fuerteventura,0.060171385,0.029833709,0.030337676,1377.61,2283.89,19,88.07,571.62,849.26,8,76.03293772,0.17736986,0.076166725
256,Canary_Islands,Lanzarote,Gomera,0.134710915,0.134710915,0,736.55,1272.125,13,369.71,710.5,1174.27,4,360.2755375,0.69660274,0.38071661
257,Canary_Islands,Lanzarote,Gran_Canaria,0.079014164,0.07405901,0.004955154,1338.485,2047.99,15,228.11,493.37,377.46,0,218.2047937,0.07164383,0.462683296
258,Canary_Islands,Lanzarote,La_Palma,0.045100904,0.045100904,1.90E-16,901.59,1344.43,8.35,420.76,380.42,1029.66,13.3,413.8724807,0.15849315,0.465283298
259,Canary_Islands,Tenerife,El_Hierro,0.097610988,0.096619172,0.000991817,1116.155,1423.065,6.55,147.96,1726.61,2169.75,10.9,143.4030975,1.338,0.569833279
260,Canary_Islands,Tenerife,Fuerteventura,0.045362043,0.016000737,0.029361306,1821.44,2608.23,17.5,251.49,316.04,200.58,11,241.9853173,0.5750137,0.926416683
261,Canary_Islands,Tenerife,Gomera,0.088043147,0.088043147,0,1180.38,1596.465,11.5,63.26,1598.16,1822.95,1,56.35791708,1.09424658,0.469533348
262,Canary_Islands,Tenerife,Gran_Canaria,0.02729585,0.02729585,6.04E-16,1782.315,2372.33,13.5,108.31,394.29,271.22,3,100.9371733,0.46928767,0.387566662
263,Canary_Islands,Tenerife,La_Palma,0.08169809,0.001961583,0.079736507,1345.42,1668.77,6.85,135.93,1268.08,1678.34,10.3,131.5748603,0.55613699,0.38496666
264,Canary_Islands,Tenerife,Lanzarote,0.051970089,0.046992844,0.004977245,1535.63,2183.6,13.5,302.45,887.66,648.68,3,293.6119958,0.39764384,0.850249958
265,Cape_Verde,Boa_Vista,Brava,0.26102301,0.257971547,0.003051463,418.23,885.14,9,243.85,560.3,1462.7,12,235.7092062,0.38161644,0.352094269
266,Cape_Verde,Boa_Vista,Fogo,0.235192664,0.235192664,0,584.695,1055.015,9.525,214.94,227.37,1122.95,10.95,206.8767651,0.19832877,0.977899933
267,Cape_Verde,Boa_Vista,Maio,0.231139863,0.231139863,0,522.68,1055.015,15,101.98,351.4,1122.95,0,92.18167585,0.37241096,0.050016784
268,Cape_Verde,Boa_Vista,Saint_Nicholas,0.255663375,0.20399681,0.051666566,549.08,1037.67,15,168.46,298.6,1157.64,0,159.8814966,0.23457534,0.08920002
269,Cape_Verde,Boa_Vista,Sal,0.205134136,0.143210726,0.06192341,481.34,1022.96,11.75,73.27,434.08,1187.06,6.5,62.97686702,0.22504109,0.03453331
270,Cape_Verde,Boa_Vista,Santa_Luzia,0.473455882,0.473455882,2.89E-16,739.925,1274.215,9.225,219.51,83.09,684.55,11.55,210.2845842,0.59679452,0.085149956
271,Cape_Verde,Boa_Vista,Santiago,0.151539793,0.135482875,0.016056918,875.925,1386.285,8.9,145.22,355.09,460.41,12.2,136.5750978,0.47972603,0.086166573
272,Cape_Verde,Boa_Vista,Santo_Antao,0.209121353,0.209121353,0,926.145,1461.455,8.71,273.01,455.53,310.07,12.58,264.0089769,0.59679452,0.38824997
273,Cape_Verde,Boa_Vista,Sao_Vicente,0.236371693,0.231154275,0.005217418,769.165,1303.45,9.36,246.48,141.57,626.08,11.28,237.3019864,0.59679452,0.05031681
274,Cape_Verde,Brava,Fogo,0.078094339,0.023731502,0.054362837,304.545,323.665,3.525,36.38,332.93,339.75,1.05,35.7235878,0.18328767,0.625805664
275,Cape_Verde,Brava,Maio,0.082951666,0.027756872,0.055194794,242.53,323.665,9,171.01,208.9,339.75,12,168.6184985,0.00920548,0.402111053
276,Cape_Verde,Brava,Saint_Nicholas,0.054993424,0.045798154,0.009195269,268.93,306.32,9,197.07,261.7,305.06,12,195.8983193,0.61619178,0.262894249
277,Cape_Verde,Brava,Sal,0.1287192,0.108193205,0.020525995,201.19,291.61,5.75,283.69,126.22,275.64,5.5,280.8036897,0.60665753,0.317560959
278,Cape_Verde,Brava,Santa_Luzia,0.248420711,0.243454666,0.004966044,459.775,542.865,3.225,210.95,643.39,778.15,0.45,209.1314069,0.97841096,0.266944313
279,Cape_Verde,Brava,Santiago,0.125759193,0.125508888,0.000250305,595.775,654.935,2.9,121.19,915.39,1002.29,0.2,119.9519205,0.09810959,0.265927696
280,Cape_Verde,Brava,Santo_Antao,0.068103963,0.05161422,0.016489743,645.995,730.105,2.71,250.18,1015.83,1152.63,0.58,248.5857996,0.97841096,0.036155701
281,Cape_Verde,Brava,Sao_Vicente,0.169680944,0.023991679,0.145689264,489.015,572.1,3.36,222.73,701.87,836.62,0.72,220.9588091,0.97841096,0.402411079
282,Cape_Verde,Fogo,Maio,0.061817786,0.004038155,0.05777963,408.995,493.54,9.525,133.64,124.03,0,10.95,131.3260575,0.17408219,1.027916717
283,Cape_Verde,Fogo,Saint_Nicholas,0.102418775,0.019395849,0.083022926,435.395,476.195,9.525,185.27,71.23,34.69,10.95,184.1758782,0.43290411,0.888699913
284,Cape_Verde,Fogo,Sal,0.085602034,0.085602034,1.67E-16,367.655,461.485,6.275,253.41,206.71,64.11,4.45,250.6012486,0.42336986,0.943366623
285,Cape_Verde,Fogo,Santa_Luzia,0.268973202,0.267806326,0.001166876,626.24,712.74,3.75,207.15,310.46,438.4,0.6,205.4089658,0.79512329,0.892749977
286,Cape_Verde,Fogo,Santiago,0.100761985,0.100761985,1.67E-16,762.24,824.81,3.425,81.48,582.46,662.54,1.25,80.31947939,0.28139726,0.89173336
287,Cape_Verde,Fogo,Santo_Antao,0.034728023,0.02721389,0.007514133,812.46,899.98,3.235,253.89,682.9,812.88,1.63,252.3733585,0.79512329,0.589649963
288,Cape_Verde,Fogo,Sao_Vicente,0.144499602,0.002565109,0.141934492,655.48,741.975,3.885,222.73,368.94,496.87,0.33,221.036368,0.79512329,1.028216743
289,Cape_Verde,Maio,Saint_Nicholas,0.098422125,0.015468451,0.082953673,373.38,535.89,15,195.97,52.8,154.08,0,191.7068092,0.6069863,0.139216804
290,Cape_Verde,Maio,Sal,0.117088606,0.078181119,0.038907487,305.64,521.18,11.75,173.57,82.68,183.5,6.5,167.5921796,0.59745205,0.084550094
291,Cape_Verde,Maio,Santa_Luzia,0.273925072,0.271407226,0.002517846,564.225,772.435,9.225,240.98,434.49,319.01,11.55,236.0698968,0.96920548,0.13516674
292,Cape_Verde,Maio,Santiago,0.125294004,0.093443761,0.031850243,700.225,884.505,8.9,51.46,706.49,543.15,12.2,47.13041037,0.10731507,0.136183357
293,Cape_Verde,Maio,Santo_Antao,0.074764886,0.021914058,0.052850829,750.445,959.675,8.71,295.47,806.93,693.49,12.58,290.7842895,0.96920548,0.438266754
294,Cape_Verde,Maio,Sao_Vicente,0.183172705,0.001060304,0.182112401,593.465,801.67,9.36,264.29,492.97,377.48,11.28,259.427299,0.96920548,0.000300026
295,Cape_Verde,Saint_Nicholas,Sal,0.095502261,0.062431732,0.033070529,332.04,444.14,11.75,149.1,135.48,29.42,6.5,145.7759801,0.00953425,0.05466671
296,Cape_Verde,Saint_Nicholas,Santa_Luzia,0.287639858,0.287639858,0,590.625,695.395,9.225,48.23,381.69,473.09,11.55,45.97369726,0.36221918,0.004050064
297,Cape_Verde,Saint_Nicholas,Santiago,0.120371096,0.076260966,0.04411013,726.625,807.465,8.9,183.31,653.69,697.23,12.2,181.6342109,0.71430137,0.003033447
298,Cape_Verde,Saint_Nicholas,Santo_Antao,0.091077741,0.005736391,0.08534135,776.845,882.635,8.71,104.57,754.13,847.57,12.58,102.53809,0.36221918,0.29904995
299,Cape_Verde,Saint_Nicholas,Sao_Vicente,0.177863442,0.015209286,0.162654156,619.865,724.63,9.36,75.26,440.17,531.56,11.28,73.05109947,0.36221918,0.13951683
300,Cape_Verde,Sal,Santa_Luzia,0.345784922,0.345784922,0,522.885,680.685,5.975,193.74,517.17,502.51,5.05,189.7690677,0.37175343,0.050616646
301,Cape_Verde,Sal,Santiago,0.067690526,0.014478134,0.053212392,658.885,792.755,5.65,198.59,789.17,726.65,5.7,195.1995813,0.70476712,0.051633263
302,Cape_Verde,Sal,Santo_Antao,0.078664459,0.057058983,0.021605475,709.105,867.925,5.46,236.19,889.61,876.99,6.08,232.4434604,0.37175343,0.35371666
303,Cape_Verde,Sal,Sao_Vicente,0.161646845,0.075516494,0.086130351,552.125,709.92,6.11,216.02,575.65,560.98,4.78,212.0964699,0.37175343,0.08485012
304,Cape_Verde,Santa_Luzia,Santiago,0.35918074,0.359175765,4.98E-06,917.47,1044.01,3.125,222.13,272,224.14,0.65,219.8072985,1.07652055,0.001016617
305,Cape_Verde,Santa_Luzia,Santo_Antao,0.293423168,0.293365226,5.79E-05,967.69,1119.18,2.935,54.88,372.44,374.48,1.03,52.20117758,0,0.303100014
306,Cape_Verde,Santa_Luzia,Sao_Vicente,0.270927075,0.270878245,4.88E-05,810.71,961.175,3.585,25.78,58.48,58.47,0.27,22.92418707,0,0.135466766
307,Cape_Verde,Santiago,Santo_Antao,0.073545317,0.07354525,6.75E-08,1103.69,1231.25,2.61,276.68,100.44,150.34,0.38,274.5816912,1.07652055,0.302083397
308,Cape_Verde,Santiago,Sao_Vicente,0.154331249,0.091674032,0.062657217,946.71,1073.245,3.26,242.45,213.52,165.67,0.92,240.1747007,1.07652055,0.136483383
309,Cape_Verde,Santo_Antao,Sao_Vicente,0.139606372,0.021548058,0.118058313,996.93,1148.415,3.07,34.6,313.96,316.01,1.3,31.96857979,0,0.43856678
310,Cape_Verde,Brava,Boa_Vista,0.26102301,0.257971547,0.003051463,418.23,885.14,9,243.85,560.3,1462.7,12,235.7092062,0.38161644,0.352094269
311,Cape_Verde,Fogo,Boa_Vista,0.235192664,0.235192664,0,584.695,1055.015,9.525,214.94,227.37,1122.95,10.95,206.8767651,0.19832877,0.977899933
312,Cape_Verde,Fogo,Brava,0.078094339,0.023731502,0.054362837,304.545,323.665,3.525,36.38,332.93,339.75,1.05,35.7235878,0.18328767,0.625805664
313,Cape_Verde,Maio,Boa_Vista,0.231139863,0.231139863,0,522.68,1114.71,15,101.98,351.4,1003.56,0,90.74769609,0.37241096,0.050016784
314,Cape_Verde,Maio,Brava,0.082951666,0.027756872,0.055194794,242.53,383.36,9,171.01,208.9,459.14,12,167.1845188,0.00920548,0.402111053
315,Cape_Verde,Maio,Fogo,0.061817786,0.004038155,0.05777963,408.995,553.235,9.525,133.64,124.03,119.39,10.95,129.8920777,0.17408219,1.027916717
316,Cape_Verde,Saint_Nicholas,Boa_Vista,0.255663375,0.20399681,0.051666566,549.08,1037.67,15,168.46,298.6,1157.64,0,159.8814966,0.23457534,0.08920002
317,Cape_Verde,Saint_Nicholas,Brava,0.054993424,0.045798154,0.009195269,268.93,306.32,9,197.07,261.7,305.06,12,195.8983193,0.61619178,0.262894249
318,Cape_Verde,Saint_Nicholas,Fogo,0.102418775,0.019395849,0.083022926,435.395,476.195,9.525,185.27,71.23,34.69,10.95,184.1758782,0.43290411,0.888699913
319,Cape_Verde,Saint_Nicholas,Maio,0.098422125,0.015468451,0.082953673,373.38,476.195,15,195.97,52.8,34.69,0,193.1407889,0.6069863,0.139216804
320,Cape_Verde,Sal,Boa_Vista,0.205134136,0.143210726,0.06192341,481.34,1022.96,11.75,73.27,434.08,1187.06,6.5,62.97686702,0.22504109,0.03453331
321,Cape_Verde,Sal,Brava,0.1287192,0.108193205,0.020525995,201.19,291.61,5.75,283.69,126.22,275.64,5.5,280.8036897,0.60665753,0.317560959
322,Cape_Verde,Sal,Fogo,0.085602034,0.085602034,1.67E-16,367.655,461.485,6.275,253.41,206.71,64.11,4.45,250.6012486,0.42336986,0.943366623
323,Cape_Verde,Sal,Maio,0.117088606,0.078181119,0.038907487,305.64,461.485,11.75,173.57,82.68,64.11,6.5,169.0261594,0.59745205,0.084550094
324,Cape_Verde,Sal,Saint_Nicholas,0.095502261,0.062431732,0.033070529,332.04,444.14,11.75,149.1,135.48,29.42,6.5,145.7759801,0.00953425,0.05466671
325,Cape_Verde,Santa_Luzia,Boa_Vista,0.473455882,0.473455882,2.89E-16,739.925,1274.215,9.225,219.51,83.09,684.55,11.55,210.2845842,0.59679452,0.085149956
326,Cape_Verde,Santa_Luzia,Brava,0.248420711,0.243454666,0.004966044,459.775,542.865,3.225,210.95,643.39,778.15,0.45,209.1314069,0.97841096,0.266944313
327,Cape_Verde,Santa_Luzia,Fogo,0.268973202,0.267806326,0.001166876,626.24,712.74,3.75,207.15,310.46,438.4,0.6,205.4089658,0.79512329,0.892749977
328,Cape_Verde,Santa_Luzia,Maio,0.273925072,0.271407226,0.002517846,564.225,712.74,9.225,240.98,434.49,438.4,11.55,237.5038765,0.96920548,0.13516674
329,Cape_Verde,Santa_Luzia,Saint_Nicholas,0.287639858,0.287639858,0,590.625,695.395,9.225,48.23,381.69,473.09,11.55,45.97369726,0.36221918,0.004050064
330,Cape_Verde,Santa_Luzia,Sal,0.345784922,0.345784922,0,522.885,680.685,5.975,193.74,517.17,502.51,5.05,189.7690677,0.37175343,0.050616646
331,Cape_Verde,Santiago,Boa_Vista,0.151539793,0.135482875,0.016056918,875.925,1386.285,8.9,145.22,355.09,460.41,12.2,136.5750978,0.47972603,0.086166573
332,Cape_Verde,Santiago,Brava,0.125759193,0.125508888,0.000250305,595.775,654.935,2.9,121.19,915.39,1002.29,0.2,119.9519205,0.09810959,0.265927696
333,Cape_Verde,Santiago,Fogo,0.100761985,0.100761985,1.67E-16,762.24,824.81,3.425,81.48,582.46,662.54,1.25,80.31947939,0.28139726,0.89173336
334,Cape_Verde,Santiago,Maio,0.125294004,0.093443761,0.031850243,700.225,824.81,8.9,51.46,706.49,662.54,12.2,48.56439013,0.10731507,0.136183357
335,Cape_Verde,Santiago,Saint_Nicholas,0.120371096,0.076260966,0.04411013,726.625,807.465,8.9,183.31,653.69,697.23,12.2,181.6342109,0.71430137,0.003033447
336,Cape_Verde,Santiago,Sal,0.067690526,0.014478134,0.053212392,658.885,792.755,5.65,198.59,789.17,726.65,5.7,195.1995813,0.70476712,0.051633263
337,Cape_Verde,Santiago,Santa_Luzia,0.35918074,0.359175765,4.98E-06,917.47,1044.01,3.125,222.13,272,224.14,0.65,219.8072985,1.07652055,0.001016617
338,Cape_Verde,Santo_Antao,Boa_Vista,0.209121353,0.209121353,0,926.145,1461.455,8.71,273.01,455.53,310.07,12.58,264.0089769,0.59679452,0.38824997
339,Cape_Verde,Santo_Antao,Brava,0.068103963,0.05161422,0.016489743,645.995,730.105,2.71,250.18,1015.83,1152.63,0.58,248.5857996,0.97841096,0.036155701
340,Cape_Verde,Santo_Antao,Fogo,0.034728023,0.02721389,0.007514133,812.46,899.98,3.235,253.89,682.9,812.88,1.63,252.3733585,0.79512329,0.589649963
341,Cape_Verde,Santo_Antao,Maio,0.074764886,0.021914058,0.052850829,750.445,899.98,8.71,295.47,806.93,812.88,12.58,292.2182693,0.96920548,0.438266754
342,Cape_Verde,Santo_Antao,Saint_Nicholas,0.091077741,0.005736391,0.08534135,776.845,882.635,8.71,104.57,754.13,847.57,12.58,102.53809,0.36221918,0.29904995
343,Cape_Verde,Santo_Antao,Sal,0.078664459,0.057058983,0.021605475,709.105,867.925,5.46,236.19,889.61,876.99,6.08,232.4434604,0.37175343,0.35371666
344,Cape_Verde,Santo_Antao,Santa_Luzia,0.293423168,0.293365226,5.79E-05,967.69,1119.18,2.935,54.88,372.44,374.48,1.03,52.20117758,0,0.303100014
345,Cape_Verde,Santo_Antao,Santiago,0.073545317,0.07354525,6.75E-08,1103.69,1231.25,2.61,276.68,100.44,150.34,0.38,274.5816912,1.07652055,0.302083397
346,Cape_Verde,Sao_Vicente,Boa_Vista,0.236371693,0.231154275,0.005217418,769.165,1303.45,9.36,246.48,141.57,626.08,11.28,237.3019864,0.59679452,0.05031681
347,Cape_Verde,Sao_Vicente,Brava,0.169680944,0.023991679,0.145689264,489.015,572.1,3.36,222.73,701.87,836.62,0.72,220.9588091,0.97841096,0.402411079
348,Cape_Verde,Sao_Vicente,Fogo,0.144499602,0.002565109,0.141934492,655.48,741.975,3.885,222.73,368.94,496.87,0.33,221.036368,0.79512329,1.028216743
349,Cape_Verde,Sao_Vicente,Maio,0.183172705,0.001060304,0.182112401,593.465,741.975,9.36,264.29,492.97,496.87,11.28,260.8612787,0.96920548,0.000300026
350,Cape_Verde,Sao_Vicente,Saint_Nicholas,0.177863442,0.015209286,0.162654156,619.865,724.63,9.36,75.26,440.17,531.56,11.28,73.05109947,0.36221918,0.13951683
351,Cape_Verde,Sao_Vicente,Sal,0.161646845,0.075516494,0.086130351,552.125,709.92,6.11,216.02,575.65,560.98,4.78,212.0964699,0.37175343,0.08485012
352,Cape_Verde,Sao_Vicente,Santa_Luzia,0.270927075,0.270878245,4.88E-05,810.71,961.175,3.585,25.78,58.48,58.47,0.27,22.92418707,0,0.135466766
353,Cape_Verde,Sao_Vicente,Santiago,0.154331249,0.091674032,0.062657217,946.71,1073.245,3.26,242.45,213.52,165.67,0.92,240.1747007,1.07652055,0.136483383
354,Cape_Verde,Sao_Vicente,Santo_Antao,0.139606372,0.021548058,0.118058313,996.93,1148.415,3.07,34.6,313.96,316.01,1.3,31.96857979,0,0.43856678
355,Cook_Islands,Aitutaki,Atiu,0.111946836,0.081202819,0.030744017,34.81,59.605,4.115,215.86,3.2,22.83,6.55,213.8445137,0.51241095,0.065627671
356,Cook_Islands,Aitutaki,Mangaia,0.213517939,0.100814814,0.112703125,40.835,53.19,9.62,393.12,15.25,10,17.56,392.0785031,1.6579452,0.218865395
357,Cook_Islands,Aitutaki,Mauke,0.808986209,0.808986209,1.32E-16,30.77,48.26,2.74,294.98,4.88,0.14,3.8,293.3954878,0.52131506,0.059621239
358,Cook_Islands,Aitutaki,Mitiaro,0.588420563,0.546061201,0.042359362,22.445,54.79,6.57,242.8,21.53,13.2,11.46,239.6424196,0.52131506,0.007074547
359,Cook_Islands,Aitutaki,Nassau,0.724057301,0.724057301,1.74E-16,18.6,42.255,9.67,1010.37,29.22,11.87,17.66,1007.431588,2.0720822,0.070237771
360,Cook_Islands,Aitutaki,Rarotonga,0.064717789,0.02483729,0.039880499,54.62,66.6,0.97,261.64,42.82,36.82,0.26,260.6923542,1.0309863,0.245684815
361,Cook_Islands,Aitutaki,Takutea,0.449608879,0.449608879,0,34.81,59.605,9.67,189.6,3.2,22.83,17.66,187.5845137,0.51241095,0.04515152
362,Cook_Islands,Atiu,Mangaia,0.207660149,0.024613535,0.183046614,42.435,64.605,12.895,215.11,12.05,12.83,11.01,213.3834773,1.14553425,0.153237724
363,Cook_Islands,Atiu,Mauke,0.777932595,0.777932595,0,32.37,59.675,6.015,82.86,8.08,22.69,2.75,80.59046203,0.00890411,0.006006432
364,Cook_Islands,Atiu,Mitiaro,0.510840395,0.510840395,0,24.045,66.205,9.845,45.02,24.73,9.63,4.91,41.17739382,0.00890411,0.058553124
365,Cook_Islands,Atiu,Nassau,0.681875702,0.681093158,0.000782544,20.2,53.67,12.945,1216.44,32.42,34.7,11.11,1212.816562,2.58449315,0.0046101
366,Cook_Islands,Atiu,Rarotonga,0.070569643,0.057263077,0.013306566,56.22,78.015,4.245,221.5,39.62,13.99,6.29,219.8673285,0.51857535,0.180057144
367,Cook_Islands,Atiu,Takutea,0.380149684,0.380149684,0,36.41,71.02,12.945,27.45,0,0,11.11,24.7494879,0,0.020476151
368,Cook_Islands,Mangaia,Mauke,0.769108167,0.754779758,0.014328409,38.395,53.26,11.52,207.78,20.13,9.86,13.76,206.4844514,1.13663014,0.159244156
