,Archipelago,Island1,Island2,beta_sor,beta_nest,beta_turn,mean_emerse_pres,mean_emerse_past,mean_island_age,Distance_km,diff_emerse_pres,diff_emerse_past,diff_island_age,d_past.y,diif_present_air,diff_past_air
40,Galapagos,Genovesa_Island,Floreana_Island,0.035512426,0.008752179,0.026760247,168.58,788.225,1.55,185.07,287.16,1489.69,1.5,172.0526021,0.91849315,0.221883393
41,Galapagos,Isabela,Espanola_Island,0.117196457,0.015135686,0.102060771,4172.735,6114.845,2.15,174.34,8147.21,11516.09,2.7,159.0582614,0.84386302,0.089203344
42,Galapagos,Isabela,Fernandina_Island,0.071803166,0.040045894,0.031757272,7167.47,9849.795,0.43,90.17,2157.74,4046.19,0.74,74.0383597,0,0.241683878
43,Galapagos,Isabela,Floreana_Island,0.081121928,0.048450176,0.032671752,4279.25,6702.98,1.55,89.17,7934.18,10339.82,1.5,66.80562725,0.86153425,0.033317294
44,Galapagos,Isabela,Genovesa_Island,0.096732362,0.038727572,0.05800479,4135.67,5958.135,0.8,192.22,8221.34,11829.51,0,181.0830214,0.0569589,0.188566099
45,Galapagos,San_Cristobal,Espanola_Island,0.10858342,0.003408821,0.105174599,991.78,1972.955,3.75,65.57,1785.3,3232.31,0.5,51.22158426,0.2830137,0.065012741
46,Galapagos,San_Cristobal,Fernandina_Island,0.086211016,0.019327527,0.066883488,3986.515,5707.905,2.03,119.67,4204.17,4237.59,3.94,104.4716826,0.56084932,0.395899963
47,Galapagos,San_Cristobal,Floreana_Island,0.094058654,0.027492325,0.066566329,1098.295,2561.09,3.15,121.55,1572.27,2056.04,1.7,100.1189501,0.30068493,0.187533379
48,Galapagos,San_Cristobal,Genovesa_Island,0.109394388,0.018607489,0.090786899,954.715,1816.245,2.4,141.88,1859.43,3545.73,3.2,131.6763443,0.61780822,0.034350014
49,Galapagos,San_Cristobal,Isabela,0.020668211,0.020664095,4.12E-06,5065.385,7731,2.4,185.75,6361.91,8283.78,3.2,166.1993694,0.56084932,0.154216085
50,Galapagos,Santa_Cruz,Espanola_Island,0.084145364,0.029536733,0.054608631,3177.58,5012.205,2.9,112.22,6156.9,9310.81,1.2,96.33147282,0.88969863,0.065012741
51,Galapagos,Santa_Cruz,Fernandina_Island,0.062438247,0.006350256,0.056087991,6172.315,8747.155,1.18,74.18,167.43,1840.91,2.24,57.44157112,0.04583561,0.395899963
52,Galapagos,Santa_Cruz,Floreana_Island,0.068238199,0.001883985,0.066354213,3284.095,5600.34,2.3,72.72,5943.87,8134.54,0,49.74883866,0.90736986,0.187533379
53,Galapagos,Santa_Cruz,Genovesa_Island,0.083012219,0.006440985,0.076571234,3140.515,4855.495,1.55,115.81,6231.03,9624.23,1.5,104.0662328,0.01112329,0.034350014
54,Galapagos,Santa_Cruz,Isabela,0.048077489,0.048073373,4.12E-06,7251.185,10770.25,1.55,91.72,1990.31,2205.28,1.5,70.62925799,0.04583561,0.154216085
55,Galapagos,Santa_Cruz,San_Cristobal,0.031692044,0.027316599,0.004375445,4070.23,6628.36,3.15,105.48,4371.6,6078.5,1.7,85.32258084,0.60668493,0
56,Galapagos,Santiago_Island,Espanola_Island,0.068424115,0.043308763,0.025115353,3754.48,5369.9,2.45,168.58,7310.7,10026.2,2.1,154.6166561,0.88969863,0.065337181
57,Galapagos,Santiago_Island,Fernandina_Island,0.030533424,0.019710118,0.010823306,6749.215,9104.85,0.73,117.49,1321.23,2556.3,1.34,102.6767543,0.04583561,0.265550041
58,Galapagos,Santiago_Island,Floreana_Island,0.02027945,0.011079498,0.009199952,3860.995,5958.035,1.85,117.38,7097.67,8849.93,0.9,96.33402189,0.90736986,0.057183457
59,Galapagos,Santiago_Island,Genovesa_Island,0.031859753,0.019932566,0.011927187,3717.415,5213.19,1.1,107.83,7384.83,10339.62,0.6,98.01141606,0.01112329,0.164699936
60,Galapagos,Santiago_Island,Isabela,0.069734946,0.060680207,0.00905474,7828.085,11127.945,1.1,78.54,836.51,1489.89,0.6,59.37444122,0.04583561,0.023866163
61,Galapagos,Santiago_Island,San_Cristobal,0.084579437,0.038760646,0.045818791,4647.13,6986.055,2.7,155.56,5525.4,6793.89,2.6,137.3277641,0.60668493,0.130349922
62,Galapagos,Santiago_Island,Santa_Cruz,0.059279482,0.012583573,0.046695908,6832.93,10025.305,1.85,53.38,1153.8,715.39,0.9,33.60765263,0,0.204716683
63,Virgin_Islands,Saint_Croix,Saint_John,0.11795188,0.093819395,0.024132486,158.705,486.32,110,70.34,142.35,50.46,0,59.29715314,0.17279452,0.074971962
64,Virgin_Islands,Saint_Croix,Saint_Thomas,0.089318817,0.00484198,0.084476837,168.56,767.505,110,68.32,122.64,511.91,0,51.90684282,0.17279452,0.066130638
65,Virgin_Islands,Saint_Croix,Tortola,0.220953954,0.217521841,0.003432113,182.25,590.55,110,80.58,95.26,158,0,68.32086256,0.23276712,0.067410278
66,Virgin_Islands,Saint_Croix,Virgin_Gorda,0.317846855,0.316462577,0.001384277,136.86,479.73,110,94.7,186.04,63.64,0,82.28874133,0.23276712,0.076783371
67,Virgin_Islands,Saint_John,Saint_Thomas,0.123550008,0.098875245,0.024674763,97.385,742.275,110,21.15,19.71,562.37,0,2.106826599,0,0.008841324
68,Virgin_Islands,Saint_John,Tortola,0.185170881,0.116137412,0.069033469,111.075,565.32,110,13.71,47.09,208.46,0,-1.179153658,0.0599726,0.007561684
69,Virgin_Islands,Saint_John,Virgin_Gorda,0.26080587,0.217938062,0.042867808,65.685,454.5,110,38.52,43.69,13.18,0,23.47872511,0.0599726,0.001811409
70,Virgin_Islands,Saint_Thomas,Tortola,0.225795251,0.222585126,0.003210125,120.93,846.505,110,30.77,27.38,353.91,0,10.51053603,0.0599726,0.00127964
71,Virgin_Islands,Saint_Thomas,Virgin_Gorda,0.321794441,0.32158287,0.000211571,75.54,735.685,110,56.24,63.4,575.55,0,35.82841479,0.0599726,0.010652733
72,Virgin_Islands,Tortola,Virgin_Gorda,0.16872017,0.098521303,0.070198867,89.23,558.73,110,25.53,90.78,221.64,0,9.272434536,0,0.009373093
73,Virgin_Islands,Saint_John,Saint_Croix,0.11795188,0.093819395,0.024132486,158.705,486.32,110,70.34,142.35,50.46,0,59.29715314,0.17279452,0.074971962
74,Virgin_Islands,Saint_Thomas,Saint_Croix,0.089318817,0.00484198,0.084476837,168.56,767.505,110,68.32,122.64,511.91,0,51.90684282,0.17279452,0.066130638
75,Virgin_Islands,Saint_Thomas,Saint_John,0.123550008,0.098875245,0.024674763,97.385,742.275,110,21.15,19.71,562.37,0,2.106826599,0,0.008841324
76,Virgin_Islands,Tortola,Saint_Croix,0.220953954,0.217521841,0.003432113,182.25,590.55,110,80.58,95.26,158,0,68.32086256,0.23276712,0.067410278
77,Virgin_Islands,Tortola,Saint_John,0.185170881,0.116137412,0.069033469,111.075,565.32,110,13.71,47.09,208.46,0,-1.179153658,0.0599726,0.007561684
78,Virgin_Islands,Tortola,Saint_Thomas,0.225795251,0.222585126,0.003210125,120.93,846.505,110,30.77,27.38,353.91,0,10.51053603,0.0599726,0.00127964
79,Virgin_Islands,Virgin_Gorda,Saint_Croix,0.317846855,0.316462577,0.001384277,136.86,479.73,110,94.7,186.04,63.64,0,82.28874133,0.23276712,0.076783371
80,Virgin_Islands,Virgin_Gorda,Saint_John,0.26080587,0.217938062,0.042867808,65.685,454.5,110,38.52,43.69,13.18,0,23.47872511,0.0599726,0.001811409
81,Virgin_Islands,Virgin_Gorda,Saint_Thomas,0.321794441,0.32158287,0.000211571,75.54,735.685,110,56.24,63.4,575.55,0,35.82841479,0.0599726,0.010652733
82,Virgin_Islands,Virgin_Gorda,Tortola,0.16872017,0.098521303,0.070198867,89.23,558.73,110,25.53,90.78,221.64,0,9.272434536,0,0.009373093
83,Andaman_Nicobar,Little_Andaman_Island,Great_Nicobar,0.201983684,0.050278372,0.151705312,940.88,4602.04,2.8,428.87,337.42,1396.74,0,387.0156999,0.00219178,0.018054151
84,Andaman_Nicobar,Middle_Andaman_Island,Great_Nicobar,0.168078336,0.100789627,0.067288709,1203.025,4738.32,2.8,627.93,861.71,1124.18,0,588.8776752,0.24326027,0.022649956
85,Andaman_Nicobar,Middle_Andaman_Island,Little_Andaman_Island,0.177463223,0.164032951,0.013430272,1371.735,4039.95,2.8,208.77,524.29,272.56,0,178.6584552,0.24545205,0.004595805
86,Andaman_Nicobar,North_Andaman_Island,Great_Nicobar,0.298683402,0.206415995,0.092267407,1326.665,6478.59,2.8,696.77,1108.99,2356.36,0,646.4744182,0.19624657,0.08765831
87,Andaman_Nicobar,North_Andaman_Island,Little_Andaman_Island,0.174445659,0.169598258,0.004847401,1495.375,5780.22,2.8,281.24,771.57,3753.1,0,239.8851982,0.19843835,0.069604159
88,Andaman_Nicobar,North_Andaman_Island,Middle_Andaman_Island,0.329147009,0.326568633,0.002578376,1757.52,5916.5,2.8,80.89,247.28,3480.54,0,42.33717356,0.0470137,0.065008354
89,Andaman_Nicobar,Great_Nicobar,Little_Andaman_Island,0.201983684,0.050278372,0.151705312,940.88,4602.04,2.8,428.87,337.42,1396.74,0,387.0156999,0.00219178,0.018054151
90,Andaman_Nicobar,Great_Nicobar,Middle_Andaman_Island,0.168078336,0.100789627,0.067288709,1203.025,4738.32,2.8,627.93,861.71,1124.18,0,588.8776752,0.24326027,0.022649956
91,Andaman_Nicobar,Great_Nicobar,North_Andaman_Island,0.298683402,0.206415995,0.092267407,1326.665,6478.59,2.8,696.77,1108.99,2356.36,0,646.4744182,0.19624657,0.08765831
92,Andaman_Nicobar,Little_Andaman_Island,Middle_Andaman_Island,0.177463223,0.164032951,0.013430272,1371.735,4039.95,2.8,208.77,524.29,272.56,0,178.6584552,0.24545205,0.004595805
93,Andaman_Nicobar,Little_Andaman_Island,North_Andaman_Island,0.174445659,0.169598258,0.004847401,1495.375,5780.22,2.8,281.24,771.57,3753.1,0,239.8851982,0.19843835,0.069604159
94,Andaman_Nicobar,Middle_Andaman_Island,North_Andaman_Island,0.329147009,0.326568633,0.002578376,1757.52,5916.5,2.8,80.89,247.28,3480.54,0,42.33717356,0.0470137,0.065008354
95,Azores,Crow,Faial,0.149283765,0.113489818,0.035793947,192.37,315.89,11.55,242.53,171.66,196.4,22.04,237.9587257,0.11172603,0.039641189
96,Azores,Crow,Flores,0.028464378,0.020501598,0.00796278,154.515,296.715,11.575,29.72,95.95,158.05,21.99,24.31133123,0,0.1010746
97,Azores,Crow,Graciosa,0.212942593,0.211726576,0.001216017,84.97,179.165,11.47,276.96,43.14,77.05,22.2,272.2607172,0.03295891,0.21777544
98,Azores,Crow,Pico,0.108714933,0.067677105,0.041037828,447.21,630.755,11.3005,276.09,681.34,826.13,22.539,271.1976284,0.05547945,0.159091282
99,Azores,Crow,Santa_Maria,0.097616491,0.078787272,0.018829218,111.255,220.335,13.335,605.48,9.43,5.29,18.47,600.6301824,0.91824658,0.107558727
100,Azores,Crow,Sao_Miguel,0.093486589,0.083014031,0.010472558,452.015,674.57,12.285,532.57,690.95,913.76,20.57,527.0242039,0.27868494,0.074613857
101,Azores,Crow,Terceira,0.077164995,0.068544134,0.008620861,260.84,413.87,11.43,353.29,308.6,392.36,22.28,348.349558,0.22057535,0.123992062
102,Azores,Faial,Flores,0.144204029,0.092216306,0.051987723,240.345,394.915,0.555,237.39,75.71,38.35,0.05,232.4115974,0.11172603,0.061433411
103,Azores,Faial,Graciosa,0.0972178,0.096638057,0.000579743,170.8,277.365,0.45,79.88,214.8,273.45,0.16,75.6109834,0.07876712,0.257416629
104,Azores,Faial,Pico,0.186738049,0.186722106,1.59E-05,533.04,728.955,0.2805,36.93,509.68,629.73,0.499,32.46789453,0.16720548,0.119450093
105,Azores,Faial,Santa_Maria,0.137577398,0.033843469,0.103733929,197.085,318.535,2.315,363.81,162.23,191.11,3.57,359.3904486,0.80652055,0.147199916
106,Azores,Faial,Sao_Miguel,0.227454609,0.192683052,0.034771557,537.845,772.77,1.265,296.19,519.29,717.36,1.47,291.0744701,0.16695891,0.114255046
107,Azores,Faial,Terceira,0.213661974,0.178890417,0.034771557,346.67,512.07,0.41,127.75,136.94,195.96,0.24,123.2398242,0.10884932,0.163633251
108,Azores,Flores,Graciosa,0.209370701,0.188066144,0.021304557,132.945,258.19,0.475,279.59,139.09,235.1,0.21,274.483589,0.03295891,0.31885004
109,Azores,Flores,Pico,0.11550356,0.08866103,0.02684253,495.185,709.78,0.3055,272.46,585.39,668.08,0.549,267.1605001,0.05547945,0.058016682
110,Azores,Flores,Santa_Maria,0.088633416,0.057896209,0.030737207,159.23,299.36,2.34,601,86.52,152.76,3.52,595.7430541,0.91824658,0.208633327
111,Azores,Flores,Sao_Miguel,0.11090872,0.103616667,0.007292053,499.99,753.595,1.29,530.58,595,755.71,1.42,524.6270757,0.27868494,0.175688457
112,Azores,Flores,Terceira,0.095790274,0.089076086,0.006714188,308.815,492.895,0.435,353.33,212.65,234.31,0.29,347.9824297,0.22057535,0.225066662
113,Azores,Graciosa,Pico,0.278392756,0.278392756,6.02E-16,425.64,592.23,0.2005,70.71,724.48,903.18,0.339,66.1198861,0.08843836,0.376866722
114,Azores,Graciosa,Santa_Maria,0.157101592,0.130386607,0.026714984,89.685,181.81,2.235,343.84,52.57,82.34,3.73,339.2924401,0.88528767,0.110216713
115,Azores,Graciosa,Sao_Miguel,0.290707043,0.290707043,3.01E-16,430.445,636.045,1.185,261.96,734.09,990.81,1.63,256.7164617,0.24572603,0.143161583
116,Azores,Graciosa,Terceira,0.277063712,0.277063712,4.51E-16,239.27,375.345,0.33,77.05,351.74,469.41,0.08,72.41181573,0.18761644,0.093783378
117,Azores,Pico,Santa_Maria,0.160872011,0.148107368,0.012764643,451.925,633.4,2.0655,329.86,671.91,820.84,4.069,325.1193512,0.97372603,0.266650009
118,Azores,Pico,Sao_Miguel,0.056496556,0.012813354,0.043683202,792.685,1087.635,1.0155,263.2,9.61,87.63,1.969,257.7633728,0.33416439,0.233705139
119,Azores,Pico,Terceira,0.042305987,0.001381188,0.040924799,601.51,826.935,0.1605,99.01,372.74,433.77,0.259,94.17872685,0.2760548,0.283083344
120,Azores,Santa_Maria,Sao_Miguel,0.163093166,0.163093166,4.60E-16,456.73,677.215,3.05,95.97,681.52,908.47,2.1,90.57592682,0.63956164,0.03294487
121,Azores,Santa_Maria,Terceira,0.149817399,0.148404331,0.001413068,265.555,416.515,2.195,269.22,299.17,387.07,3.81,264.4312809,0.69767123,0.016433335
122,Azores,Sao_Miguel,Terceira,0.017847417,0.014793167,0.00305425,606.315,870.75,1.145,185.58,382.35,521.4,1.71,180.0953024,0.05810959,0.049378205
123,Azores,Faial,Crow,0.149283765,0.113489818,0.035793947,192.37,315.89,11.55,242.53,171.66,196.4,22.04,237.9587257,0.11172603,0.039641189
124,Azores,Flores,Crow,0.028464378,0.020501598,0.00796278,154.515,296.715,11.575,29.72,95.95,158.05,21.99,24.31133123,0,0.1010746
125,Azores,Flores,Faial,0.144204029,0.092216306,0.051987723,240.345,394.915,0.555,237.39,75.71,38.35,0.05,232.4115974,0.11172603,0.061433411
126,Azores,Graciosa,Crow,0.212942593,0.211726576,0.001216017,84.97,179.165,11.47,276.96,43.14,77.05,22.2,272.2607172,0.03295891,0.21777544
127,Azores,Graciosa,Faial,0.0972178,0.096638057,0.000579743,170.8,277.365,0.45,79.88,214.8,273.45,0.16,75.6109834,0.07876712,0.257416629
128,Azores,Graciosa,Flores,0.209370701,0.188066144,0.021304557,132.945,258.19,0.475,279.59,139.09,235.1,0.21,274.483589,0.03295891,0.31885004
129,Azores,Pico,Crow,0.108714933,0.067677105,0.041037828,447.21,630.755,11.3005,276.09,681.34,826.13,22.539,271.1976284,0.05547945,0.159091282
130,Azores,Pico,Faial,0.186738049,0.186722106,1.59E-05,533.04,728.955,0.2805,36.93,509.68,629.73,0.499,32.46789453,0.16720548,0.119450093
131,Azores,Pico,Flores,0.11550356,0.08866103,0.02684253,495.185,709.78,0.3055,272.46,585.39,668.08,0.549,267.1605001,0.05547945,0.058016682
132,Azores,Pico,Graciosa,0.278392756,0.278392756,6.02E-16,425.64,592.23,0.2005,70.71,724.48,903.18,0.339,66.1198861,0.08843836,0.376866722
133,Azores,Santa_Maria,Crow,0.097616491,0.078787272,0.018829218,111.255,220.335,13.335,605.48,9.43,5.29,18.47,600.6301824,0.91824658,0.107558727
134,Azores,Santa_Maria,Faial,0.137577398,0.033843469,0.103733929,197.085,318.535,2.315,363.81,162.23,191.11,3.57,359.3904486,0.80652055,0.147199916
135,Azores,Santa_Maria,Flores,0.088633416,0.057896209,0.030737207,159.23,299.36,2.34,601,86.52,152.76,3.52,595.7430541,0.91824658,0.208633327
136,Azores,Santa_Maria,Graciosa,0.157101592,0.130386607,0.026714984,89.685,181.81,2.235,343.84,52.57,82.34,3.73,339.2924401,0.88528767,0.110216713
137,Azores,Santa_Maria,Pico,0.160872011,0.148107368,0.012764643,451.925,633.4,2.0655,329.86,671.91,820.84,4.069,325.1193512,0.97372603,0.266650009
138,Azores,Sao_Miguel,Crow,0.093486589,0.083014031,0.010472558,452.015,674.57,12.285,532.57,690.95,913.76,20.57,527.0242039,0.27868494,0.074613857
139,Azores,Sao_Miguel,Faial,0.227454609,0.192683052,0.034771557,537.845,772.77,1.265,296.19,519.29,717.36,1.47,291.0744701,0.16695891,0.114255046
140,Azores,Sao_Miguel,Flores,0.11090872,0.103616667,0.007292053,499.99,753.595,1.29,530.58,595,755.71,1.42,524.6270757,0.27868494,0.175688457
141,Azores,Sao_Miguel,Graciosa,0.290707043,0.290707043,3.01E-16,430.445,636.045,1.185,261.96,734.09,990.81,1.63,256.7164617,0.24572603,0.143161583
142,Azores,Sao_Miguel,Pico,0.056496556,0.012813354,0.043683202,792.685,1087.635,1.0155,263.2,9.61,87.63,1.969,257.7633728,0.33416439,0.233705139
143,Azores,Sao_Miguel,Santa_Maria,0.163093166,0.163093166,4.60E-16,456.73,677.215,3.05,95.97,681.52,908.47,2.1,90.57592682,0.63956164,0.03294487
144,Azores,Terceira,Crow,0.077164995,0.068544134,0.008620861,260.84,413.87,11.43,353.29,308.6,392.36,22.28,348.349558,0.22057535,0.123992062
145,Azores,Terceira,Faial,0.213661974,0.178890417,0.034771557,346.67,512.07,0.41,127.75,136.94,195.96,0.24,123.2398242,0.10884932,0.163633251
146,Azores,Terceira,Flores,0.095790274,0.089076086,0.006714188,308.815,492.895,0.435,353.33,212.65,234.31,0.29,347.9824297,0.22057535,0.225066662
147,Azores,Terceira,Graciosa,0.277063712,0.277063712,4.51E-16,239.27,375.345,0.33,77.05,351.74,469.41,0.08,72.41181573,0.18761644,0.093783378
148,Azores,Terceira,Pico,0.042305987,0.001381188,0.040924799,601.51,826.935,0.1605,99.01,372.74,433.77,0.259,94.17872685,0.2760548,0.283083344
149,Azores,Terceira,Santa_Maria,0.149817399,0.148404331,0.001413068,265.555,416.515,2.195,269.22,299.17,387.07,3.81,264.4312809,0.69767123,0.016433335
150,Azores,Terceira,Sao_Miguel,0.017847417,0.014793167,0.00305425,606.315,870.75,1.145,185.58,382.35,521.4,1.71,180.0953024,0.05810959,0.049378205
151,Bermuda,Devonshire,Hamilton,0.072565902,0.008589455,0.063976447,23.21,90.48,47,2.72,0.36,10.16,0,-2.572895174,0,0.006359291
152,Bermuda,Devonshire,Paget,0.076880886,0.029816005,0.047064881,22.76,82.51,47,3.4,0.54,5.78,0,-1.464947832,0,0.002781296
153,Bermuda,Devonshire,Pembroke,0.056992398,0.01467873,0.042313668,22.125,93.205,47,3.72,1.81,15.61,0,-1.857640186,0,0.002781296
154,Bermuda,Devonshire,Saint_George,0.072323068,0.018964156,0.053358912,16.045,93.515,47,2.84,13.97,16.23,0,-3.655763483,0.03553425,0.005284118
155,Bermuda,Devonshire,Sandys,0.07770133,0.023619876,0.054081454,15.505,94.935,47,10.18,15.05,19.07,0,3.500886107,0,0.004159164
156,Bermuda,Devonshire,Smiths,0.03095651,0.023631739,0.007324771,19.585,81.135,47,2.84,6.89,8.53,0,-2.346225724,0,0.000661469
157,Bermuda,Devonshire,Southampton,0.077489408,0.029986249,0.047503159,18.315,91.77,47,8.2,9.43,12.74,0,2.185175121,0,0.004159164
158,Bermuda,Devonshire,Warwick,0.0702418,0.020331992,0.049909808,21.4,88.225,26.955,6.18,3.26,5.65,40.09,0.798805241,0,0.00746212
159,Bermuda,Hamilton,Paget,0.049925144,0.02148946,0.028435684,22.94,87.59,47,1.83,0.9,15.94,0,-3.315296339,0,0.003577995
160,Bermuda,Hamilton,Pembroke,0.077627603,0.005709198,0.071918406,22.305,98.285,47,1.31,2.17,5.45,0,-4.547988693,0,0.003577995
161,Bermuda,Hamilton,Saint_George,0.085019531,0.027525189,0.057494342,16.225,98.595,47,8.17,14.33,6.07,0,1.39388801,0.03553425,0.011643409
162,Bermuda,Hamilton,Sandys,0.091969463,0.014574754,0.077394709,15.685,100.015,47,8.17,15.41,8.91,0,1.2105376,0,0.010518455
163,Bermuda,Hamilton,Smiths,0.094868507,0.013441266,0.081427241,19.765,86.215,47,5.2,7.25,18.69,0,-0.266574231,0,0.005697822
164,Bermuda,Hamilton,Southampton,0.05705647,0.021518734,0.035537737,18.495,96.85,47,6.09,9.79,2.58,0,-0.205173386,0,0.010518455
165,Bermuda,Hamilton,Warwick,0.061559587,0.011615313,0.049944274,21.58,93.305,26.955,3.83,3.62,4.51,40.09,-1.831543266,0,0.001102829
166,Bermuda,Paget,Pembroke,0.036444861,0.015636688,0.020808172,21.855,90.315,47,2.94,1.27,21.39,0,-2.490041351,0,0
167,Bermuda,Paget,Saint_George,0.099185044,0.048700206,0.050484838,15.775,90.625,47,8.29,13.43,22.01,0,1.941835352,0.03553425,0.008065414
168,Bermuda,Paget,Sandys,0.054214406,0.006018479,0.048195927,15.235,92.045,47,8.29,14.51,24.85,0,1.758484942,0,0.00694046
169,Bermuda,Paget,Smiths,0.059574095,0.007095097,0.052478997,19.315,78.245,47,5.39,6.35,2.75,0,0.351373111,0,0.002119827
170,Bermuda,Paget,Southampton,0.020925436,0.000189313,0.020736123,18.045,88.88,47,2.58,8.89,18.52,0,-3.287226044,0,0.00694046
171,Bermuda,Paget,Warwick,0.019179212,0.009802374,0.009376838,21.13,85.335,26.955,2.58,2.72,11.43,40.09,-2.653595924,0,0.004680824
172,Bermuda,Pembroke,Saint_George,0.078836705,0.033755946,0.045080759,15.14,101.32,47,7.09,12.16,0.62,0,0.029142998,0.03553425,0.008065414
173,Bermuda,Pembroke,Sandys,0.04772198,0.009275836,0.038446144,14.6,102.74,47,7.09,13.24,3.46,0,-0.154207412,0,0.00694046
174,Bermuda,Pembroke,Smiths,0.033139005,0.008270996,0.024868009,18.68,88.94,47,6.39,5.08,24.14,0,0.638680757,0,0.002119827
175,Bermuda,Pembroke,Southampton,0.040510266,0.015762262,0.024748004,17.41,99.575,47,6.42,7.62,2.87,0,-0.159918398,0,0.00694046
176,Bermuda,Pembroke,Warwick,0.024961477,0.00595934,0.019002137,20.495,96.03,26.955,3.96,1.45,9.96,40.09,-1.986288278,0,0.004680824
177,Bermuda,Saint_George,Sandys,0.064381469,0.044067149,0.02031432,8.52,103.05,47,18.74,1.08,2.84,0,10.57766929,0.03553425,0.001124954
178,Bermuda,Saint_George,Smiths,0.086631921,0.041856325,0.044775597,12.6,89.25,47,7.44,7.08,24.76,0,0.77055746,0.03553425,0.005945587
179,Bermuda,Saint_George,Southampton,0.100379672,0.04882838,0.051551292,11.33,99.885,47,18.82,4.54,3.49,0,11.32195831,0.03553425,0.001124954
180,Bermuda,Saint_George,Warwick,0.091190924,0.039264871,0.051926053,14.415,96.34,26.955,15.93,10.71,10.58,40.09,9.065588425,0.03553425,0.012746238
181,Bermuda,Sandys,Smiths,0.058759144,0.001097717,0.057661427,12.06,90.67,47,12.99,8.16,27.6,0,6.13720705,0,0.004820633
182,Bermuda,Sandys,Southampton,0.05610868,0.006191258,0.049917423,10.79,101.305,47,6.31,5.62,6.33,0,-1.371392105,0,0
183,Bermuda,Sandys,Warwick,0.042467617,0.003432712,0.039034905,13.875,97.76,26.955,6.91,11.79,13.42,40.09,-0.137761985,0,0.011621284
184,Bermuda,Smiths,Southampton,0.062590505,0.007256332,0.055334173,14.87,87.505,47,11.96,2.54,21.27,0,5.771496064,0,0.004820633
185,Bermuda,Smiths,Warwick,0.046547767,0.00230076,0.044247007,17.955,83.96,26.955,8.68,3.63,14.18,40.09,3.125126184,0,0.006800651
186,Bermuda,Southampton,Warwick,0.027198939,0.009914085,0.017284854,16.685,94.595,26.955,3.03,6.17,7.09,40.09,-3.353472971,0,0.011621284
187,Bermuda,Hamilton,Devonshire,0.072565902,0.008589455,0.063976447,23.21,90.48,47,2.72,0.36,10.16,0,-2.572895174,0,0.006359291
188,Bermuda,Paget,Devonshire,0.076880886,0.029816005,0.047064881,22.76,82.51,47,3.4,0.54,5.78,0,-1.464947832,0,0.002781296
189,Bermuda,Paget,Hamilton,0.049925144,0.02148946,0.028435684,22.94,87.59,47,1.83,0.9,15.94,0,-3.315296339,0,0.003577995
190,Bermuda,Pembroke,Devonshire,0.056992398,0.01467873,0.042313668,22.125,93.205,47,3.72,1.81,15.61,0,-1.857640186,0,0.002781296
191,Bermuda,Pembroke,Hamilton,0.077627603,0.005709198,0.071918406,22.305,98.285,47,1.31,2.17,5.45,0,-4.547988693,0,0.003577995
192,Bermuda,Pembroke,Paget,0.036444861,0.015636688,0.020808172,21.855,90.315,47,2.94,1.27,21.39,0,-2.490041351,0,0
193,Bermuda,Saint_George,Devonshire,0.072323068,0.018964156,0.053358912,16.045,93.515,47,10.39,13.97,16.23,0,3.894236517,0.03553425,0.005284118
194,Bermuda,Saint_George,Hamilton,0.085019531,0.027525189,0.057494342,16.225,98.595,47,12.18,14.33,6.07,0,5.40388801,0.03553425,0.011643409
195,Bermuda,Saint_George,Paget,0.099185044,0.048700206,0.050484838,15.775,90.625,47,12.96,13.43,22.01,0,6.611835352,0.03553425,0.008065414
196,Bermuda,Saint_George,Pembroke,0.078836705,0.033755946,0.045080759,15.14,101.32,47,12.67,12.16,0.62,0,5.609142998,0.03553425,0.008065414
197,Bermuda,Sandys,Devonshire,0.07770133,0.023619876,0.054081454,15.505,94.935,47,10.18,15.05,19.07,0,3.500886107,0,0.004159164
198,Bermuda,Sandys,Hamilton,0.091969463,0.014574754,0.077394709,15.685,100.015,47,8.17,15.41,8.91,0,1.2105376,0,0.010518455
199,Bermuda,Sandys,Paget,0.054214406,0.006018479,0.048195927,15.235,92.045,47,8.29,14.51,24.85,0,1.758484942,0,0.00694046
200,Bermuda,Sandys,Pembroke,0.04772198,0.009275836,0.038446144,14.6,102.74,47,7.09,13.24,3.46,0,-0.154207412,0,0.00694046
201,Bermuda,Sandys,Saint_George,0.064381469,0.044067149,0.02031432,8.52,103.05,47,18.74,1.08,2.84,0,10.57766929,0.03553425,0.001124954
202,Bermuda,Smiths,Devonshire,0.03095651,0.023631739,0.007324771,19.585,81.135,47,2.84,6.89,8.53,0,-2.346225724,0,0.000661469
203,Bermuda,Smiths,Hamilton,0.094868507,0.013441266,0.081427241,19.765,86.215,47,5.2,7.25,18.69,0,-0.266574231,0,0.005697822
204,Bermuda,Smiths,Paget,0.059574095,0.007095097,0.052478997,19.315,78.245,47,5.39,6.35,2.75,0,0.351373111,0,0.002119827
205,Bermuda,Smiths,Pembroke,0.033139005,0.008270996,0.024868009,18.68,88.94,47,6.39,5.08,24.14,0,0.638680757,0,0.002119827
206,Bermuda,Smiths,Saint_George,0.086631921,0.041856325,0.044775597,12.6,89.25,47,7.44,7.08,24.76,0,0.77055746,0.03553425,0.005945587
207,Bermuda,Smiths,Sandys,0.058759144,0.001097717,0.057661427,12.06,90.67,47,8.68,8.16,27.6,0,1.82720705,0,0.004820633
